N	2gram	Losev_Vesc_1	StatiiOP
1	и в	21	25
2	в этом	4	24
3	в том	8	20
4	что в	9	19
5	может быть	16	19
6	тем что	2	19
7	что это	13	16
8	том что	8	15
9	в этой	3	14
10	и пр	6	13
11	в его	2	12
12	то что	27	12
13	не только	36	12
14	так что	5	11
15	прежде всего	9	10
16	таким образом	8	10
17	и не	29	10
18	у него	2	9
19	но и	18	9
20	и т	19	8
21	все это	5	8
22	т е	55	8
23	о том	6	8
24	это не	5	7
25	было бы	14	7
26	с этим	3	7
27	не может	17	7
28	что такое	12	7
29	точки зрения	5	7
30	из его	2	7
31	в то	3	7
32	в конце	2	6
33	не в	5	6
34	только в	14	6
35	как бы	12	6
36	а в	4	6
37	в россии	2	6
38	то же	6	5
39	независимо от	5	5
40	потому что	16	5
41	с другой	6	5
42	на то	4	5
43	об этом	3	5
44	в котором	3	5
45	и это	14	5
46	а не	19	5
47	того что	8	5
48	другой стороны	2	5
49	так и	3	5
50	мы имеем	7	5
51	но в	5	5
52	с тем	5	4
53	всяком случае	2	4
54	по крайней	4	4
55	в жизни	3	4
56	была бы	2	4
57	в смысле	12	4
58	крайней мере	4	4
59	у нас	7	4
60	как и	8	4
61	мы видим	2	4
62	это есть	7	4
63	но это	10	4
64	то в	4	4
65	можно сказать	6	4
66	если бы	5	4
67	в ней	12	4
68	к ней	2	4
69	относится к	5	4
70	и тем	3	4
71	в своей	5	4
72	отличается от	7	4
73	с точки	3	4
74	в чем	6	4
75	и для	9	4
76	и с	8	4
77	сказать что	17	4
78	во всяком	3	4
79	все же	4	4
80	ничего не	3	4
81	что все	2	3
82	тому что	2	3
83	и здесь	4	3
84	с этой	4	3
85	для него	4	3
86	что я	24	3
87	и что	15	3
88	на этом	2	3
89	кроме того	4	3
90	одной стороны	3	3
91	и если	2	3
92	между прочим	3	3
93	конце концов	2	3
94	все эти	3	3
95	нет никакого	2	3
96	я имею	2	3
97	со стороны	5	3
98	от нее	2	3
99	как раз	9	3
100	в в	2	3
101	уже не	9	3
102	что мы	14	3
103	этой вещи	2	3
104	и его	2	3
105	но он	2	3
106	говорить о	6	3
107	в другом	2	3
108	так как	7	3
109	я и	6	3
110	а с	3	2
111	при помощи	2	2
112	не менее	3	2
113	никогда не	2	2
114	себя и	4	2
115	для этого	4	2
116	и у	3	2
117	что у	5	2
118	и во	3	2
119	тогда когда	5	2
120	этих двух	2	2
121	вовсе не	10	2
122	не буду	2	2
123	и ее	18	2
124	к тому	3	2
125	как мы	4	2
126	без всякого	4	2
127	что они	6	2
128	так чтобы	2	2
129	но не	5	2
130	того же	5	2
131	в свою	4	2
132	только тогда	3	2
133	еще не	8	2
134	и может	2	2
135	в самом	9	2
136	в сущности	4	2
137	это выражение	2	2
138	во всех	2	2
139	одна из	5	2
140	что из	2	2
141	в виду	2	2
142	один из	3	2
143	должен быть	2	2
144	как можно	3	2
145	тем не	3	2
146	дело не	2	2
147	только что	2	2
148	и только	3	2
149	быть не	4	2
150	в отношении	4	2
151	т д	19	2
152	с ее	6	2
153	как я	4	2
154	с одной	3	2
155	не просто	19	2
156	от того	3	2
157	мы находим	2	2
158	о которой	2	2
159	самом деле	4	2
160	во втором	2	2
161	для того	2	2
162	что не	5	2
163	той же	2	2
164	что нужно	3	2
165	мы не	6	2
166	или в	2	2
167	между собою	6	2
168	слово в	2	2
169	в результате	3	2
170	то и	4	2
171	ни на	3	2
172	на это	4	2
173	если я	6	2
174	не потому	6	2
