N	2gram	Bakhtin_Pr_5	PoTuStor
1	может быть	14	17
2	и в	35	16
3	прежде всего	12	9
4	таким образом	7	9
5	в этом	14	9
6	мы можем	2	9
7	и его	14	8
8	и с	12	8
9	точки зрения	7	8
10	не может	18	8
11	с его	7	7
12	сказать что	3	7
13	не только	10	7
14	и это	5	6
15	и к	12	6
16	с точки	2	6
17	самом деле	10	6
18	для него	14	6
19	при этом	2	6
20	конечно не	2	6
21	я и	2	6
22	отношение к	6	5
23	все эти	3	5
24	в чем	4	5
25	ни в	2	5
26	нуждается в	3	5
27	сознание и	2	5
28	еще не	7	5
29	как бы	31	5
30	в него	3	5
31	с самого	8	4
32	самого начала	8	4
33	в нем	16	4
34	но и	14	4
35	так и	8	4
36	все это	14	4
37	хотя бы	2	4
38	и все	15	4
39	так как	4	4
40	и не	27	4
41	на самом	9	4
42	как мы	8	4
43	и наконец	7	4
44	и даже	5	4
45	с ними	5	4
46	и на	6	4
47	с ее	3	4
48	только в	6	4
49	его в	4	4
50	но в	19	4
51	в его	21	4
52	во время	5	3
53	мы знаем	2	3
54	в этих	2	3
55	что в	6	3
56	во всех	3	3
57	вместе с	2	3
58	в большинстве	2	3
59	в одном	6	3
60	к себе	18	3
61	этом смысле	3	3
62	те же	2	3
63	и вот	4	3
64	большинстве случаев	2	3
65	в том	5	3
66	а в	7	3
67	том что	3	3
68	и как	2	3
69	с другими	2	3
70	то что	10	3
71	их в	2	3
72	на этом	2	3
73	только на	4	3
74	в общем	3	3
75	если б	3	3
76	во всяком	4	3
77	всяком случае	4	3
78	и этот	2	2
79	не менее	2	2
80	нет и	4	2
81	и лишь	2	2
82	что и	3	2
83	ни было	3	2
84	в душе	2	2
85	сознания и	4	2
86	никогда не	4	2
87	что не	4	2
88	для этого	2	2
89	в них	4	2
90	вообще не	2	2
91	с этой	2	2
92	и так	4	2
93	ненависть к	2	2
94	с этим	3	2
95	его целом	2	2
96	в жизни	2	2
97	то же	15	2
98	что оно	2	2
99	не знает	6	2
100	на них	7	2
101	сводится к	3	2
102	что он	24	2
103	и т.п	6	2
104	что на	2	2
105	у него	4	2
106	можем сказать	2	2
107	и по	2	2
108	но зато	4	2
109	и для	8	2
110	войти в	2	2
111	в этот	2	2
112	да еще	2	2
113	как и	18	2
114	так же	7	2
115	но это	6	2
116	друг на	2	2
117	мы уже	8	2
118	совсем не	3	2
119	по своему	4	2
120	все и	4	2
121	он не	13	2
122	всю жизнь	2	2
123	говорить о	3	2
124	на друга	2	2
125	в начале	3	2
126	на протяжении	5	2
127	в пределах	11	2
128	и вообще	2	2
129	было бы	3	2
130	со всеми	3	2
131	что это	4	2
132	кажется что	2	2
133	но ведь	2	2
134	о том	2	2
135	в самом	6	2
136	но как	4	2
137	за пределы	3	2
138	в своей	4	2
139	к другим	2	2
140	с ним	7	2
141	себя и	8	2
