N	2gram	Trubetskoy_1	KulturaY
1	и в	26	23
2	точки зрения	13	23
3	в том	11	22
4	не только	10	17
5	в этом	15	16
6	с точки	6	16
7	в области	9	14
8	может быть	10	14
9	что в	9	13
10	в самом	4	13
11	не менее	3	12
12	для того	5	12
13	потому что	7	12
14	том что	7	11
15	а не	5	11
16	того что	3	11
17	в его	5	11
18	того чтобы	5	11
19	и не	8	10
20	прежде всего	2	9
21	тем не	3	9
22	еще не	2	9
23	хотя бы	3	9
24	таким образом	22	9
25	так как	9	9
26	если бы	3	8
27	лишь в	5	8
28	до сих	5	8
29	сих пор	5	8
30	уже не	3	8
31	как на	8	8
32	в виду	2	8
33	с другой	8	7
34	или иной	2	7
35	те же	2	7
36	и что	4	7
37	сказать что	2	7
38	все эти	6	7
39	с тем	18	6
40	для этого	2	6
41	что и	6	6
42	что он	4	6
43	в силу	5	6
44	тот же	2	6
45	при этом	3	6
46	так и	6	6
47	не может	4	6
48	то же	4	6
49	в общем	8	6
50	связи с	9	6
51	только в	4	6
52	о том	6	6
53	в рамках	3	5
54	не могут	2	5
55	не в	2	5
56	как бы	12	5
57	все же	6	5
58	в связи	3	5
59	а в	4	5
60	той или	2	5
61	из этих	10	5
62	далеко не	4	5
63	ясно что	3	4
64	один из	2	4
65	а также	2	4
66	того же	6	4
67	тех пор	2	4
68	одной стороны	7	4
69	и о	3	4
70	то что	7	4
71	целый ряд	4	4
72	в своем	3	4
73	не было	2	4
74	с одной	7	4
75	в таком	3	4
76	между тем	2	4
77	которые в	2	4
78	тогда когда	2	4
79	уже в	2	3
80	что это	3	3
81	как о	3	3
82	именно в	2	3
83	к тому	6	3
84	и к	5	3
85	в отношении	6	3
86	с этой	3	3
87	по существу	2	3
88	мы видели	2	3
89	что именно	2	3
90	но не	8	3
91	он не	4	3
92	но если	2	3
93	отношение к	5	3
94	в процессе	2	3
95	но и	9	3
96	тому же	5	3
97	а с	7	3
98	пор еще	2	3
99	не имеет	5	3
100	не потому	2	3
101	и с	10	3
102	в которых	4	3
103	в результате	3	3
104	в то	4	3
105	и только	4	3
106	мы должны	6	3
107	и действительно	2	3
108	учение о	4	2
109	том числе	5	2
110	только для	2	2
111	или иное	2	2
112	все это	6	2
113	но все	7	2
114	не как	2	2
115	и иной	2	2
116	в одном	3	2
117	что все	4	2
118	совершенно иной	2	2
119	главным образом	8	2
120	можно сказать	3	2
121	к его	2	2
122	и здесь	2	2
123	состоит в	2	2
124	так называемую	2	2
125	и как	3	2
126	и при	3	2
127	на западе	3	2
128	более или	5	2
129	по своему	2	2
130	тем чтобы	5	2
131	с целью	2	2
132	и если	3	2
133	в качестве	3	2
134	конечно не	2	2
135	бы например	2	2
136	в котором	4	2
137	не с	2	2
138	отношению к	3	2
139	когда он	3	2
140	вместе с	15	2
141	или менее	5	2
142	отличается от	2	2
143	только что	2	2
144	путь к	3	2
145	на этот	4	2
146	то или	2	2
147	так же	5	2
148	с другими	4	2
149	очень много	2	2
150	во всяком	6	2
151	он в	2	2
152	по тому	2	2
153	что мы	2	2
154	в русском	2	2
155	что эти	3	2
156	в этих	4	2
157	в россии	2	2
158	относится к	2	2
159	мы имеем	2	2
160	но в	7	2
161	еще на	2	2
