N	2gram	Vygotskiy__3	FransuaR
1	и в	38	40
2	то есть	15	18
3	и его	6	17
4	в этом	13	15
5	мы уже	7	13
6	не только	12	13
7	и не	10	13
8	в его	5	13
9	что в	20	12
10	вовсе не	8	12
11	как и	8	11
12	но и	5	11
13	таким образом	12	10
14	как мы	7	10
15	в них	3	9
16	и все	10	9
17	в сущности	10	9
18	может быть	19	9
19	он не	6	9
20	в том	25	8
21	у него	4	8
22	все эти	4	8
23	той же	2	8
24	и на	6	8
25	но в	3	8
26	в своем	5	7
27	в одном	8	7
28	то же	10	7
29	в виду	4	7
30	в этих	2	6
31	к этому	3	6
32	в самом	25	6
33	во всех	4	6
34	в своей	5	6
35	в той	5	6
36	в то	3	6
37	до конца	2	6
38	он говорит	6	6
39	мы видим	12	5
40	со всеми	2	5
41	как раз	8	5
42	в нем	4	5
43	то что	35	5
44	а не	7	5
45	и для	4	5
46	в основе	3	5
47	в своих	4	5
48	так сказать	5	5
49	для него	2	5
50	и во	2	4
51	у нас	2	4
52	том что	14	4
53	здесь в	2	4
54	до сих	6	4
55	было бы	12	4
56	в ней	15	4
57	из них	6	4
58	ни в	3	4
59	один из	6	4
60	сих пор	5	4
61	все это	3	4
62	о том	6	4
63	и о	3	4
64	в данном	2	4
65	того чтобы	9	4
66	и даже	4	4
67	из всех	3	4
68	и здесь	6	4
69	в истории	2	4
70	так как	6	4
71	мы слышим	2	4
72	в эту	2	4
73	только для	3	3
74	всех этих	2	3
75	если бы	14	3
76	и к	3	3
77	он был	3	3
78	в ее	7	3
79	мы видели	6	3
80	но это	3	3
81	в этой	13	3
82	уже говорили	3	3
83	для этого	2	3
84	одна из	4	3
85	весь этот	3	3
86	никак не	7	3
87	и следовательно	2	3
88	как бы	14	3
89	и наконец	2	3
90	что и	4	3
91	вместе с	5	3
92	дело не	2	3
93	как в	4	3
94	не может	7	3
95	а в	7	3
96	на самом	2	3
97	там где	6	3
98	самом деле	21	3
99	для того	8	3
100	к этой	2	3
101	и как	8	3
102	не так	3	3
103	сказать что	4	3
104	между тем	7	3
105	тем что	3	3
106	при этом	4	3
107	одно из	2	3
108	они не	2	3
109	в себе	4	3
110	в другом	5	3
111	только в	4	3
112	в конце	2	3
113	здесь не	3	3
114	их в	2	3
115	ее не	3	2
116	и этот	3	2
117	еще и	2	2
118	на их	2	2
119	хотя бы	2	2
120	в течение	4	2
121	с другой	7	2
122	из этих	3	2
123	больше чем	4	2
124	одного из	2	2
125	что он	11	2
126	и вот	2	2
127	о мире	2	2
128	все же	8	2
129	своей жизни	2	2
130	это есть	2	2
131	на этом	5	2
132	очень часто	2	2
133	мы увидим	12	2
134	конечно не	4	2
135	и другие	2	2
136	и если	6	2
137	в первой	2	2
138	например в	2	2
139	по преимуществу	2	2
140	и той	2	2
141	из этого	8	2
142	и очень	2	2
143	думать что	2	2
144	от смерти	2	2
145	в котором	6	2
146	раз в	4	2
147	в целом	4	2
148	не к	3	2
149	данном случае	2	2
150	одновременно и	3	2
151	одной и	2	2
152	здесь мы	4	2
153	к тем	3	2
154	потому что	14	2
155	говорит он	2	2
156	он в	2	2
157	с этим	8	2
158	но он	2	2
159	точки зрения	16	2
160	и ее	2	2
161	но как	2	2
162	все то	7	2
163	в один	3	2
164	его к	2	2
165	далеко не	3	2
166	этого слова	2	2
167	и это	8	2
168	на тему	3	2
169	вовсе нет	2	2
170	в которой	5	2
171	того же	3	2
172	в плане	3	2
173	мы не	5	2
