N	2gram	Bakhtin_Fr_5	KulturaY
1	в том	10	30
2	и в	45	24
3	потому что	7	23
4	том что	7	21
5	что в	12	17
6	того чтобы	6	17
7	для того	6	16
8	было бы	2	15
9	в этом	14	14
10	точки зрения	4	14
11	может быть	2	13
12	все же	2	12
13	таким образом	8	12
14	в его	13	12
15	и не	15	12
16	не в	7	11
17	только в	4	11
18	вовсе не	8	10
19	в самом	4	10
20	не только	14	10
21	хотя бы	2	10
22	то что	2	9
23	прежде всего	10	9
24	самом деле	5	9
25	того что	3	9
26	с точки	2	9
27	о том	4	9
28	так как	6	9
29	то же	11	8
30	а не	4	8
31	как раз	5	8
32	не менее	3	7
33	в них	6	7
34	связи с	6	7
35	в качестве	2	7
36	как бы	12	7
37	вместе с	3	7
38	не может	5	7
39	с помощью	3	7
40	это не	3	7
41	бы в	4	7
42	так и	6	7
43	именно в	3	6
44	что он	6	6
45	при этом	2	6
46	в ней	8	6
47	но и	10	6
48	все это	7	6
49	можно было	4	6
50	все эти	5	6
51	в которых	3	6
52	еще и	3	5
53	с тем	2	5
54	что это	2	5
55	к тому	2	5
56	но не	4	5
57	например в	5	5
58	и что	2	5
59	этом отношении	5	5
60	а в	4	5
61	и его	13	5
62	рядом с	2	5
63	между тем	2	5
64	с ним	5	5
65	и с	10	5
66	с его	7	4
67	из области	2	4
68	в нем	10	4
69	по существу	3	4
70	есть в	3	4
71	того же	3	4
72	в пределах	2	4
73	это и	5	4
74	один из	2	4
75	должен быть	2	4
76	что и	7	4
77	в целом	2	4
78	сих пор	3	4
79	до сих	3	4
80	как в	3	4
81	с этим	4	4
82	в самой	8	4
83	так же	8	4
84	роль в	2	4
85	и на	5	4
86	в данном	2	4
87	из этих	3	4
88	слова и	2	4
89	там где	3	4
90	нисколько не	3	3
91	как на	4	3
92	уже и	2	3
93	в духе	2	3
94	можно сказать	2	3
95	в г	2	3
96	в этой	6	3
97	со словом	2	3
98	в общем	4	3
99	и если	2	3
100	в сущности	4	3
101	на том	2	3
102	в истории	2	3
103	даже в	2	3
104	когда он	2	3
105	что она	3	3
106	в своем	11	3
107	в связи	5	3
108	в особенности	2	3
109	не было	3	3
110	в их	4	3
111	в системе	2	3
112	и даже	4	3
113	и он	3	3
114	несмотря на	2	3
115	той же	4	3
116	несколько слов	2	3
117	и здесь	4	3
118	хотя и	5	3
119	нуждается в	3	3
120	здесь не	6	3
121	как это	4	3
122	в одном	3	3
123	том как	2	3
124	для них	2	2
125	о чем	3	2
126	и есть	2	2
127	превращается в	2	2
128	форм в	3	2
129	и все	7	2
130	что все	2	2
131	в каждом	2	2
132	на самом	5	2
133	как они	3	2
134	значение и	2	2
135	не могут	2	2
136	если мы	2	2
137	слова но	2	2
138	в то	11	2
139	как и	10	2
140	и как	5	2
141	можно говорить	2	2
142	в сторону	2	2
143	на улице	2	2
144	в большинстве	2	2
145	же время	9	2
146	когда в	2	2
147	конечно не	2	2
148	в своей	3	2
149	одним из	5	2
150	в ряде	2	2
151	между собою	4	2
152	том же	2	2
153	относится к	2	2
154	если в	2	2
155	и мысли	2	2
156	еще один	2	2
157	ни в	3	2
158	а именно	2	2
159	так например	2	2
160	он не	6	2
161	и для	3	2
162	не мог	4	2
163	лишь в	2	2
164	на этот	3	2
165	не имеет	3	2
166	не столько	2	2
167	также и	7	2
168	от этого	2	2
169	одно из	2	2
170	во все	2	2
171	на эту	2	2
172	здесь только	2	2
173	здесь как	4	2
174	ничего не	4	2
175	труда и	2	2
176	связанная с	2	2
177	но в	14	2
178	это было	4	2
