N	2gram	Vygotskiy__1	RusskieA
1	и в	31	29
2	т е	3	24
3	что в	23	22
4	том что	16	22
5	в том	30	22
6	как бы	5	18
7	состоит в	3	15
8	и другие	4	14
9	может быть	22	13
10	так как	18	13
11	там же	2	12
12	как и	16	11
13	одна из	4	11
14	в этом	12	11
15	все это	8	10
16	и с	2	10
17	не только	13	10
18	о том	7	9
19	а в	6	9
20	показывает что	5	8
21	но и	2	8
22	с в	3	8
23	его в	2	8
24	мы видели	2	7
25	как в	9	7
26	с тем	3	6
27	мы не	12	6
28	для того	6	6
29	для нас	5	6
30	вместе с	8	6
31	таким образом	20	6
32	при этом	19	6
33	того чтобы	7	6
34	мы имеем	4	6
35	представление о	3	5
36	потому что	10	5
37	к этому	4	5
38	должна была	2	5
39	то что	32	5
40	и что	8	5
41	но не	3	5
42	и т	26	5
43	к жизни	2	5
44	не может	17	5
45	т д	8	5
46	будто бы	2	5
47	но в	3	5
48	видели что	2	4
49	о чем	2	4
50	в них	2	4
51	эта теория	5	4
52	и все	5	4
53	тогда когда	5	4
54	вопрос о	3	4
55	уже не	2	4
56	по существу	4	4
57	так что	5	4
58	не в	11	4
59	из них	2	4
60	к нему	2	4
61	же как	4	4
62	том же	2	4
63	так же	12	4
64	то и	2	4
65	то же	5	4
66	у нас	4	4
67	а не	13	4
68	в таком	3	4
69	в которых	3	4
70	их в	2	4
71	далеко не	2	4
72	как это	4	4
73	что по	3	4
74	и там	2	3
75	в этих	4	3
76	в качестве	2	3
77	и других	3	3
78	и от	2	3
79	не всегда	2	3
80	главным образом	2	3
81	как например	2	3
82	в ее	5	3
83	она не	5	3
84	что здесь	2	3
85	до конца	6	3
86	и другой	3	3
87	того что	10	3
88	было бы	6	3
89	и о	4	3
90	что она	6	3
91	в котором	4	3
92	только тогда	7	3
93	в отличие	3	3
94	что для	2	3
95	и по	3	3
96	как мы	2	3
97	тому как	7	3
98	между тем	4	3
99	подобно тому	5	3
100	в этой	3	3
101	что это	6	3
102	отличие от	4	3
103	не менее	2	2
104	если она	2	2
105	с этой	4	2
106	могут быть	11	2
107	никогда не	8	2
108	по этому	2	2
109	в разные	2	2
110	с другой	5	2
111	к числу	2	2
112	из этих	6	2
113	ее и	2	2
114	это в	2	2
115	прежде всего	4	2
116	совершенно очевидно	3	2
117	что и	13	2
118	что с	2	2
119	говорит о	2	2
120	чтобы вызвать	3	2
121	это и	3	2
122	и как	2	2
123	представления об	2	2
124	совсем не	3	2
125	очевидно что	6	2
126	то время	5	2
127	это имеет	2	2
128	одной стороны	6	2
129	для объяснения	3	2
130	совершенно не	5	2
131	что на	3	2
132	все то	3	2
133	тем не	2	2
134	из этого	2	2
135	в него	2	2
136	в виду	4	2
137	она как	2	2
138	один из	4	2
139	все же	5	2
140	в своей	3	2
141	ее от	3	2
142	том чтобы	7	2
143	что при	3	2
144	этому поводу	2	2
145	не было	3	2
146	с одной	5	2
147	на самом	2	2
148	там где	4	2
149	из которых	3	2
150	и для	5	2
151	рассматриваться как	3	2
152	принадлежат к	2	2
153	в своих	4	2
154	и то	2	2
155	одно из	2	2
156	с этим	3	2
157	во всем	3	2
158	в то	5	2
159	представляет собой	2	2
160	когда мы	3	2
161	в которой	4	2
162	та же	3	2
163	есть в	7	2
164	не можем	3	2
