N	2gram	Vinokur_Ku_2	Myslijsy
1	потому что	25	46
2	в том	19	32
3	и в	23	30
4	может быть	15	28
5	то же	6	23
6	не только	20	21
7	только в	5	21
8	для нас	4	20
9	но и	7	19
10	том что	11	18
11	то что	9	18
12	того что	3	18
13	что в	10	17
14	по себе	10	16
15	не в	8	15
16	и не	16	15
17	а не	10	15
18	таким образом	5	14
19	что и	3	13
20	так как	15	13
21	точно так	3	12
22	вместе с	5	12
23	а в	3	12
24	если бы	12	12
25	этого слова	5	11
26	так и	4	11
27	что оно	3	11
28	как и	2	10
29	как в	3	10
30	и что	8	10
31	в этом	18	10
32	в то	4	10
33	было бы	15	9
34	в нем	4	9
35	между тем	6	9
36	в самом	12	8
37	от того	4	8
38	в ней	3	8
39	что не	6	8
40	что мы	6	8
41	и то	5	8
42	слова в	6	7
43	смысле этого	2	7
44	с другой	8	7
45	что слово	3	7
46	вовсе не	9	7
47	к тому	4	7
48	как мы	3	7
49	с тем	2	7
50	но не	6	7
51	в языке	10	7
52	с одной	2	7
53	тем самым	2	7
54	тем что	3	7
55	но оно	2	6
56	что он	5	6
57	но это	3	6
58	с этим	3	6
59	те же	3	6
60	то и	3	6
61	не может	9	6
62	уже не	8	6
63	не имеет	4	6
64	уже в	3	5
65	не могут	5	5
66	в них	4	5
67	по крайней	6	5
68	в каком	4	5
69	же время	3	5
70	в своем	2	5
71	языка в	3	5
72	очевидно что	2	5
73	еще не	5	5
74	только как	2	5
75	крайней мере	6	5
76	и тем	5	5
77	не менее	7	5
78	должно быть	4	5
79	не следует	5	5
80	сказать что	4	5
81	и т	39	5
82	что я	4	5
83	слова и	5	5
84	что это	7	4
85	это слово	4	4
86	оно не	2	4
87	и от	2	4
88	мы видели	2	4
89	все это	5	4
90	в его	5	4
91	была бы	4	4
92	себе не	2	4
93	не все	3	4
94	один из	5	4
95	другой стороны	7	4
96	на это	3	4
97	и его	3	4
98	или же	2	4
99	он не	3	4
100	не было	4	4
101	все равно	2	4
102	для того	9	4
103	тем же	2	4
104	и по	3	4
105	что для	2	4
106	по поводу	2	4
107	того как	2	4
108	быть только	2	4
109	мы должны	2	4
110	и это	3	4
111	и потому	2	4
112	этого не	3	3
113	не говоря	2	3
114	и есть	2	3
115	могут быть	4	3
116	прежде всего	8	3
117	и все	2	3
118	что все	5	3
119	к этому	4	3
120	представить себе	2	3
121	то тем	2	3
122	а только	3	3
123	тем не	6	3
124	именно в	3	3
125	но слово	2	3
126	есть в	3	3
127	свою очередь	2	3
128	само по	5	3
129	в свою	2	3
130	можно сказать	4	3
131	при этом	2	3
132	никак не	3	3
133	только потому	8	3
134	и следовательно	2	3
135	что она	3	3
136	как бы	4	3
137	со стороны	4	3
138	т д	14	3
139	того чтобы	11	3
140	дает нам	2	3
141	к нему	2	3
142	в силу	7	3
143	так же	4	3
144	или в	4	3
145	и на	6	3
146	образом в	2	3
147	же и	2	3
148	говорить о	4	3
149	и вообще	2	3
150	не знает	3	3
151	ответ на	2	3
152	там где	5	3
153	не то	2	3
154	перед нами	4	2
155	но все	4	2
156	об этом	5	2
157	связи с	3	2
158	язык не	2	2
159	свое место	2	2
160	не как	2	2
161	это в	2	2
162	на все	2	2
163	не всегда	2	2
164	его к	2	2
165	на то	4	2
166	есть вместе	2	2
167	в этой	6	2
168	что они	2	2
169	у него	3	2
170	могла бы	2	2
171	но что	2	2
172	она не	2	2
173	в большей	3	2
174	несмотря на	5	2
175	и если	2	2
176	к слову	2	2
177	то для	3	2
178	в речи	6	2
179	привести в	2	2
180	и о	4	2
181	бы например	2	2
182	в свое	2	2
183	так или	2	2
184	был бы	2	2
185	все же	7	2
186	же в	3	2
187	слова не	3	2
188	то или	3	2
189	в своей	2	2
190	и до	2	2
191	что же	5	2
192	в их	2	2
193	в форме	3	2
194	целый ряд	5	2
195	так в	3	2
196	в основании	2	2
197	т п	24	2
198	которое было	2	2
199	в разговоре	4	2
200	этом отношении	3	2
201	быть не	2	2
202	это и	3	2
203	слово это	6	2
204	в буквальном	2	2
205	но только	4	2
206	самом деле	9	2
207	когда в	2	2
208	что такое	3	2
209	и даже	2	2
210	той же	2	2
211	языка и	8	2
212	слов в	3	2
213	в которых	2	2
214	с этой	2	2
215	ни в	4	2
216	от этого	2	2
217	точки зрения	14	2
218	указание на	3	2
219	что эта	2	2
220	иметь в	2	2
221	то не	2	2
222	в области	11	2
223	и с	7	2
