N	2gram	Losev_Dial_1	Myslijsy
1	потому что	14	33
2	то что	13	29
3	может быть	17	26
4	в том	9	23
5	и в	18	23
6	в этом	12	23
7	и не	30	18
8	что в	13	17
9	только в	3	15
10	как и	2	14
11	в себе	11	14
12	то же	10	14
13	того что	2	14
14	так как	11	14
15	если бы	12	13
16	том что	9	12
17	не было	6	12
18	а не	14	12
19	по себе	25	11
20	что я	3	11
21	но и	7	11
22	не в	6	11
23	не может	12	11
24	и потому	3	10
25	не только	13	10
26	для меня	4	10
27	мы можем	4	10
28	не есть	40	9
29	в своем	5	8
30	было бы	12	8
31	то это	4	8
32	другими словами	2	8
33	сказать что	10	8
34	о том	4	8
35	но в	6	8
36	стало быть	9	8
37	по мере	2	7
38	что это	11	7
39	это не	9	7
40	на то	5	7
41	в нем	16	7
42	что и	3	7
43	и что	12	7
44	вовсе не	7	7
45	и т	21	7
46	могут быть	3	7
47	как в	2	7
48	мысли и	3	7
49	мы говорим	4	7
50	с этим	2	7
51	что такое	10	7
52	что если	2	6
53	для того	2	6
54	что не	7	6
55	заметить что	2	6
56	так и	9	6
57	по крайней	4	5
58	есть для	2	5
59	только тогда	2	5
60	так что	15	5
61	есть только	5	5
62	само по	5	5
63	для него	2	5
64	и мы	5	5
65	хотя и	4	5
66	в его	3	5
67	как бы	11	5
68	к нему	8	5
69	крайней мере	4	5
70	бы и	2	5
71	что же	3	5
72	есть нечто	10	5
73	все это	11	5
74	не менее	2	5
75	должно быть	3	5
76	а в	5	5
77	с ним	6	5
78	во всяком	4	5
79	тем более	2	5
80	говорить о	5	5
81	и то	9	5
82	не имеет	15	5
83	не то	6	5
84	думать что	3	4
85	и более	4	4
86	и та	3	4
87	и все	3	4
88	быть может	4	4
89	что он	11	4
90	есть не	3	4
91	как же	5	4
92	до сих	2	4
93	можно сказать	6	4
94	только как	2	4
95	и может	2	4
96	но есть	2	4
97	и о	3	4
98	в котором	4	4
99	сам по	6	4
100	сих пор	2	4
101	да и	6	4
102	только на	3	4
103	то и	2	4
104	только потому	3	4
105	хотя бы	6	4
106	так же	4	4
107	что как	2	4
108	с другими	2	4
109	между собою	2	4
110	точки зрения	17	4
111	в каком	8	4
112	в данном	3	4
113	т п	2	4
114	в сознании	3	4
115	в то	6	4
116	мы имеем	2	4
117	и с	5	4
118	и есть	16	3
119	никогда не	9	3
120	в этих	5	3
121	и состоит	2	3
122	в них	3	3
123	мы сами	2	3
124	говорим что	2	3
125	говорим не	2	3
126	что человек	2	3
127	именно в	2	3
128	но это	8	3
129	же время	4	3
130	еще не	2	3
131	и из	3	3
132	к тому	4	3
133	в самом	3	3
134	и следовательно	2	3
135	в виду	5	3
136	всяком случае	2	3
137	на себе	3	3
138	в каждом	2	3
139	но уже	2	3
140	и их	2	3
141	со стороны	2	3
142	только что	3	3
143	есть всегда	4	3
144	т д	19	3
145	в разных	3	3
146	все эти	2	3
147	все равно	3	3
148	на самом	3	3
149	уже не	2	3
150	самом деле	3	3
151	в науке	3	3
152	которое в	2	3
153	с ними	2	3
154	это есть	9	3
155	в которых	2	3
156	то в	7	3
157	то мы	2	3
158	и так	2	3
159	даже и	3	3
160	с точки	12	3
161	образа и	2	3
162	не существует	7	2
163	образ не	2	2
164	можно только	2	2
165	дальше в	2	2
166	я не	5	2
167	и как	7	2
168	тому что	3	2
169	или что	2	2
170	и быть	2	2
171	но так	2	2
172	с другой	6	2
173	то он	2	2
174	не как	2	2
175	из этих	2	2
176	точно так	2	2
177	вопрос о	2	2
178	большею частью	2	2
179	отношение к	5	2
180	оно есть	2	2
181	чтобы понять	3	2
182	об этом	4	2
183	мы и	2	2
184	от него	4	2
185	что даже	2	2
186	уже и	3	2
187	и говорить	2	2
188	есть и	5	2
189	но что	3	2
190	не нужно	2	2
191	одна и	2	2
192	она не	6	2
193	не могу	4	2
194	сами не	2	2
195	к ним	2	2
196	в ней	3	2
197	он не	3	2
198	не значит	3	2
199	никто не	2	2
200	даже в	3	2
201	один из	3	2
202	не с	5	2
203	об отношении	5	2
204	и это	2	2
205	в мире	2	2
206	конечно не	3	2
207	указывает на	3	2
208	что она	7	2
209	даже не	3	2
210	как она	7	2
211	мы видим	4	2
212	стремится к	2	2
213	и для	2	2
214	если мы	2	2
215	еще более	3	2
216	дело не	2	2
217	но эта	3	2
218	как мы	4	2
219	и другое	2	2
220	и у	2	2
221	и даже	13	2
222	и притом	4	2
223	можем сказать	2	2
224	наука не	10	2
225	можно было	5	2
226	меня то	2	2
227	света и	3	2
228	может иметь	3	2
229	в виде	2	2
230	к ней	4	2
231	и при	2	2
232	есть наука	3	2
233	и вообще	4	2
234	бы в	3	2
235	я в	2	2
236	мы должны	5	2
237	и науки	3	2
238	иметь в	3	2
239	быть и	4	2
240	мысли в	2	2
241	на деле	2	2
242	если и	2	2
243	это было	2	2
244	ни к	2	2
