N	2gram	Propp_Isto_6	FransuaR
1	и в	26	49
2	прежде всего	4	19
3	в его	5	18
4	не только	10	17
5	и его	7	17
6	и на	12	17
7	и не	10	15
8	в этом	12	15
9	в них	3	13
10	только в	5	13
11	но и	9	13
12	как и	5	11
13	как бы	4	11
14	вовсе не	2	10
15	в этой	2	10
16	и др	2	9
17	в нем	8	9
18	все же	8	7
19	один из	3	7
20	жизни и	2	7
21	не может	6	7
22	таким образом	12	7
23	то же	5	7
24	все эти	8	7
25	как мы	4	7
26	то что	6	6
27	мы уже	6	6
28	так и	5	6
29	сказать что	3	6
30	и с	6	6
31	но он	2	6
32	в то	5	6
33	так как	18	6
34	с его	4	5
35	никогда не	13	5
36	в своем	2	5
37	из этих	4	5
38	но не	2	5
39	при этом	3	5
40	может быть	11	5
41	относится к	2	5
42	в своей	3	5
43	в эту	2	5
44	с другой	10	4
45	в себе	3	4
46	том что	10	4
47	но все	2	4
48	одна из	2	4
49	в свое	2	4
50	в своих	3	4
51	в этих	2	4
52	и до	2	4
53	сих пор	4	4
54	до сих	4	4
55	в форме	2	4
56	смерти и	2	4
57	не было	3	4
58	а в	3	4
59	мы находим	2	4
60	как на	3	4
61	тем что	5	4
62	там где	5	4
63	с ним	8	4
64	но в	7	4
65	например у	3	3
66	связана с	3	3
67	в книге	4	3
68	с одной	7	3
69	о чем	2	3
70	превращается в	7	3
71	другими словами	3	3
72	но здесь	4	3
73	в одном	3	3
74	что он	9	3
75	в том	12	3
76	одной стороны	7	3
77	было бы	2	3
78	даже в	2	3
79	мы видели	11	3
80	ни в	2	3
81	связан с	6	3
82	но эти	2	3
83	связь с	11	3
84	другой стороны	8	3
85	на земле	4	3
86	и других	3	3
87	и вот	3	3
88	можно было	2	3
89	так в	6	3
90	их в	3	3
91	далеко не	3	3
92	о том	7	3
93	и под	3	3
94	и это	8	3
95	одну из	4	2
96	что в	12	2
97	могут быть	3	2
98	в качестве	3	2
99	никто не	2	2
100	та же	3	2
101	что касается	2	2
102	имеем в	4	2
103	на то	2	2
104	в тех	3	2
105	можно сказать	2	2
106	там же	3	2
107	и эти	5	2
108	он был	2	2
109	но это	4	2
110	эти два	2	2
111	что они	2	2
112	связаны с	5	2
113	здесь же	4	2
114	все что	4	2
115	только то	2	2
116	так например	3	2
117	связано с	4	2
118	ничего не	2	2
119	еще не	9	2
120	и другие	3	2
121	у него	7	2
122	в ней	5	2
123	в него	3	2
124	книге о	2	2
125	еще в	3	2
126	на этой	2	2
127	вместе с	8	2
128	ее в	6	2
129	целый ряд	2	2
130	того как	3	2
131	именно на	2	2
132	и эта	3	2
133	дает нам	2	2
134	так же	2	2
135	во всяком	2	2
136	себе в	4	2
137	на его	4	2
138	под названием	2	2
139	мы должны	2	2
140	здесь не	2	2
141	всяком случае	2	2
142	мы можем	7	2
