N	2gram	Losev_Vlad_2	Analitik
1	в этом	20	18
2	в частности	2	16
3	и в	30	16
4	не только	12	16
5	так и	5	15
6	как и	5	14
7	в том	18	12
8	но и	8	12
9	и не	18	12
10	том что	12	12
11	как бы	5	10
12	при этом	5	10
13	а не	7	10
14	и даже	10	9
15	в этой	4	9
16	ничего не	2	9
17	то есть	7	9
18	в данном	3	8
19	в целом	4	8
20	к тому	2	7
21	в себе	6	7
22	то что	20	7
23	о том	4	7
24	а также	10	7
25	в самом	2	6
26	и на	4	6
27	может быть	7	6
28	как это	7	6
29	но в	8	6
30	и к	6	5
31	данном случае	2	5
32	не менее	7	4
33	в своем	8	4
34	в конце	13	4
35	можно сказать	4	4
36	у него	19	4
37	о его	5	4
38	уже не	3	4
39	не в	9	4
40	но не	3	4
41	того же	5	4
42	для него	9	4
43	в сущности	2	4
44	и особенно	3	4
45	во второй	2	4
46	во всех	3	4
47	как в	3	4
48	все это	5	4
49	не может	9	4
50	на этом	2	4
51	и его	6	4
52	то же	4	4
53	хотя и	6	4
54	точки зрения	7	4
55	было написано	2	4
56	только в	6	4
57	содержит в	4	3
58	не был	2	3
59	казалось бы	2	3
60	борьба с	2	3
61	никогда не	7	3
62	не столько	3	3
63	по крайней	4	3
64	что касается	3	3
65	прежде всего	6	3
66	ему в	2	3
67	тем не	6	3
68	не мог	8	3
69	так что	5	3
70	по поводу	4	3
71	к а	2	3
72	было бы	9	3
73	и сам	2	3
74	крайней мере	4	3
75	несмотря на	4	3
76	и если	4	3
77	на его	4	3
78	что и	3	3
79	со стороны	4	3
80	в их	2	3
81	из трех	3	3
82	именно в	4	3
83	можно было	2	3
84	а в	11	3
85	как мы	11	3
86	и то	5	3
87	в результате	5	3
88	я в	3	3
89	как будто	2	3
90	едва ли	3	3
91	я и	2	3
92	и все	7	3
93	в общем	2	2
94	того что	5	2
95	уже и	2	2
96	он же	2	2
97	к этому	6	2
98	вовсе не	4	2
99	и я	5	2
100	по себе	5	2
101	на то	2	2
102	он был	6	2
103	отличие от	3	2
104	по существу	3	2
105	из его	2	2
106	а то	2	2
107	же время	3	2
108	что в	12	2
109	она не	2	2
110	о чем	6	2
111	такого рода	2	2
112	в своей	5	2
113	ни с	2	2
114	некоторого рода	2	2
115	не о	2	2
116	я его	3	2
117	еще в	2	2
118	в котором	5	2
119	даже в	2	2
120	это было	4	2
121	не есть	4	2
122	себя в	2	2
123	в отличие	3	2
124	вместе с	8	2
125	здравого смысла	2	2
126	собственно говоря	2	2
127	отношения к	3	2
128	таким образом	3	2
129	здесь в	2	2
130	той же	4	2
131	на котором	2	2
132	еще более	3	2
133	те же	3	2
134	в двух	2	2
135	того и	2	2
136	на этот	4	2
137	и он	4	2
138	не имеет	2	2
139	и для	3	2
140	с точки	3	2
141	так же	4	2
142	в таком	3	2
143	и до	2	2
144	никак не	3	2
145	и во	2	2
146	он не	4	2
147	он и	3	2
148	к его	2	2
149	в то	9	2
150	в его	11	2
151	его в	4	2
152	в этих	4	2
153	сказать что	11	2
154	с ним	5	2
