N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	45
2	то есть	19	25
3	и т.п	8	16
4	и не	20	15
5	не только	32	14
6	в этом	17	14
7	но в	6	14
8	в его	9	13
9	и его	5	13
10	как бы	4	12
11	что в	3	12
12	в своем	2	11
13	то же	4	11
14	в то	3	11
15	прежде всего	4	10
16	в том	18	10
17	в нем	4	10
18	но и	23	10
19	как и	7	10
20	и с	4	10
21	же время	4	9
22	в эпизоде	3	9
23	как мы	3	8
24	в ней	3	8
25	и др	2	8
26	жизни и	3	8
27	так же	2	8
28	мира и	2	8
29	с его	6	7
30	том что	14	7
31	не в	14	7
32	и все	2	7
33	что он	6	6
34	в этой	5	6
35	он не	3	6
36	здесь не	4	6
37	так и	9	6
38	связи с	4	6
39	здесь и	2	5
40	одной из	4	5
41	это и	3	5
42	например в	2	5
43	одним из	2	5
44	хотя и	3	5
45	с ее	3	5
46	от всех	2	5
47	как раз	2	5
48	не может	10	5
49	в связи	2	5
50	этом отношении	3	5
51	все эти	2	5
52	в себя	6	5
53	самом деле	2	5
54	и как	5	5
55	и на	3	5
56	его в	2	5
57	перед нами	4	4
58	же как	3	4
59	том числе	6	4
60	у него	4	4
61	его как	2	4
62	тому же	5	4
63	но не	5	4
64	ничего не	2	4
65	своего рода	12	4
66	в сущности	3	4
67	а также	7	4
68	не мог	4	4
69	а не	12	4
70	и даже	3	4
71	а в	11	4
72	можно было	2	4
73	сказать что	4	4
74	в основе	5	4
75	точки зрения	10	4
76	только в	4	4
77	о том	6	4
78	зрения на	2	4
79	как это	6	4
80	не менее	3	3
81	как в	7	3
82	это не	2	3
83	из этих	3	3
84	что на	2	3
85	ни в	3	3
86	по существу	2	3
87	есть в	2	3
88	для него	2	3
89	не могло	2	3
90	и одновременно	2	3
91	не было	2	3
92	именно в	6	3
93	и он	3	3
94	не имеет	2	3
95	и для	2	3
96	нуждается в	5	3
97	о чем	2	3
98	независимо от	2	2
99	себя и	2	2
100	жизни в	3	2
101	говорить о	2	2
102	точку зрения	4	2
103	хотя бы	4	2
104	числе и	4	2
105	можно сказать	5	2
106	к тому	7	2
107	отличие от	5	2
108	этого эпизода	3	2
109	то что	11	2
110	в пределах	2	2
111	в качестве	21	2
112	у нее	2	2
113	было бы	4	2
114	что это	3	2
115	несмотря на	2	2
116	может быть	25	2
117	вплоть до	2	2
118	в церкви	4	2
119	если в	3	2
120	даже в	2	2
121	нет и	2	2
122	один из	3	2
123	все же	7	2
124	во второй	2	2
125	когда он	3	2
126	на том	3	2
127	на него	3	2
128	и до	2	2
129	данном случае	4	2
130	а именно	3	2
131	во времени	8	2
132	в отличие	5	2
133	и только	2	2
134	в особенности	4	2
135	при этом	9	2
136	в значительной	2	2
137	с точки	2	2
138	к нему	5	2
139	роль в	2	2
140	в данном	5	2
141	не столько	4	2
142	между тем	3	2
143	одно из	2	2
144	и т.д	7	2
145	говорит и	2	2
