N	2gram	Tiupa_Hudo_2	Myslijsy
1	потому что	2	46
2	в том	15	32
3	и в	28	30
4	может быть	8	28
5	то же	6	23
6	т с	2	22
7	не только	11	21
8	только в	4	21
9	для нас	3	20
10	но и	9	19
11	том что	19	18
12	то что	6	18
13	что в	5	17
14	в себе	9	16
15	не в	13	15
16	и не	18	15
17	а не	14	15
18	что и	4	13
19	вместе с	2	12
20	а в	6	12
21	если бы	6	12
22	так и	8	11
23	в душе	8	10
24	как и	11	10
25	как в	5	10
26	в этом	13	10
27	в то	6	10
28	из этих	2	9
29	для него	5	9
30	было бы	3	9
31	в нем	3	9
32	между тем	8	9
33	в самом	5	8
34	в ней	3	8
35	что не	2	8
36	и то	2	8
37	с другой	3	7
38	вовсе не	2	7
39	к тому	7	7
40	как мы	2	7
41	но не	4	7
42	с одной	3	7
43	тем самым	2	7
44	тем что	6	7
45	что он	8	6
46	из них	2	6
47	те же	2	6
48	то и	4	6
49	не может	4	6
50	уже не	10	6
51	с ним	7	6
52	одно из	5	5
53	в них	3	5
54	человека и	3	5
55	же время	4	5
56	в своем	5	5
57	еще не	3	5
58	мысль о	2	5
59	отношению к	7	5
60	не менее	5	5
61	по отношению	7	5
62	как на	2	5
63	с другими	3	5
64	тому как	4	5
65	сказать что	2	5
66	и т	4	5
67	что я	2	5
68	к ней	2	5
69	что это	5	4
70	столь же	3	4
71	оно не	2	4
72	и от	2	4
73	все это	3	4
74	что даже	2	4
75	все что	3	4
76	в его	11	4
77	себя и	2	4
78	была бы	3	4
79	в котором	6	4
80	не все	3	4
81	один из	2	4
82	бы не	3	4
83	и его	5	4
84	он не	4	4
85	не было	6	4
86	для того	4	4
87	по поводу	3	4
88	того как	2	4
89	и это	3	4
90	место в	2	3
91	в человеке	3	3
92	жизни не	2	3
93	тому что	4	3
94	прежде всего	3	3
95	и все	7	3
96	что все	3	3
97	я и	6	3
98	тем не	4	3
99	именно в	2	3
100	не будет	2	3
101	до сих	2	3
102	можно сказать	6	3
103	одной стороны	3	3
104	при этом	11	3
105	ни о	3	3
106	вслед за	4	3
107	в ряду	2	3
108	что она	7	3
109	как бы	5	3
110	для себя	6	3
111	на него	3	3
112	со стороны	3	3
113	только на	5	3
114	человеческой жизни	6	3
115	и тогда	2	3
116	т д	2	3
117	того чтобы	4	3
118	я а	2	3
119	к нему	3	3
120	так же	3	3
121	или в	3	3
122	и на	3	3
123	же и	2	3
124	говорить о	2	3
125	его в	2	3
126	в первом	2	3
127	ответ на	2	3
128	это было	2	3
129	том как	2	3
130	сих пор	2	3
131	только не	2	2
132	перед нами	11	2
133	прежде чем	2	2
134	об этом	7	2
135	со своей	2	2
136	не столько	2	2
137	та же	2	2
138	не как	2	2
139	произведения не	2	2
140	в одном	3	2
141	с нею	3	2
142	а как	2	2
143	отношение к	2	2
144	ему в	2	2
145	одной из	3	2
146	в ее	18	2
147	в этой	5	2
148	что они	4	2
149	как о	3	2
150	у него	5	2
151	но тем	2	2
152	могла бы	2	2
153	она не	5	2
154	не видеть	2	2
155	несмотря на	3	2
156	не могла	5	2
157	и о	4	2
158	мысли о	2	2
159	мы уже	3	2
160	о любви	2	2
161	его жизни	5	2
162	все же	2	2
163	и видит	2	2
164	жизни и	6	2
165	в своей	6	2
166	что же	2	2
167	мысли и	2	2
168	т п	2	2
169	тогда как	7	2
170	в других	4	2
171	в виде	2	2
172	а с	3	2
173	самом деле	3	2
174	когда в	3	2
175	той же	2	2
176	точки зрения	2	2
177	подобно тому	4	2
178	а между	4	2
179	впрочем и	2	2
180	о том	12	2
181	и с	6	2
