N	2gram	Tiupa_Hudo_2	Tvorches
1	и в	28	21
2	как бы	5	17
3	в то	6	15
4	в его	11	13
5	то же	6	13
6	что в	5	12
7	как и	11	12
8	же время	4	12
9	с его	5	11
10	том что	19	11
11	все это	3	10
12	как в	5	8
13	он не	4	8
14	то что	6	8
15	у него	5	7
16	в том	15	7
17	тем самым	2	7
18	при этом	11	7
19	не только	11	7
20	и не	18	7
21	и на	3	7
22	но в	2	7
23	он сам	2	6
24	что он	8	6
25	жизни в	7	6
26	и все	7	6
27	не менее	5	6
28	для него	5	6
29	в котором	6	6
30	человека в	4	6
31	а в	6	6
32	и его	5	6
33	в этом	13	6
34	о том	12	6
35	это уже	2	5
36	отнюдь не	2	5
37	вовсе не	2	5
38	а не	14	5
39	может быть	8	5
40	в этой	5	5
41	все же	2	5
42	хотя бы	2	5
43	потому что	2	5
44	как будто	4	5
45	только в	4	5
46	в человеке	3	4
47	в своем	5	4
48	та же	2	4
49	человека и	3	4
50	прежде всего	3	4
51	в мире	7	4
52	конечном счете	3	4
53	одной из	3	4
54	в конечном	4	4
55	один из	2	4
56	своего рода	16	4
57	в своей	6	4
58	мысли и	2	4
59	не может	4	4
60	это не	6	4
61	не случайно	10	4
62	и от	2	4
63	в финале	2	4
64	место в	2	3
65	и другие	5	3
66	никогда не	5	3
67	с другой	3	3
68	что все	3	3
69	я не	7	3
70	с ним	7	3
71	говорит о	4	3
72	с ее	5	3
73	в соответствии	3	3
74	соответствии с	3	3
75	что я	2	3
76	но не	4	3
77	в самом	5	3
78	той же	2	3
79	в нем	3	3
80	и т	4	3
81	жизни и	6	3
82	не по	2	3
83	но и	9	3
84	дело не	2	3
85	который в	2	3
86	уже не	10	3
87	так же	3	3
88	и с	6	3
89	в виде	2	3
90	человеческих отношений	2	3
91	приходит к	2	3
92	в рассказе	21	3
93	я и	6	3
94	в основе	2	2
95	в принципе	2	2
96	перед нами	11	2
97	а как	2	2
98	личности и	2	2
99	в частности	7	2
100	однако в	2	2
101	в этих	3	2
102	в качестве	4	2
103	не столько	2	2
104	в жизни	8	2
105	личности в	3	2
106	можно сказать	6	2
107	что и	4	2
108	а по	2	2
109	об этом	7	2
110	не в	13	2
111	то в	4	2
112	ее по	2	2
113	одна из	2	2
114	ибо в	2	2
115	отдельного человека	3	2
116	мысль о	2	2
117	из них	2	2
118	к тому	7	2
119	только на	5	2
120	не могу	3	2
121	по преимуществу	3	2
122	в ней	3	2
123	же и	2	2
124	к ней	2	2
125	ли в	3	2
126	если в	2	2
127	гораздо более	2	2
128	тем не	4	2
129	людей в	2	2
130	в духе	2	2
131	не будет	2	2
132	своего я	3	2
133	во второй	2	2
134	вместе с	2	2
135	данном случае	2	2
136	жизни с	2	2
137	так и	8	2
138	этой связи	2	2
139	приводит к	2	2
140	вслед за	4	2
141	не во	2	2
142	именно в	2	2
143	в двух	2	2
144	что она	7	2
145	самом деле	3	2
146	жизни он	2	2
147	что не	2	2
148	и у	2	2
149	и он	3	2
150	или в	3	2
151	в любви	2	2
152	сказать что	2	2
153	в первом	2	2
154	личности не	2	2
155	в данном	2	2
156	в себе	9	2
157	т п	2	2
158	страх перед	2	2
159	героя и	3	2
