N	3gram	Vygotskiy__2	Psycholo
1	в том что	21	9
2	с таким образом	3	8
3	на то что	6	8
4	не может быть	6	8
5	в самом деле	4	7
6	о том что	4	7
7	в том чтобы	4	7
8	во всяком случае	6	6
9	заключается в том	7	6
10	с одной стороны	7	5
11	само по себе	2	5
12	в зависимости от	6	5
13	подобно тому как	2	5
14	для того чтобы	10	5
15	только тогда когда	2	4
16	к тому чтобы	2	3
17	в отличие от	3	3
18	в собственном смысле	3	3
19	в конечном счете	4	3
20	в последнее время	4	2
21	мы не можем	3	2
22	и в самом	2	2
23	по этому поводу	3	2
24	собственном смысле слова	3	2
25	смысле этого слова	3	2
26	более или менее	2	2
27	с точки зрения	18	2
28	то же самое	2	2
29	мы видели что	3	2
30	сама по себе	2	2
31	в этом отношении	3	2
32	состоит в том	3	2
33	мы увидим что	2	2
34	в этом смысле	2	2
35	на самом деле	2	2
36	потому что он	2	2
