N	2gram	Voloshinov_1	Problema
1	и в	15	30
2	в своей	9	22
3	то что	10	18
4	не только	5	18
5	том что	5	17
6	в этом	13	17
7	и даже	2	14
8	но и	4	13
9	таким образом	21	13
10	потому что	4	13
11	в том	4	12
12	в его	9	12
13	и не	16	12
14	в своем	2	11
15	у него	3	11
16	точки зрения	13	10
17	в этой	5	10
18	все же	5	9
19	сказать что	6	9
20	но в	9	9
21	только в	6	9
22	и все	4	9
23	вовсе не	2	8
24	с точки	10	8
25	никогда не	7	7
26	что он	8	7
27	у нас	3	7
28	как и	6	7
29	в дальнейшем	2	7
30	но не	5	7
31	может быть	13	7
32	вместе с	4	7
33	так и	10	7
34	не в	4	7
35	прежде всего	11	6
36	можно сказать	4	6
37	уже не	5	6
38	и для	2	6
39	как бы	11	6
40	в нем	4	6
41	что и	2	6
42	и что	3	6
43	а в	6	6
44	и его	15	6
45	и на	3	6
46	его в	8	6
47	так как	9	6
48	не менее	3	5
49	что в	6	5
50	будто бы	2	5
51	тем не	2	5
52	художественное творчество	2	5
53	в самом	6	5
54	и о	3	5
55	не может	13	5
56	а не	2	5
57	и у	6	5
58	и то	2	5
59	он и	2	5
60	как раз	2	5
61	и с	7	5
62	мы можем	12	5
63	отнюдь не	2	4
64	жизни в	3	4
65	человека и	6	4
66	ни в	6	4
67	об этом	4	4
68	но все	2	4
69	при этом	7	4
70	было бы	6	4
71	этот мотив	3	4
72	в качестве	2	4
73	в период	5	4
74	и к	7	4
75	нас в	2	4
76	в себе	4	4
77	в то	6	4
78	далеко не	4	4
79	из этого	2	4
80	учение о	2	3
81	он сам	4	3
82	все время	4	3
83	для них	3	3
84	именно в	3	3
85	и другие	2	3
86	еще более	2	3
87	в отношении	2	3
88	не всегда	4	3
89	в ее	4	3
90	тот же	5	3
91	совсем не	5	3
92	смысле слова	2	3
93	еще не	7	3
94	он не	4	3
95	нет никакого	2	3
96	того что	2	3
97	в эпоху	3	3
98	к нему	7	3
99	в ней	5	3
100	с ним	12	3
101	в одном	3	3
102	борьбы с	4	2
103	я не	3	2
104	не могут	3	2
105	по всему	2	2
106	хотя бы	7	2
107	как в	3	2
108	это не	2	2
109	во втором	3	2
110	один из	4	2
111	если он	5	2
112	к этому	7	2
113	по себе	2	2
114	к тому	4	2
115	то же	7	2
116	как мы	10	2
117	он был	3	2
118	мы и	4	2
119	в свою	2	2
120	до сих	3	2
121	со всеми	3	2
122	по поводу	2	2
123	жизни и	5	2
124	в данном	3	2
125	конечно не	3	2
126	в заключение	3	2
127	всяком случае	3	2
128	от матери	2	2
129	отношению к	9	2
130	и за	2	2
131	на него	4	2
132	и до	3	2
133	ее в	2	2
134	все что	9	2
135	данном случае	3	2
136	отношение к	7	2
137	по отношению	11	2
138	и только	4	2
139	по мнению	6	2
140	все эти	9	2
141	с помощью	9	2
142	мы не	4	2
143	они не	2	2
144	самом деле	7	2
145	того чтобы	2	2
146	в таком	3	2
147	во всяком	4	2
148	между тем	2	2
149	и дать	3	2
150	в одной	2	2
151	является по	2	2
152	вторая часть	3	2
153	о себе	2	2
154	об его	3	2
155	в таких	3	2
156	дело в	2	2
157	в чем	4	2
158	в области	3	2
159	ничего не	2	2
160	в мир	3	2
161	таком случае	2	2
162	сих пор	3	2
