N	2gram	Bakhtin_Fr_1	Problemy
1	и в	65	43
2	и не	22	29
3	может быть	6	23
4	как бы	22	22
5	не может	3	18
6	но и	10	14
7	как и	5	14
8	точки зрения	7	13
9	в этом	15	13
10	что он	3	13
11	в нем	13	12
12	в одном	5	12
13	не в	4	11
14	не только	10	11
15	прежде всего	11	10
16	и на	11	10
17	но в	14	10
18	в его	9	10
19	как мы	6	10
20	никогда не	6	9
21	в большинстве	2	9
22	еще не	6	9
23	в сущности	16	9
24	он не	2	9
25	для него	5	8
26	большинстве случаев	2	8
27	с точки	3	8
28	и его	10	8
29	или в	2	8
30	до сих	4	7
31	в самом	4	7
32	к себе	2	7
33	то что	3	7
34	сих пор	4	7
35	в этих	2	6
36	в том	16	6
37	при этом	6	6
38	и наконец	2	6
39	и все	5	6
40	о нем	3	6
41	приводит к	2	6
42	так сказать	4	6
43	да и	2	5
44	хотя и	2	5
45	к нему	3	5
46	нам кажется	2	5
47	все это	9	5
48	все эти	10	5
49	рядом с	5	5
50	и с	3	5
51	на фоне	3	5
52	вовсе не	18	5
53	о том	2	5
54	но не	2	5
55	в той	5	5
56	самом деле	3	5
57	и он	2	5
58	в себе	3	5
59	не могут	3	4
60	что в	3	4
61	в своем	8	4
62	с другой	3	4
63	к тому	2	4
64	в самой	3	4
65	до конца	2	4
66	но это	3	4
67	их в	2	4
68	во время	4	4
69	так как	6	4
70	то есть	45	4
71	с его	5	4
72	в них	5	4
73	более того	2	4
74	совершенно не	4	4
75	в своей	5	4
76	и до	4	4
77	во всех	9	4
78	в отличие	4	4
79	себе самому	2	4
80	на этот	2	4
81	между ними	4	4
82	как раз	3	4
83	этот вопрос	2	4
84	речи и	2	4
85	только в	7	4
86	далеко не	3	4
87	и это	2	4
88	отличие от	5	4
89	мы будем	3	3
90	в отношении	6	3
91	это не	3	3
92	или иной	5	3
93	он был	2	3
94	есть в	5	3
95	кроме того	2	3
96	но для	3	3
97	той или	5	3
98	в виду	3	3
99	уже говорили	7	3
100	и их	3	3
101	в их	4	3
102	и даже	8	3
103	он и	3	3
104	и здесь	3	3
105	во всем	2	3
106	ни на	2	3
107	его в	7	3
108	с ним	3	3
109	между тем	5	3
110	в жизни	4	3
111	но при	2	3
112	не знает	6	3
113	и к	4	3
114	в романе	2	3
115	здесь в	8	3
116	мы уже	12	3
117	за пределы	8	3
118	даже в	3	3
119	все же	6	3
120	не укладывается	2	3
121	на него	2	3
122	так и	10	3
123	только на	2	3
124	в себя	3	3
125	уже не	3	3
126	и для	2	3
127	не была	2	3
128	ничего не	3	3
129	могут быть	2	3
130	и этим	2	3
131	но на	3	2
132	из этих	2	2
133	мысли и	4	2
134	его к	2	2
135	для нас	4	2
136	но все	3	2
137	мы и	3	2
138	в узком	4	2
139	времени и	6	2
140	мы здесь	2	2
141	например в	2	2
142	и очень	2	2
143	и др	24	2
144	в целом	2	2
145	отношение к	4	2
146	в форме	3	2
147	и без	2	2
148	отношения к	2	2
149	но эта	2	2
150	того что	2	2
151	особенно в	2	2
152	не входит	2	2
153	в своих	5	2
154	сказать что	6	2
155	он так	2	2
156	и так	2	2
157	и еще	4	2
158	из них	4	2
159	говорили что	2	2
160	превращается в	5	2
161	раз и	2	2
162	конечно в	2	2
163	бы ни	2	2
164	а затем	2	2
165	по своему	8	2
166	с их	5	2
167	и особенно	2	2
168	и пр	5	2
169	дело в	2	2
170	в процессе	2	2
171	как в	5	2
172	узком смысле	2	2
173	входит в	4	2
174	знает только	2	2
175	еще более	5	2
176	том что	6	2
177	что не	2	2
178	и эта	3	2
179	в таком	2	2
180	нашей работы	6	2
181	тело и	5	2
