N	2gram	Losev_Vlad_3	EvropaiE
1	и в	40	37
2	в отношении	5	32
3	точки зрения	13	23
4	что в	17	21
5	не только	25	18
6	с точки	6	17
7	в то	7	16
8	хотя бы	6	15
9	то же	4	15
10	в своем	8	14
11	в качестве	3	14
12	же время	2	14
13	но и	18	14
14	и не	25	14
15	но в	4	14
16	в этом	16	12
17	в их	2	11
18	в том	18	11
19	так и	6	10
20	отнюдь не	5	9
21	прежде всего	10	9
22	в смысле	6	9
23	не может	14	9
24	в себе	9	9
25	только в	13	9
26	так же	8	9
27	к тому	7	8
28	одной стороны	3	8
29	было бы	4	8
30	в своей	9	8
31	с одной	3	8
32	как и	7	7
33	между прочим	5	7
34	того что	7	7
35	и выше	2	7
36	а также	8	7
37	с другой	5	7
38	также и	17	7
39	так как	7	7
40	с этой	2	6
41	вовсе не	13	6
42	том что	18	6
43	стороны и	2	6
44	может быть	8	6
45	для того	2	6
46	на то	4	6
47	как бы	3	6
48	то что	28	6
49	того чтобы	3	6
50	и даже	6	6
51	и на	6	6
52	то есть	24	6
53	же как	3	5
54	не в	3	5
55	но не	4	5
56	одной из	2	5
57	но если	5	5
58	со стороны	2	5
59	как мы	8	5
60	в течение	4	5
61	тем самым	2	5
62	и по	2	5
63	от этого	2	5
64	в виде	13	5
65	в россии	3	5
66	и потому	10	5
67	независимо от	3	4
68	но даже	4	4
69	то ни	3	4
70	именно в	3	4
71	вопрос о	4	4
72	на путях	2	4
73	чем в	4	4
74	бы то	3	4
75	само по	3	4
76	несмотря на	7	4
77	в самом	4	4
78	то в	6	4
79	в ней	5	4
80	той или	2	4
81	даже в	4	4
82	по себе	6	4
83	для нас	5	4
84	не на	2	4
85	мы не	2	4
86	и притом	3	4
87	не имеет	4	4
88	сказать что	12	4
89	в каком	4	4
90	как это	4	4
91	и к	2	3
92	можно считать	5	3
93	этом отношении	2	3
94	но на	2	3
95	с тем	7	3
96	можно ли	2	3
97	никогда не	11	3
98	и от	6	3
99	на себя	2	3
100	этом смысле	3	3
101	мы видели	3	3
102	того же	2	3
103	из них	2	3
104	всяком случае	3	3
105	не является	2	3
106	и тем	3	3
107	что и	7	3
108	говорит о	4	3
109	не будет	6	3
110	ее в	3	3
111	бы и	4	3
112	и только	3	3
113	и для	3	3
114	как на	3	3
115	в таком	3	3
116	можно было	5	3
117	можно думать	2	3
118	в результате	4	3
119	потому что	11	3
120	во всяком	3	3
121	тем что	5	3
122	ни на	2	3
123	себе в	2	3
124	в данном	5	3
125	о том	11	3
126	дело в	5	3
127	что все	7	2
128	он сам	2	2
129	не могут	2	2
130	и более	2	2
131	а тем	2	2
132	а не	8	2
133	в этих	2	2
134	в какой	2	2
135	с этим	2	2
136	и все	4	2
137	в одном	5	2
138	к нему	3	2
139	для понимания	2	2
140	есть не	2	2
141	и эта	3	2
142	что на	2	2
143	не нужно	2	2
144	при условии	2	2
145	и можно	4	2
146	же в	3	2
147	и как	7	2
148	это значит	6	2
149	в силу	2	2
150	в сторону	2	2
151	такой же	4	2
152	что если	4	2
153	но как	2	2
154	должна быть	2	2
155	не можем	2	2
156	что это	9	2
157	и если	7	2
158	она не	2	2
159	не к	2	2
160	но еще	2	2
161	по преимуществу	2	2
162	он не	8	2
163	в его	14	2
164	мог бы	4	2
165	и этот	2	2
166	в котором	4	2
167	только к	2	2
168	не есть	10	2
169	при помощи	4	2
170	в мире	2	2
171	как не	2	2
172	наряду с	2	2
173	вместе с	7	2
174	данном случае	2	2
175	что же	9	2
176	а в	7	2
177	таким образом	11	2
178	если бы	3	2
179	но с	2	2
180	а именно	12	2
181	и сейчас	2	2
182	и что	8	2
183	и наконец	2	2
184	другой стороны	2	2
185	и тут	3	2
186	во многом	2	2
187	поскольку он	4	2
188	в своих	7	2
189	и с	9	2
190	хотя и	7	2
191	и еще	2	2
192	в этой	8	2
193	и то	9	2
194	по своей	2	2
195	в истории	5	2
196	мы должны	4	2
197	далеко не	3	2
198	бы в	2	2
199	то не	2	2
200	заметить что	2	2
201	которое в	3	2
