N	2gram	Potebnia_M_1	FransuaR
1	и в	39	40
2	то есть	42	18
3	и его	5	17
4	прежде всего	4	16
5	в этом	15	15
6	не только	21	13
7	и не	18	13
8	в его	5	13
9	что в	22	12
10	вовсе не	5	12
11	как и	9	11
12	но и	20	11
13	таким образом	13	10
14	как мы	2	10
15	в них	3	9
16	и все	3	9
17	в сущности	2	9
18	может быть	27	9
19	он не	3	9
20	в том	26	8
21	и с	3	8
22	той же	3	8
23	но в	9	8
24	в своем	3	7
25	в одном	8	7
26	то же	6	7
27	в виду	2	7
28	в этих	7	6
29	же время	4	6
30	в самом	3	6
31	во всех	5	6
32	в своей	3	6
33	связь с	2	6
34	и других	4	6
35	связи с	3	6
36	в то	4	6
37	мы видим	4	5
38	в нем	20	5
39	то что	10	5
40	не было	4	5
41	а не	21	5
42	и для	5	5
43	в своих	4	5
44	так сказать	2	5
45	для него	4	5
46	и во	3	4
47	у нас	2	4
48	том что	16	4
49	было бы	12	4
50	в ней	7	4
51	и потому	5	4
52	в мире	3	4
53	жизни и	2	4
54	в их	2	4
55	еще более	2	4
56	только на	3	4
57	о том	2	4
58	и о	2	4
59	того чтобы	2	4
60	и даже	4	4
61	в истории	7	4
62	видно что	2	4
63	так как	21	4
64	только для	3	3
65	если бы	14	3
66	и от	3	3
67	мы видели	4	3
68	но это	5	3
69	в начале	2	3
70	в этой	3	3
71	для этого	2	3
72	еще не	6	3
73	и есть	2	3
74	никак не	2	3
75	и следовательно	2	3
76	как бы	6	3
77	в таких	2	3
78	что и	6	3
79	вместе с	8	3
80	так и	13	3
81	как в	10	3
82	но дело	2	3
83	по отношению	13	3
84	не может	22	3
85	а в	5	3
86	там где	4	3
87	для того	3	3
88	ко всем	2	3
89	к этой	3	3
90	и как	6	3
91	не так	3	3
92	но все	2	3
93	связь между	2	3
94	сказать что	3	3
95	в более	4	3
96	между тем	5	3
97	тем что	9	3
98	при этом	6	3
99	одно из	3	3
100	нуждается в	2	3
101	в себе	13	3
102	во всем	4	3
103	только в	25	3
104	и самое	2	3
105	в других	2	3
106	слова в	2	2
107	не менее	6	2
108	времени и	2	2
109	с в	5	2
110	в состоянии	3	2
111	хотя бы	2	2
112	в течение	2	2
113	с другой	7	2
114	это не	7	2
115	из этих	4	2
116	одного из	2	2
117	с нею	4	2
118	влияние на	2	2
119	все же	6	2
120	следовательно и	2	2
121	но не	8	2
122	не были	2	2
123	все что	2	2
124	мы увидим	3	2
125	и если	2	2
126	от языка	4	2
127	значительной степени	2	2
128	и той	3	2
129	одним из	2	2
130	из этого	2	2
131	том же	2	2
132	и понимания	9	2
133	думать что	3	2
134	слова и	4	2
135	отношению к	13	2
136	дело в	2	2
137	в целом	2	2
138	в языке	33	2
139	или же	3	2
140	в разных	2	2
141	хотя в	3	2
142	одной и	3	2
143	должны быть	7	2
144	тем же	2	2
145	что для	3	2
146	потому что	52	2
147	говорит он	4	2
148	с этим	7	2
149	даже и	2	2
150	но он	2	2
151	точки зрения	8	2
152	к новому	2	2
153	но как	3	2
154	все то	2	2
155	в один	2	2
156	его к	2	2
157	и это	3	2
158	язык и	5	2
159	в которой	2	2
160	того же	3	2
161	мы не	10	2
