N	2gram	Tiupa_Disk_1	Problemy
1	и в	16	46
2	то есть	20	40
3	и не	11	27
4	может быть	17	23
5	как бы	5	19
6	не может	9	19
7	в нем	9	17
8	в этом	15	16
9	диалогические отношения	2	15
10	не только	28	14
11	и т.п	12	14
12	слова в	2	13
13	перед нами	3	12
14	но и	14	12
15	как и	16	12
16	как мы	2	12
17	и на	5	11
18	точки зрения	3	11
19	в одном	2	11
20	а не	22	11
21	не в	7	10
22	в пределах	2	10
23	прежде всего	11	9
24	в том	23	9
25	в самом	3	9
26	и все	2	9
27	слово не	2	9
28	и к	4	9
29	в его	7	9
30	или в	2	8
31	по себе	3	7
32	еще не	14	7
33	в сущности	2	7
34	в себе	7	7
35	никогда не	2	6
36	в каждом	2	6
37	есть в	2	6
38	хотя и	2	6
39	к себе	2	6
40	о нем	2	6
41	но в	8	6
42	что он	4	6
43	то же	7	6
44	и он	2	6
45	и его	2	6
46	только в	7	6
47	это не	3	5
48	же время	4	5
49	при этом	13	5
50	в котором	5	5
51	по отношению	9	5
52	в то	3	5
53	с его	4	5
54	к другому	2	5
55	за пределы	2	5
56	о том	8	5
57	отношению к	9	5
58	во всех	5	5
59	так сказать	2	5
60	том числе	2	4
61	уже в	2	4
62	что в	4	4
63	можно сказать	5	4
64	например в	2	4
65	к ним	3	4
66	в виду	2	4
67	по мере	2	4
68	в их	5	4
69	таким образом	3	4
70	потому что	4	4
71	как в	10	4
72	том что	19	4
73	но не	11	4
74	все же	3	4
75	то что	5	4
76	своего рода	8	4
77	в процессе	5	4
78	так и	8	4
79	приводит к	2	4
80	в себя	5	4
81	уже не	4	4
82	на себя	2	4
83	героя и	2	4
84	с другой	10	3
85	в своем	6	3
86	более или	2	3
87	на этом	2	3
88	числе и	2	3
89	одним из	2	3
90	отношение к	4	3
91	другой стороны	3	3
92	и даже	3	3
93	также и	3	3
94	мы имеем	2	3
95	но при	3	3
96	не как	4	3
97	и во	2	3
98	в различных	2	3
99	с ее	2	3
100	более того	2	3
101	по своей	11	3
102	того же	3	3
103	и что	2	3
104	в своей	5	3
105	и о	4	3
106	что и	3	3
107	себя в	2	3
108	или менее	2	3
109	что же	2	3
110	в отличие	5	3
111	героя в	2	3
112	отличается от	2	3
113	тем что	3	3
114	в этой	2	3
115	и т.д	4	3
116	далеко не	10	3
117	отличие от	5	3
118	не менее	2	2
119	и одновременно	2	2
120	в одной	3	2
121	или меньшей	2	2
122	мысли и	2	2
123	для понимания	2	2
124	или иной	5	2
125	к тому	5	2
126	его как	2	2
127	в строгом	3	2
128	и как	6	2
129	в античной	2	2
130	времени и	3	2
131	большей или	2	2
132	для него	4	2
133	к области	2	2
134	к другим	2	2
135	той или	3	2
136	и тем	2	2
137	на том	2	2
138	целый ряд	2	2
139	языка и	2	2
140	отношения к	2	2
141	не было	7	2
142	они не	2	2
143	лишь в	4	2
144	и по	2	2
145	а в	5	2
146	принадлежащих к	2	2
147	в которых	4	2
148	сказать что	3	2
149	о котором	2	2
150	в произведении	3	2
151	в особом	2	2
152	между тем	4	2
153	с этим	3	2
154	стороны и	2	2
155	указывает на	2	2
156	здесь в	2	2
157	к различным	2	2
158	своей природе	2	2
159	об этом	2	2
160	сами по	2	2
161	не могло	2	2
162	когда он	2	2
163	речи как	2	2
164	хотя бы	3	2
165	высказывания и	2	2
166	в данном	5	2
167	в рассказе	2	2
168	во всяком	2	2
169	могут быть	4	2
170	в другом	2	2
