N	2gram	Losev_Prob_1	slovoVRo
1	и в	32	41
2	в нем	13	30
3	и т	11	28
4	то есть	33	26
5	могут быть	2	19
6	во всех	7	17
7	но и	9	16
8	и не	31	16
9	точки зрения	3	16
10	не только	17	16
11	а не	15	15
12	то же	10	14
13	может быть	14	14
14	не может	8	14
15	и его	3	14
16	и на	8	14
17	в то	6	14
18	в сущности	2	13
19	в его	6	13
20	как бы	14	12
21	в этом	19	12
22	так и	12	11
23	или иной	5	9
24	той или	5	9
25	таким образом	6	9
26	все эти	8	9
27	прежде всего	10	8
28	на его	2	8
29	но в	14	8
30	в предмете	3	8
31	как в	4	8
32	как мы	7	8
33	с точки	3	8
34	или в	4	8
35	не в	4	7
36	и следовательно	3	7
37	с ним	3	7
38	вовсе не	35	7
39	в своей	8	7
40	во всяком	7	7
41	в отношении	3	6
42	того же	3	6
43	это не	6	6
44	при этом	6	6
45	и даже	11	6
46	а в	4	6
47	в них	7	6
48	оно не	3	6
49	только в	7	6
50	с другой	3	5
51	в самом	6	5
52	всяком случае	3	5
53	все это	7	5
54	т д	10	5
55	как его	2	5
56	не на	3	5
57	к нему	3	5
58	с другими	2	5
59	он в	2	5
60	далеко не	5	5
61	перед нами	5	4
62	оно и	3	4
63	кроме того	2	4
64	и часто	2	4
65	известной степени	2	4
66	один из	4	4
67	в их	4	4
68	за пределы	6	4
69	и с	2	4
70	в которой	2	4
71	и все	7	4
72	с его	2	4
73	всех этих	7	4
74	не как	2	4
75	как и	3	4
76	здесь в	3	4
77	еще не	9	4
78	но именно	3	4
79	по преимуществу	2	4
80	и потому	2	4
81	о нем	3	4
82	быть и	3	4
83	входит в	4	4
84	другой стороны	3	4
85	и для	4	4
86	ничего не	10	4
87	есть как	2	3
88	не могут	2	3
89	все время	2	3
90	никогда не	7	3
91	хотя бы	3	3
92	из этих	2	3
93	к тому	3	3
94	в том	9	3
95	следовательно и	2	3
96	более или	3	3
97	для него	2	3
98	в него	2	3
99	из них	3	3
100	данном случае	8	3
101	в своем	5	3
102	именно в	4	3
103	того что	7	3
104	как такового	2	3
105	вообще не	2	3
106	в других	5	3
107	также и	11	3
108	в результате	2	3
109	и здесь	6	3
110	не было	4	3
111	в истории	4	3
112	о том	11	3
113	его в	6	3
114	в первом	2	3
115	так как	11	3
116	поэтому и	2	3
117	и во	3	3
118	с этим	3	3
119	следовательно в	2	3
120	в себе	15	3
121	по существу	2	3
122	в качестве	2	3
123	и чисто	3	3
124	она не	2	3
125	и может	2	3
126	было бы	8	3
127	он не	3	3
128	или менее	3	3
129	в данном	9	3
130	и ее	8	3
131	как оно	3	3
132	которые в	2	3
133	же как	2	2
134	тому что	4	2
135	что все	3	2
136	этом случае	2	2
137	можно сказать	5	2
138	xx века	2	2
139	для нас	5	2
140	его как	2	2
141	так что	6	2
142	мы и	4	2
143	что они	3	2
144	смысле слова	7	2
145	например в	2	2
146	такого рода	7	2
147	для того	8	2
148	хотя и	6	2
149	и тем	13	2
150	в этих	3	2
151	от других	2	2
152	друг другу	2	2
153	на том	4	2
154	уже не	3	2
155	не должны	3	2
156	должно быть	2	2
157	так же	9	2
158	сказать что	13	2
159	потому что	16	2
160	же и	3	2
161	именно как	4	2
162	но он	3	2
163	того или	2	2
164	с которыми	4	2
165	между тем	2	2
166	не является	5	2
167	в сознании	5	2
168	других случаях	2	2
169	нисколько не	3	2
170	в котором	5	2
171	для них	2	2
172	или иного	2	2
173	у нас	14	2
174	том что	12	2
175	мы видим	2	2
176	то в	5	2
177	без всяких	2	2
178	но не	9	2
179	по своему	9	2
180	с этими	2	2
181	до сих	3	2
182	мы уже	5	2
183	совершенно не	6	2
184	ни о	5	2
185	предмета и	2	2
186	на один	2	2
187	и о	8	2
188	которые являются	2	2
189	а также	4	2
190	сих пор	3	2
191	и другим	2	2
192	в ее	3	2
193	как раз	13	2
194	на самом	6	2
195	если мы	11	2
196	только на	4	2
197	не есть	29	2
198	мы не	2	2
199	можно было	3	2
200	нас в	2	2
201	и то	6	2
202	в виде	15	2
203	тем и	2	2
204	связи с	5	2
205	и вообще	4	2
206	на возможность	2	2
207	здесь не	7	2
208	в эту	2	2
