N	2gram	Bakhtin_Pr_2	Dialekti
1	не есть	2	40
2	и не	42	30
3	а не	10	18
4	может быть	18	17
5	ничего не	3	17
6	то что	5	16
7	и в	45	15
8	стало быть	3	15
9	как бы	15	14
10	не имеет	3	14
11	так как	5	14
12	точки зрения	19	14
13	того что	3	13
14	по себе	8	13
15	это не	3	12
16	прежде всего	11	11
17	и вот	2	11
18	в том	8	11
19	не может	24	11
20	в этом	20	11
21	с ее	3	10
22	в основе	2	10
23	потому что	8	10
24	том что	7	10
25	было бы	4	9
26	в виду	2	9
27	все это	5	9
28	и что	2	9
29	то же	5	9
30	уже не	6	9
31	и пр	2	9
32	с точки	9	9
33	ни в	2	8
34	не в	8	8
35	в себе	5	8
36	и о	2	8
37	не только	16	8
38	в чем	2	8
39	и ее	7	8
40	что в	6	7
41	крайней мере	2	7
42	должна быть	3	7
43	по крайней	2	7
44	он есть	2	7
45	что он	7	7
46	как и	14	7
47	и его	8	7
48	или в	2	7
49	только в	9	7
50	перед нами	4	6
51	так что	2	6
52	мифа и	2	6
53	же время	3	6
54	хотя и	2	6
55	а именно	3	6
56	и даже	3	6
57	в результате	3	6
58	сказать что	5	6
59	вовсе не	7	6
60	если бы	2	6
61	в то	5	6
62	что и	5	6
63	я не	6	5
64	сама по	5	5
65	так и	3	5
66	в своем	5	5
67	на то	2	5
68	можно сказать	2	5
69	как же	2	5
70	в ней	7	5
71	в сфере	2	5
72	в нем	20	5
73	другими словами	2	5
74	что она	4	5
75	но только	2	5
76	таким образом	11	5
77	именно в	3	5
78	и на	7	5
79	о том	3	5
80	мы имеем	2	5
81	с его	8	5
82	личности в	3	5
83	в жизни	3	5
84	быть в	2	5
85	в смысле	2	5
86	в сущности	7	5
87	и для	2	5
88	что все	3	4
89	идеи и	4	4
90	и как	2	4
91	но это	2	4
92	что они	3	4
93	есть в	8	4
94	один из	2	4
95	жизни и	15	4
96	ни с	2	4
97	но и	15	4
98	в особенности	2	4
99	так же	5	4
100	само по	2	4
101	с ними	4	4
102	или не	2	4
103	и с	7	4
104	не о	2	4
105	той или	3	4
106	мы должны	4	4
107	в одном	6	4
108	не как	6	4
109	этом смысле	5	4
110	мы видим	2	4
111	ничего общего	2	4
112	с их	4	4
113	она не	5	4
114	еще не	9	4
115	как раз	6	4
116	бы в	5	4
117	хотя бы	5	4
118	тому как	2	4
119	в его	22	4
120	подобно тому	2	4
121	только для	2	3
122	что если	3	3
123	тем самым	2	3
124	и той	3	3
125	и следовательно	7	3
126	себя и	2	3
127	в словах	2	3
128	в их	4	3
129	отношения к	2	3
130	все эти	4	3
131	есть только	4	3
132	всегда и	2	3
133	даже и	2	3
134	в истории	2	3
135	с ним	8	3
136	нет ни	3	3
137	но в	6	3
138	сознания и	6	3
139	к этому	4	3
140	же что	3	3
141	лежит в	2	3
142	художественного образа	2	3
143	об этом	3	3
144	у нас	2	3
145	так чтобы	2	3
146	есть и	3	3
147	мы уже	3	3
148	за пределы	5	3
149	в своей	6	3
150	и потому	6	3
151	со стороны	4	3
152	бы и	3	3
153	как в	4	3
154	что не	5	3
155	из которых	2	3
156	вот почему	3	3
157	мы можем	4	3
158	могут быть	4	3
159	в области	2	3
160	от него	3	3
161	тотчас же	2	3
162	не менее	2	2
163	в человеке	10	2
164	человека и	2	2
165	представление о	2	2
166	как одно	2	2
167	слово о	6	2
168	но все	4	2
169	это как	2	2
170	и идеи	5	2
171	при этом	2	2
172	в самом	13	2
173	понять и	2	2
174	никогда не	17	2
175	в котором	7	2
176	у достоевского	14	2
177	из них	9	2
178	и их	6	2
179	не по	3	2
180	из возможных	2	2
181	для этого	3	2
182	не было	2	2
183	от того	2	2
184	этой точки	2	2
185	лишь в	2	2
186	можем сказать	2	2
187	и по	2	2
188	идеи в	5	2
189	должно быть	4	2
190	а что	2	2
191	но как	2	2
192	как это	2	2
193	тоже не	2	2
194	а как	4	2
195	чем же	2	2
196	в них	4	2
197	сравнению с	2	2
198	в ее	3	2
199	все же	4	2
200	со всей	2	2
201	все что	3	2
202	одной из	2	2
203	конечно не	6	2
204	жизнь личности	2	2
205	же вы	3	2
206	в свое	2	2
207	не значит	2	2
208	о нем	6	2
209	нет и	3	2
210	себя в	2	2
211	по сравнению	2	2
212	как не	5	2
213	во всех	4	2
214	ее в	2	2
215	что же	4	2
216	находится в	2	2
217	бы не	3	2
218	не раз	2	2
219	того как	3	2
220	и слово	6	2
221	только что	2	2
222	которая не	2	2
223	жизнь и	3	2
224	тем что	2	2
225	что эта	2	2
226	в которой	2	2
227	тут не	2	2
228	для меня	2	2
229	ни один	3	2
230	это было	2	2
