N	2gram	Losev_Dial_1	Vladivir
1	и в	18	40
2	то что	13	28
3	и не	30	25
4	не только	13	25
5	учение о	11	24
6	но и	7	18
7	в том	9	18
8	том что	9	18
9	еще и	3	18
10	что в	13	17
11	также и	7	17
12	в этом	12	16
13	так что	15	14
14	в его	3	14
15	не может	12	14
16	точки зрения	17	13
17	вовсе не	7	13
18	в виде	2	13
19	только в	3	13
20	сказать что	10	12
21	даже и	3	12
22	в конце	4	12
23	никогда не	9	11
24	потому что	14	11
25	о том	4	11
26	прежде всего	10	10
27	ни в	15	10
28	это есть	9	10
29	то это	4	10
30	не просто	7	10
31	и потому	3	10
32	не есть	40	10
33	как раз	4	10
34	не менее	2	9
35	что это	11	9
36	уже не	2	9
37	есть только	5	9
38	и с	5	9
39	и то	9	9
40	в своей	2	9
41	что же	3	9
42	в себе	11	9
43	не был	2	8
44	в своем	5	8
45	для него	2	8
46	может быть	17	8
47	так же	4	8
48	и что	12	8
49	раз и	2	8
50	он не	3	8
51	как мы	4	8
52	а не	14	8
53	к тому	4	7
54	а только	3	7
55	и как	7	7
56	несмотря на	10	7
57	хотя и	4	7
58	а в	5	7
59	так как	11	7
60	того что	2	7
61	в то	6	7
62	что и	3	7
63	как и	2	7
64	оно есть	2	6
65	да и	6	6
66	это значит	11	6
67	и даже	13	6
68	и от	2	6
69	по себе	25	6
70	об этом	4	6
71	то в	7	6
72	во всем	2	6
73	так и	9	6
74	иной раз	2	6
75	хотя бы	6	6
76	с точки	12	6
77	но это	8	6
78	и это	2	6
79	значит что	14	6
80	содержит в	3	5
81	с другой	6	5
82	тому же	2	5
83	не говорит	4	5
84	но если	5	5
85	должно быть	3	5
86	отношения к	3	5
87	в отношении	5	5
88	не было	6	5
89	все эти	2	5
90	только и	4	5
91	в ней	3	5
92	тоже не	2	5
93	отнюдь не	9	5
94	что он	11	5
95	или менее	3	5
96	только на	3	5
97	можно было	5	5
98	конце концов	3	5
99	в данном	3	5
100	ничего общего	4	5
101	более или	3	5
102	ничего не	17	5
103	тому что	3	4
104	точно так	2	4
105	вопрос о	2	4
106	на то	5	4
107	в дальнейшем	5	4
108	такой же	2	4
109	что если	2	4
110	мог бы	2	4
111	в самом	3	4
112	в котором	4	4
113	учение об	3	4
114	не имеет	15	4
115	бы и	2	4
116	мы должны	5	4
117	как это	4	4
118	и все	3	4
119	не с	5	4
120	но не	4	4
121	есть и	5	4
122	здесь в	2	4
123	еще не	2	4
124	было бы	12	4
125	и о	3	4
126	никак не	6	4
127	даже в	3	4
128	говорит о	5	4
129	то же	10	4
130	а с	2	4
131	если мы	2	4
132	учения о	2	4
133	то он	2	4
134	в каком	8	4
135	все же	5	4
136	но в	6	4
137	я не	5	3
138	же как	2	3
139	в качестве	2	3
140	это не	9	3
141	всегда есть	2	3
142	из этих	2	3
143	но все	3	3
144	является не	2	3
145	не больше	2	3
146	одной стороны	2	3
147	тех кто	2	3
148	как бы	11	3
149	в виду	5	3
150	всяком случае	2	3
151	и тут	3	3
152	в нем	16	3
153	к нему	8	3
154	то как	3	3
155	ни с	6	3
156	отличается от	2	3
157	с одной	2	3
158	именно в	2	3
159	что здесь	2	3
160	или не	5	3
161	но вот	3	3
162	мы имеем	2	3
163	нисколько не	4	3
164	если бы	12	3
165	само по	5	3
166	этом смысле	3	3
167	даже не	3	3
168	собственно говоря	4	3
169	на самом	3	3
170	и у	2	3
171	и эта	2	3
172	и притом	4	3
173	не в	6	3
174	и для	2	3
175	жизнь и	3	3
176	во всяком	4	3
177	которое в	2	3
178	и вообще	4	3
179	в чем	6	3
180	это было	2	3
181	он сам	5	2
182	ни к	2	2
183	должна быть	3	2
184	она должна	2	2
185	в этих	5	2
186	имеет ничего	3	2
187	с этой	2	2
188	же это	3	2
189	идеи и	5	2
190	мы и	2	2
191	же время	4	2
192	но что	3	2
193	нет ровно	6	2
194	не о	4	2
195	же и	2	2
196	той или	7	2
197	себе и	2	2
198	не является	3	2
199	только то	4	2
200	что она	7	2
201	в их	3	2
202	другой стороны	4	2
203	то и	2	2
204	в разных	3	2
205	можно только	2	2
206	мы находим	7	2
207	но только	3	2
208	а есть	4	2
209	время как	2	2
210	есть просто	3	2
211	этом отношении	2	2
212	можно найти	2	2
213	и так	2	2
214	что касается	2	2
215	и еще	3	2
216	но как	2	2
217	он всегда	2	2
218	что даже	2	2
219	ни на	6	2
220	и ни	6	2
221	иметь в	3	2
222	бы в	3	2
223	то не	2	2
224	нет ни	2	2
225	только с	3	2
226	не существует	7	2
227	и более	4	2
228	а о	2	2
229	к богу	3	2
230	не как	2	2
231	с этим	2	2
232	к этому	2	2
233	быть в	2	2
234	стороны и	3	2
235	есть не	3	2
236	при условии	3	2
237	о которых	2	2
238	одно и	4	2
239	не нужно	2	2
240	она не	6	2
241	из них	2	2
242	совершенно не	8	2
243	общего с	5	2
244	со стороны	2	2
245	как можно	2	2
246	но уже	2	2
247	в мире	2	2
248	как не	2	2
249	быть и	4	2
250	ровно ничего	5	2
251	дальше и	2	2
252	только что	3	2
253	но с	3	2
254	и сейчас	2	2
255	заметить что	2	2
256	для того	2	2
257	характерна для	2	2
258	от этого	3	2
259	сам по	6	2
260	как например	2	2
261	на мифологию	2	2
262	в другом	2	2
263	об отношении	5	2
264	что эта	4	2
265	как с	2	2
