N	2gram	Bakhtin_Fr_7	Literetu
1	а не	2	20
2	и в	41	19
3	может быть	4	17
4	своего рода	2	13
5	то же	13	12
6	и не	7	11
7	и т.п	9	10
8	в том	11	10
9	как и	14	10
10	но и	9	10
11	же время	9	9
12	не может	3	9
13	в мире	3	9
14	в этом	15	9
15	в то	10	9
16	не только	5	8
17	том что	4	7
18	то что	8	7
19	так и	10	7
20	и т.д	2	7
21	в себе	11	6
22	при этом	3	6
23	и на	4	6
24	для всех	2	5
25	я не	3	5
26	одна из	4	5
27	в качестве	9	5
28	он не	4	5
29	вместе с	5	5
30	в году	5	5
31	того что	2	5
32	то есть	20	5
33	что в	9	4
34	прежде всего	11	4
35	не в	9	4
36	того же	3	4
37	для него	6	4
38	в ней	5	4
39	в его	12	4
40	жизни и	3	4
41	и других	2	4
42	человека в	2	4
43	мы не	2	4
44	по отношению	2	4
45	тем что	3	4
46	точки зрения	5	4
47	в области	2	4
48	никогда не	2	3
49	в себя	2	3
50	что он	3	3
51	в нем	7	3
52	по существу	8	3
53	и как	2	3
54	но это	3	3
55	такой же	3	3
56	в этой	13	3
57	в сущности	4	3
58	во всех	3	3
59	и др	2	3
60	отношению к	2	3
61	в их	3	3
62	и для	5	3
63	этом отношении	2	3
64	как я	4	3
65	так как	3	3
66	тем самым	3	3
67	с точки	3	3
68	а в	5	3
69	и его	9	3
70	и то	2	3
71	и с	4	3
72	в данном	2	3
73	ничего не	4	3
74	на этом	5	2
75	том числе	4	2
76	уже в	5	2
77	не было	3	2
78	ни было	2	2
79	к жизни	4	2
80	у него	6	2
81	вокруг которого	2	2
82	в них	7	2
83	в конце	8	2
84	в виду	4	2
85	в одном	3	2
86	вовсе не	7	2
87	и к	5	2
88	а также	2	2
89	все что	4	2
90	и судьба	2	2
91	одно и	2	2
92	сердца и	2	2
93	до конца	2	2
94	тот же	2	2
95	еще не	2	2
96	было бы	4	2
97	одной из	2	2
98	в образах	2	2
99	свидетельствует о	2	2
100	свое время	2	2
101	как бы	7	2
102	в свое	2	2
103	картина мира	2	2
104	в руках	3	2
105	что и	5	2
106	как он	2	2
107	с ее	3	2
108	же в	2	2
109	из них	3	2
110	и до	6	2
111	той же	3	2
112	с образом	3	2
113	уже не	2	2
114	из которых	2	2
115	и наконец	4	2
116	за то	3	2
117	не знает	3	2
118	в результате	2	2
119	потому что	5	2
120	и еще	2	2
121	ту же	2	2
122	о том	6	2
123	в каждой	2	2
124	это прежде	2	2
125	с ним	2	2
126	но в	8	2
127	одном из	4	2
128	мира в	4	2
