N	2gram	Potebnia_M_1	StatiiOP
1	и в	39	25
2	в этом	15	24
3	в том	26	20
4	что в	22	19
5	может быть	27	19
6	тем что	9	19
7	что это	3	16
8	том что	16	15
9	в этой	3	14
10	в г	2	12
11	в его	5	12
12	то что	10	12
13	не только	21	12
14	в этих	7	11
15	так что	16	11
16	прежде всего	4	10
17	таким образом	13	10
18	и не	18	10
19	но и	20	9
20	и т	6	8
21	в языке	33	8
22	как например	2	8
23	в своих	4	8
24	о том	2	8
25	это не	7	7
26	было бы	12	7
27	с этим	7	7
28	не может	22	7
29	точки зрения	8	7
30	в то	4	7
31	из этих	4	6
32	не в	15	6
33	только в	25	6
34	как бы	6	6
35	как в	10	6
36	как на	3	6
37	а в	5	6
38	т п	4	6
39	между тем	5	6
40	то же	6	5
41	независимо от	6	5
42	в них	3	5
43	потому что	52	5
44	с другой	7	5
45	на то	2	5
46	и это	3	5
47	а не	21	5
48	того что	8	5
49	другой стороны	5	5
50	он не	3	5
51	так и	13	5
52	но в	9	5
53	с тем	5	4
54	по крайней	2	4
55	в жизни	3	4
56	в каждом	4	4
57	этом смысле	4	4
58	была бы	2	4
59	а как	2	4
60	в смысле	4	4
61	крайней мере	2	4
62	у нас	2	4
63	как и	9	4
64	мы видим	4	4
65	но это	5	4
66	в начале	2	4
67	то в	5	4
68	если бы	14	4
69	в ней	7	4
70	к ней	2	4
71	относится к	3	4
72	и тем	3	4
73	в своей	3	4
74	в целом	2	4
75	из этого	2	4
76	связь с	2	4
77	не было	4	4
78	в течение	2	4
79	с точки	3	4
80	и для	5	4
81	и с	3	4
82	сказать что	3	4
83	во всяком	3	4
84	в каком	6	4
85	все же	6	4
86	в которой	2	4
87	что все	3	3
88	и более	2	3
89	все они	2	3
90	тому что	3	3
91	ср с	2	3
92	же время	4	3
93	показывает что	3	3
94	с этой	2	3
95	для него	4	3
96	тем более	2	3
97	и что	10	3
98	одной стороны	3	3
99	и если	2	3
100	xviii в	2	3
101	несмотря на	5	3
102	между прочим	2	3
103	о которых	2	3
104	на язык	7	3
105	со стороны	8	3
106	по этому	2	3
107	в словах	3	3
108	в их	2	3
109	от нее	6	3
110	по мнению	3	3
111	уже не	2	3
112	что мы	4	3
113	не так	3	3
114	и его	5	3
115	что для	3	3
116	но он	2	3
117	связи с	3	3
118	так как	21	3
119	что по	3	3
120	к которому	3	3
121	более и	2	2
122	при помощи	2	2
123	не менее	6	2
124	все более	3	2
125	никогда не	4	2
126	для этого	2	2
127	и во	3	2
128	тогда когда	9	2
129	одного из	2	2
130	вовсе не	5	2
131	его к	2	2
132	самого начала	3	2
133	что именно	2	2
134	к тому	4	2
135	как мы	2	2
136	если и	2	2
137	но все	2	2
138	есть в	2	2
139	что если	3	2
140	но не	8	2
141	времени и	2	2
142	того же	3	2
143	в свою	4	2
144	только тогда	5	2
145	еще не	6	2
146	и может	2	2
147	г д	2	2
148	в самом	3	2
149	в сущности	2	2
150	во всех	5	2
151	на что	2	2
152	в виду	2	2
153	на себе	2	2
154	которое он	2	2
155	тем не	6	2
156	каждый раз	4	2
157	вместе с	8	2
158	только что	2	2
159	взгляд на	2	2
160	и только	2	2
161	быть не	4	2
162	т д	4	2
163	с ее	2	2
164	с одной	3	2
165	и других	4	2
166	от того	4	2
167	а потому	10	2
168	не мог	3	2
169	заключается в	3	2
170	во втором	5	2
171	с самого	3	2
172	для того	3	2
173	что не	10	2
174	языка к	2	2
175	и по	6	2
176	и всегда	2	2
177	той же	3	2
178	то она	2	2
179	во многих	2	2
180	мы не	10	2
181	или в	2	2
182	между собою	6	2
183	то он	2	2
184	тем как	3	2
185	то и	7	2
186	одно из	3	2
187	могут быть	9	2
188	известно что	2	2
189	но как	3	2
190	том смысле	4	2
191	так сказать	2	2
192	не имеет	5	2
193	заметить что	2	2
194	к этой	3	2
195	не потому	2	2
196	и которые	2	2
197	то есть	42	2
