N	2gram	Ircho_Kome_2	Myslijsy
1	потому что	6	33
2	то что	6	29
3	может быть	11	26
4	таким образом	6	24
5	в том	11	23
6	и в	26	23
7	в этом	10	23
8	и не	14	18
9	что в	9	17
10	только в	4	15
11	для нас	3	14
12	как и	4	14
13	то же	3	14
14	так как	4	14
15	если бы	9	13
16	том что	9	12
17	не было	3	12
18	но и	10	11
19	не в	2	11
20	не может	3	11
21	по отношению	3	10
22	не только	7	10
23	тем что	3	10
24	мы можем	3	10
25	между тем	4	9
26	в своем	6	8
27	было бы	8	8
28	то это	2	8
29	отношению к	3	8
30	мы не	2	8
31	о том	6	8
32	но в	3	8
33	с тем	5	7
34	что это	4	7
35	это не	2	7
36	в нем	6	7
37	что и	7	7
38	в силу	2	7
39	и что	2	7
40	вовсе не	2	7
41	и т	2	7
42	как в	3	7
43	с этим	5	7
44	независимо от	5	6
45	до тех	3	6
46	и к	2	6
47	тех пор	3	6
48	для того	5	6
49	вместе с	9	6
50	того как	3	6
51	в которой	5	6
52	так и	12	6
53	уже в	4	5
54	есть для	2	5
55	так что	5	5
56	хотя и	4	5
57	в его	4	5
58	как бы	2	5
59	к нему	3	5
60	бы и	2	5
61	все это	3	5
62	не менее	4	5
63	а в	3	5
64	во всяком	2	5
65	говорить о	2	5
66	не имеет	3	5
67	и все	2	4
68	что он	5	4
69	до сих	2	4
70	по поводу	3	4
71	в одном	2	4
72	от того	2	4
73	в котором	3	4
74	сих пор	2	4
75	всех остальных	2	4
76	на основании	5	4
77	да и	3	4
78	в истории	5	4
79	в той	2	4
80	только потому	2	4
81	того чтобы	6	4
82	хотя бы	2	4
83	точки зрения	4	4
84	т п	2	4
85	в то	6	4
86	его в	4	4
87	мы имеем	2	4
88	и с	5	4
89	это слово	4	4
90	и есть	2	3
91	связи с	3	3
92	в этих	4	3
93	в них	4	3
94	так называемых	2	3
95	не всегда	2	3
96	же время	3	3
97	еще не	6	3
98	в действительности	2	3
99	и если	2	3
100	к тому	12	3
101	например в	3	3
102	в самом	4	3
103	в виду	2	3
104	всяком случае	2	3
105	в каждом	3	3
106	и их	3	3
107	со стороны	2	3
108	так в	2	3
109	той же	3	3
110	что у	4	3
111	и хотя	2	3
112	более чем	4	3
113	с ними	2	3
114	и на	7	3
115	в первом	2	3
116	в голову	2	2
117	признать что	2	2
118	во время	6	2
119	с и	4	2
120	в другой	2	2
121	в двух	6	2
122	в нашем	2	2
123	тому что	4	2
124	столь же	9	2
125	с другой	2	2
126	из этих	4	2
127	в образе	3	2
128	представить себе	3	2
129	и я	2	2
130	вопрос о	3	2
131	отношение к	2	2
132	что на	3	2
133	и здесь	6	2
134	в ее	2	2
135	в самой	3	2
136	из этого	2	2
137	об этом	2	2
138	чем в	2	2
139	по своему	2	2
140	после того	2	2
141	что по	2	2
142	тот же	2	2
143	в это	2	2
144	с которым	2	2
145	в ней	3	2
146	он не	2	2
147	от ее	2	2
148	не вполне	2	2
149	никто не	3	2
150	так или	3	2
151	даже в	2	2
152	один из	5	2
153	и это	2	2
154	в мире	2	2
155	судя по	4	2
156	что она	2	2
157	даже не	3	2
158	и для	4	2
159	в течение	2	2
160	еще более	2	2
161	что его	3	2
162	человека в	3	2
163	как мы	4	2
164	из которых	3	2
165	и у	2	2
166	на этот	4	2
167	друг друга	3	2
168	и его	12	2
169	в других	2	2
170	можно было	4	2
171	или иначе	3	2
172	в глазах	2	2
173	не следует	2	2
174	к его	2	2
175	бы в	2	2
176	это было	4	2
177	имеет в	2	2
