N	3gram	Bakhtin_Pr_5	Formalny
1	с точки зрения	2	14
2	не может быть	3	14
3	на самом деле	9	12
4	то же время	10	7
5	в то же	10	7
6	во всяком случае	4	6
7	с другой стороны	3	5
8	в большинстве случаев	2	4
9	то ни было	3	4
10	и не может	2	4
11	бы то ни	3	4
12	подобно тому как	2	4
13	как мы знаем	2	4
14	может войти в	2	3
15	в том что	2	3
16	по отношению к	6	3
17	смысле этого слова	2	2
18	мы увидим что	2	2
19	слова и его	2	2
20	так и в	2	2
21	и в то	2	2
22	в пределах одного	5	2
23	в отличие от	2	2
24	в конце концов	3	2
25	в высшей степени	3	2
26	именно потому что	2	2
27	как и все	2	2
28	в этом смысле	3	2
