N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	40
2	то есть	5	18
3	и его	9	17
4	прежде всего	8	16
5	в романе	15	15
6	в этом	8	15
7	не только	13	13
8	и не	9	13
9	в его	10	13
10	что в	7	12
11	вовсе не	2	12
12	как и	6	11
13	но и	8	11
14	таким образом	10	10
15	может быть	8	9
16	он не	3	9
17	в том	8	8
18	у него	6	8
19	все эти	4	8
20	и с	8	8
21	и на	5	8
22	но в	4	8
23	в одном	2	7
24	в духе	4	7
25	и др	3	7
26	в ту	2	7
27	то же	7	7
28	к этому	3	6
29	же время	7	6
30	в самом	3	6
31	в своей	6	6
32	связь с	2	6
33	и других	2	6
34	в то	10	6
35	в литературе	2	5
36	в году	16	5
37	мы видим	4	5
38	xx века	3	5
39	в нем	3	5
40	то что	3	5
41	не было	2	5
42	а не	6	5
43	в основе	2	5
44	в своих	3	5
45	так сказать	2	5
46	для него	3	5
47	xix века	7	4
48	у нас	2	4
49	том что	4	4
50	до сих	3	4
51	в основном	6	4
52	из них	2	4
53	и потому	4	4
54	один из	3	4
55	в мире	5	4
56	сих пор	3	4
57	в их	3	4
58	все это	6	4
59	так в	2	4
60	роль в	2	4
61	о том	5	4
62	особенно в	2	4
63	и даже	5	4
64	в истории	2	4
65	так как	3	4
66	только для	2	3
67	если бы	4	3
68	в частности	2	3
69	и от	4	3
70	об этом	4	3
71	в ее	2	3
72	но это	5	3
73	в начале	3	3
74	в этой	5	3
75	одна из	3	3
76	еще не	5	3
77	и есть	2	3
78	как бы	11	3
79	и наконец	2	3
80	вместе с	3	3
81	так и	6	3
82	как в	4	3
83	по отношению	3	3
84	не может	7	3
85	а в	4	3
86	начиная с	2	3
87	самом деле	2	3
88	не так	2	3
89	между тем	3	3
90	тем что	3	3
91	при этом	8	3
92	в отличие	2	3
93	в себе	3	3
94	только в	2	3
95	но ведь	2	3
96	в конце	6	3
97	в свете	3	3
98	их в	2	3
99	отличие от	2	3
100	не менее	2	2
101	включает в	2	2
102	уже в	2	2
103	представление о	7	2
104	с другой	2	2
105	это не	7	2
106	к роману	3	2
107	что он	6	2
108	все же	5	2
109	в дальнейшем	4	2
110	но не	5	2
111	как известно	2	2
112	и сам	5	2
113	и если	2	2
114	тут же	2	2
115	в первой	2	2
116	например в	5	2
117	на его	4	2
118	по преимуществу	2	2
119	одним из	3	2
120	из этого	2	2
121	том же	2	2
122	в котором	3	2
123	к жизни	2	2
124	отношению к	3	2
125	в целом	6	2
126	своего рода	3	2
127	на землю	2	2
128	в этот	2	2
129	и далее	2	2
130	именно в	6	2
131	года и	4	2
132	из этой	2	2
133	и у	2	2
134	рядом с	2	2
135	образ и	2	2
136	потому что	7	2
137	одной из	3	2
138	и ее	2	2
139	и еще	2	2
140	и это	3	2
141	одном из	2	2
142	в которой	2	2
143	в плане	3	2
144	мы не	4	2
145	как о	2	2
146	имеет в	2	2
