N	2gram	Vinokur_Ku_2	Vladivir
1	и в	23	31
2	в году	2	30
3	не только	20	24
4	но и	7	19
5	то что	9	18
6	и не	16	17
7	у него	3	15
8	и даже	2	15
9	том что	11	14
10	что в	10	14
11	в этом	18	14
12	и с	7	14
13	что он	5	12
14	по поводу	2	12
15	в его	5	12
16	но в	11	12
17	в том	19	11
18	между прочим	2	11
19	потому что	25	11
20	и то	5	10
21	также и	5	10
22	он не	3	10
23	никогда не	2	9
24	как мы	3	9
25	а в	3	9
26	даже и	2	9
27	только в	5	9
28	в конце	4	9
29	и по	3	8
30	в то	4	8
31	так как	15	8
32	уже в	3	7
33	об этом	5	7
34	как раз	3	7
35	и его	3	7
36	как это	5	7
37	сказать что	4	7
38	еще и	2	7
39	он и	2	6
40	к этому	4	6
41	можно сказать	4	6
42	у нас	12	6
43	в качестве	8	6
44	того же	3	6
45	и потому	2	6
46	может быть	15	6
47	свое время	2	6
48	так и	4	6
49	не может	9	6
50	то же	6	6
51	и что	8	6
52	на этот	2	6
53	все это	5	5
54	вовсе не	9	5
55	на то	4	5
56	не в	8	5
57	и если	2	5
58	и от	2	5
59	в свое	2	5
60	а также	3	5
61	что и	3	5
62	что же	5	5
63	не было	4	5
64	в своих	2	5
65	я не	5	4
66	же время	3	4
67	в своем	2	4
68	что у	2	4
69	и все	2	4
70	этом смысле	5	4
71	в нем	4	4
72	главным образом	3	4
73	для нас	4	4
74	да и	6	4
75	и вообще	2	4
76	как и	2	4
77	в этой	6	4
78	он уже	2	4
79	никак не	3	4
80	хотя и	4	4
81	один из	5	4
82	в нашем	7	4
83	в своей	2	4
84	в особенности	4	4
85	и у	2	4
86	что для	2	4
87	несмотря на	5	4
88	к нему	2	4
89	но только	4	3
90	к тому	4	3
91	отнюдь не	4	3
92	с другой	8	3
93	первого же	2	3
94	как в	3	3
95	но не	6	3
96	но это	3	3
97	что они	2	3
98	но что	2	3
99	ничего не	4	3
100	тот же	5	3
101	и всякой	2	3
102	конце концов	3	3
103	все же	7	3
104	вся эта	2	3
105	вместе с	5	3
106	другой стороны	7	3
107	в отношении	2	3
108	в связи	4	3
109	таким образом	5	3
110	все эти	12	3
111	и вот	5	3
112	здесь мы	2	3
113	уже не	8	3
114	и на	6	3
115	что касается	2	3
116	и здесь	5	3
117	здесь не	3	3
118	это конечно	2	3
119	тем что	3	2
120	нисколько не	3	2
121	мы будем	2	2
122	с тем	2	2
123	не менее	7	2
124	в частности	2	2
125	но даже	2	2
126	в них	4	2
127	хотя бы	9	2
128	по существу	5	2
129	что все	5	2
130	то обстоятельство	7	2
131	на все	2	2
132	образом в	2	2
133	ясно что	5	2
134	его к	2	2
135	именно с	3	2
136	но зато	2	2
137	тем не	6	2
138	мы знаем	4	2
139	ни в	4	2
140	это и	3	2
141	что я	4	2
142	п а	2	2
143	на этом	3	2
144	еще не	5	2
145	при этом	2	2
146	того что	3	2
147	было бы	15	2
148	совершенно не	3	2
149	что на	4	2
150	в самом	12	2
151	конечно не	2	2
152	обратить внимание	2	2
153	и о	4	2
154	или о	2	2
155	на это	3	2
156	всяком случае	5	2
157	и до	2	2
158	на ту	2	2
159	и т	39	2
160	дело не	2	2
161	речи с	2	2
162	со стороны	4	2
163	что она	3	2
164	а именно	2	2
165	то и	3	2
166	т д	14	2
167	и для	2	2
168	и сейчас	2	2
169	этой области	4	2
170	с первого	2	2
171	лишь в	5	2
172	тем самым	2	2
173	того чтобы	11	2
174	для того	9	2
175	что мы	6	2
176	что такое	3	2
177	и свое	2	2
178	той же	2	2
179	с ними	2	2
180	в результате	4	2
181	во всяком	5	2
182	знаем что	3	2
183	к этой	3	2
184	точки зрения	14	2
185	в каком	4	2
186	обстоятельство что	7	2
187	и еще	2	2
188	о котором	2	2
189	мы должны	2	2
190	и это	3	2
191	тех же	2	2
192	ответ на	2	2
193	всякого рода	2	2
194	а это	2	2
