N	2gram	Vinokur_St_1	Mirosoze
1	и в	44	46
2	в нем	5	22
3	у него	2	22
4	может быть	15	21
5	в этом	21	20
6	никогда не	5	18
7	для него	6	18
8	и не	16	18
9	не только	18	18
10	но и	10	15
11	не может	8	15
12	как и	9	13
13	а не	16	13
14	прежде всего	7	12
15	потому что	6	12
16	не было	4	11
17	в ней	3	11
18	но он	2	11
19	у нас	11	11
20	но в	10	10
21	он не	2	10
22	в себе	2	10
23	он был	3	9
24	не в	12	9
25	не знает	2	9
26	но это	6	8
27	как бы	4	8
28	в своем	2	8
29	так как	5	8
30	отношение к	2	8
31	она не	2	8
32	в этой	11	7
33	что он	10	7
34	и потому	2	7
35	как в	13	7
36	хотя бы	6	7
37	и для	3	7
38	вопрос о	4	6
39	что это	4	6
40	так же	5	6
41	того что	9	6
42	жизни и	5	6
43	то же	5	5
44	я не	7	5
45	бы и	4	5
46	в отношении	9	5
47	что все	2	5
48	совсем не	2	5
49	в самом	7	5
50	что она	4	5
51	это не	8	5
52	в конце	3	5
53	и все	2	5
54	то что	18	5
55	в своей	6	5
56	для того	10	5
57	и его	8	5
58	в его	9	5
59	и это	2	5
60	что в	30	4
61	тому что	3	4
62	для этого	2	4
63	что у	4	4
64	не имеет	4	4
65	должны быть	3	4
66	также и	9	4
67	чем у	2	4
68	думать что	2	4
69	том что	29	4
70	должен быть	3	4
71	что и	6	4
72	так и	9	4
73	т е	15	4
74	того чтобы	11	4
75	вопроса о	3	4
76	же как	3	3
77	можно ли	4	3
78	в каждом	3	3
79	в такой	2	3
80	и можно	2	3
81	ни в	3	3
82	в том	36	3
83	что они	7	3
84	и перед	2	3
85	не для	2	3
86	в своих	2	3
87	сказать что	7	3
88	и с	3	3
89	по своей	2	3
90	о том	17	3
91	его в	2	3
92	в россии	4	3
93	к которому	4	3
94	не существует	3	3
95	если бы	9	3
96	и во	2	3
97	это и	4	3
98	до сих	7	3
99	сих пор	7	3
100	и тогда	2	3
101	той же	5	3
102	тем что	5	3
103	только в	10	3
104	есть в	2	3
105	только с	2	3
106	в чем	3	3
107	что нет	2	3
108	уже в	2	2
109	но на	2	2
110	в этих	2	2
111	свои силы	2	2
112	не всегда	2	2
113	да и	3	2
114	так что	6	2
115	тут не	2	2
116	этого вопроса	2	2
117	такого рода	2	2
118	но для	2	2
119	же и	4	2
120	к нему	2	2
121	и за	3	2
122	по отношению	3	2
123	как к	3	2
124	отношения к	2	2
125	лишь в	3	2
126	а в	17	2
127	и те	2	2
128	в основе	3	2
129	точки зрения	11	2
130	было не	2	2
131	нет ни	2	2
132	е в	2	2
133	между тем	3	2
134	превращается в	2	2
135	то в	3	2
136	чем в	3	2
137	и что	4	2
138	в сущности	2	2
139	во всех	8	2
140	отношению к	3	2
141	быть и	2	2
142	что же	6	2
143	бы не	2	2
144	еще более	4	2
145	но с	3	2
146	говорит что	3	2
147	более чем	2	2
148	что не	3	2
149	ни одного	2	2
150	можно было	13	2
151	не надо	2	2
152	от этого	2	2
153	как будто	4	2
154	которые в	2	2
155	в которой	4	2
156	ничего не	2	2
