N	2gram	Losev_Vlad_1	Analitik
1	в качестве	6	31
2	может быть	6	29
3	в том	11	27
4	не может	6	22
5	и не	17	21
6	в частности	2	19
7	и в	31	18
8	но и	19	17
9	отнюдь не	3	15
10	не только	24	15
11	не в	5	14
12	как и	4	13
13	в его	12	13
14	в этом	14	13
15	том что	14	12
16	при этом	2	12
17	в себе	4	11
18	то есть	3	11
19	но не	3	10
20	то же	6	9
21	а в	9	9
22	в то	8	9
23	но в	12	8
24	к тому	3	7
25	особого рода	2	7
26	том чтобы	2	7
27	тем самым	2	7
28	же время	4	6
29	в самом	2	6
30	себя в	4	6
31	то что	18	6
32	в своей	4	6
33	точки зрения	2	6
34	по своей	4	6
35	только в	9	6
36	и как	4	5
37	в этой	4	5
38	что в	14	5
39	такого рода	4	5
40	в целом	3	5
41	лишь в	2	5
42	и его	7	5
43	и на	3	5
44	о том	11	5
45	того что	2	4
46	с другой	3	4
47	ни в	2	4
48	тому же	2	4
49	того же	6	4
50	для того	2	4
51	все же	3	4
52	вместе с	3	4
53	так и	6	4
54	собственно говоря	3	4
55	уже не	3	4
56	с ним	5	4
57	место в	2	3
58	с его	11	3
59	в нашем	4	3
60	хотя бы	2	3
61	и все	4	3
62	в нем	4	3
63	и к	6	3
64	что он	12	3
65	и т	2	3
66	еще не	2	3
67	одним из	2	3
68	он не	10	3
69	о нем	7	3
70	в котором	6	3
71	даже в	2	3
72	дело не	2	3
73	что и	5	3
74	ни с	4	3
75	а именно	2	3
76	таким образом	3	3
77	а с	5	3
78	того чтобы	2	3
79	к нему	4	3
80	того и	2	3
81	что мы	2	3
82	разного рода	6	3
83	как он	4	3
84	в полной	2	3
85	а также	5	3
86	и то	10	2
87	на все	2	2
88	никогда не	9	2
89	все эти	3	2
90	не столько	2	2
91	и просто	3	2
92	из этих	2	2
93	вовсе не	5	2
94	его к	2	2
95	можно сказать	6	2
96	в начале	3	2
97	и потому	6	2
98	и сам	6	2
99	отношение к	3	2
100	для него	7	2
101	было бы	2	2
102	несмотря на	4	2
103	на его	3	2
104	за пределы	3	2
105	и о	2	2
106	свое время	6	2
107	в свое	5	2
108	еще в	4	2
109	нет и	2	2
110	один из	4	2
111	из них	2	2
112	и до	2	2
113	со стороны	2	2
114	что же	5	2
115	другой стороны	3	2
116	здесь не	3	2
117	как к	2	2
118	на этом	2	2
119	той же	2	2
120	свидетельствует о	3	2
121	едва ли	3	2
122	и по	8	2
123	как мы	9	2
124	на себя	3	2
125	то он	6	2
126	также и	10	2
127	тем более	2	2
128	для себя	2	2
129	так как	8	2
130	потому что	11	2
131	в которой	4	2
132	и с	14	2
