N	2gram	Tiupa_Disk_1	KulturaY
1	в том	23	30
2	и в	16	24
3	потому что	4	23
4	том что	19	21
5	что в	4	17
6	в этом	15	14
7	точки зрения	3	14
8	может быть	17	13
9	все же	3	12
10	таким образом	3	12
11	в его	7	12
12	и не	11	12
13	не в	7	11
14	только в	7	11
15	в силу	5	10
16	в самом	3	10
17	не только	28	10
18	хотя бы	3	10
19	то что	5	9
20	прежде всего	11	9
21	отношению к	9	9
22	того что	3	9
23	о том	8	9
24	том чтобы	2	8
25	языка и	2	8
26	по отношению	9	8
27	то же	7	8
28	уже не	4	8
29	а не	22	8
30	тем что	3	8
31	не менее	2	7
32	в них	4	7
33	с другой	10	7
34	связи с	4	7
35	в качестве	34	7
36	как бы	5	7
37	не может	9	7
38	это не	3	7
39	так и	8	7
40	в какой	2	6
41	именно в	3	6
42	что он	4	6
43	при этом	13	6
44	но и	14	6
45	что же	2	6
46	другой стороны	3	6
47	в которых	4	6
48	мы имеем	2	6
49	по крайней	2	5
50	к тому	5	5
51	крайней мере	2	5
52	но не	11	5
53	еще не	14	5
54	что не	4	5
55	например в	2	5
56	и что	2	5
57	целый ряд	2	5
58	в виду	2	5
59	а в	5	5
60	и его	2	5
61	во всяком	2	5
62	между тем	4	5
63	так сказать	2	5
64	в рамках	5	4
65	с его	4	4
66	в частности	9	4
67	же касается	2	4
68	к себе	2	4
69	и потому	3	4
70	в нем	9	4
71	в тех	2	4
72	есть в	2	4
73	того же	3	4
74	в пределах	2	4
75	из них	3	4
76	один из	3	4
77	что и	3	4
78	не есть	2	4
79	в целом	4	4
80	со стороны	7	4
81	как в	10	4
82	внимание на	4	4
83	с этим	3	4
84	в науке	2	4
85	роль в	7	4
86	и на	5	4
87	в данном	5	4
88	того или	2	4
89	уже в	2	3
90	состоит в	9	3
91	на себя	2	3
92	или иной	5	3
93	можно сказать	5	3
94	сводится к	5	3
95	в лингвистике	3	3
96	в первом	3	3
97	в г	2	3
98	ли не	3	3
99	в соответствии	2	3
100	соответствии с	2	3
101	в этой	2	3
102	свою очередь	3	3
103	в свою	3	3
104	в сущности	2	3
105	на том	2	3
106	в котором	5	3
107	по мере	2	3
108	в истории	4	3
109	оно не	2	3
110	не с	3	3
111	на его	4	3
112	когда он	2	3
113	или менее	2	3
114	в своем	6	3
115	в особенности	4	3
116	а с	5	3
117	не было	7	3
118	в их	5	3
119	более или	2	3
120	и даже	3	3
121	и он	2	3
122	хотя и	2	3
123	они не	2	3
124	в себе	7	3
125	в одном	2	3
126	к которому	2	3
127	о чем	2	2
128	и есть	2	2
129	никогда не	2	2
130	не является	4	2
131	одного и	2	2
132	и все	2	2
133	что касается	2	2
134	в каждом	2	2
135	не всегда	2	2
136	по себе	3	2
137	в то	3	2
138	и того	3	2
139	как и	16	2
140	и как	6	2
141	в сторону	4	2
142	же время	4	2
143	что с	2	2
144	было в	2	2
145	общения и	2	2
146	на мой	2	2
147	в своей	5	2
148	обратить внимание	2	2
149	одним из	2	2
150	о нем	2	2
151	в греческой	2	2
152	и тем	2	2
153	не говоря	2	2
154	дело не	2	2
155	так например	2	2
156	и было	2	2
157	иначе говоря	2	2
158	этого термина	2	2
159	лишь в	4	2
160	во втором	4	2
161	должны быть	3	2
162	свидетельствует о	2	2
163	или в	2	2
164	по своим	4	2
165	также и	3	2
166	о котором	2	2
167	заключается в	3	2
168	смысл в	2	2
169	тогда как	19	2
170	в значении	2	2
171	но в	8	2
172	своего времени	2	2
173	мой взгляд	2	2
174	это было	2	2
