N	2gram	Voloshinov_1	VerxiiNi
1	и в	19	26
2	таким образом	17	22
3	в этом	16	15
4	точки зрения	34	13
5	как бы	15	12
6	в том	6	11
7	может быть	26	10
8	не только	8	10
9	и с	2	10
10	из этих	2	10
11	связи с	11	9
12	что в	4	9
13	но и	8	9
14	в области	3	9
15	так как	2	9
16	с другой	5	8
17	и не	26	8
18	том что	3	7
19	но все	3	7
20	из них	3	7
21	то что	8	7
22	но в	7	7
23	в конце	5	6
24	к тому	2	6
25	и потому	5	6
26	того же	6	6
27	всяком случае	2	6
28	что и	2	6
29	все же	8	6
30	так и	11	6
31	все это	3	6
32	в отношении	4	6
33	все эти	7	6
34	с точки	20	6
35	во всяком	5	6
36	в себе	2	6
37	мы должны	3	6
38	и т.д	2	6
39	о том	2	6
40	том числе	2	5
41	и к	3	5
42	до сих	8	5
43	одной из	3	5
44	в его	6	5
45	никогда не	2	5
46	сих пор	8	5
47	так же	7	5
48	лишь в	9	5
49	а не	7	5
50	того чтобы	5	5
51	для того	4	5
52	не имеет	3	5
53	и для	11	5
54	и от	3	4
55	что все	2	4
56	что он	2	4
57	в нем	10	4
58	числе и	2	4
59	в смысле	6	4
60	из которых	2	4
61	в самом	10	4
62	в котором	3	4
63	целый ряд	3	4
64	не может	24	4
65	и только	2	4
66	а в	4	4
67	то же	7	4
68	на этот	3	4
69	с другими	3	4
70	он не	3	4
71	в то	3	4
72	только в	9	4
73	далеко не	4	4
74	не менее	4	3
75	же как	2	3
76	если бы	2	3
77	подойти к	2	3
78	хотя бы	5	3
79	к этому	5	3
80	ясно что	5	3
81	можно сказать	3	3
82	для него	9	3
83	с самого	4	3
84	и как	3	3
85	и при	3	3
86	в своем	2	3
87	в качестве	2	3
88	тем не	2	3
89	отношению к	2	3
90	в связи	7	3
91	при этом	8	3
92	культуры и	2	3
93	того что	3	3
94	и даже	2	3
95	в которой	3	3
96	и те	7	3
97	в таком	2	3
98	или иначе	2	3
99	с этой	2	3
100	в результате	9	3
101	конце концов	3	3
102	не могут	3	2
103	самого начала	4	2
104	ни было	10	2
105	именно в	5	2
106	связана с	2	2
107	не как	2	2
108	еще только	2	2
109	но при	2	2
110	прежде всего	13	2
111	в свою	2	2
112	или иной	3	2
113	тех пор	2	2
114	к его	2	2
115	и здесь	6	2
116	то ни	8	2
117	в начале	5	2
118	же время	3	2
119	тот же	4	2
120	еще не	4	2
121	общего с	3	2
122	конечно не	5	2
123	для всех	2	2
124	но если	2	2
125	и является	2	2
126	говорили о	2	2
127	не могло	2	2
128	бы то	8	2
129	благодаря этому	2	2
130	жизни и	2	2
131	во всех	7	2
132	в процессе	14	2
133	быть и	3	2
134	никто из	2	2
135	всех других	3	2
136	не было	3	2
137	этом отношении	3	2
138	те же	5	2
139	между этими	2	2
140	одним из	2	2
141	и на	4	2
142	сказать что	4	2
143	не в	5	2
144	мы можем	2	2
145	для каждого	3	2
146	ничего общего	5	2
147	же самое	3	2
148	и все	5	2
149	и это	3	2
150	из этого	2	2
151	психической жизни	4	2
152	этими двумя	2	2
153	и действительно	3	2
154	между тем	3	2
155	в виду	2	2
156	из него	2	2
