N	2gram	Losev_Prob_2	Myshleni
1	то что	38	26
2	что он	4	25
3	в этом	17	25
4	потому что	13	21
5	таким образом	4	19
6	в том	12	18
7	не может	13	18
8	точки зрения	2	18
9	того чтобы	2	17
10	что в	11	16
11	и в	35	16
12	того что	12	16
13	так как	7	16
14	не только	24	16
15	так же	5	15
16	том что	19	15
17	для того	3	14
18	сказать что	24	13
19	между собой	5	13
20	вопрос о	3	12
21	и не	37	12
22	и что	13	12
23	в области	6	12
24	в его	7	11
25	но не	4	10
26	было бы	8	10
27	как мы	5	10
28	а не	10	10
29	только в	14	10
30	в отношении	4	9
31	может быть	18	9
32	понятий в	2	8
33	должно быть	2	8
34	о том	18	8
35	в основе	3	8
36	если бы	4	8
37	как и	5	8
38	мы должны	3	8
39	он не	2	8
40	то же	5	8
41	тем самым	7	8
42	и есть	4	7
43	мы могли	2	7
44	так и	7	7
45	по себе	8	7
46	представляет собой	2	7
47	если мы	9	7
48	что все	6	6
49	не в	2	6
50	в этой	9	6
51	и следовательно	4	6
52	но если	4	6
53	но и	16	6
54	что оно	2	6
55	и на	5	6
56	могли бы	3	6
57	но в	6	6
58	языка и	5	6
59	к тому	3	6
60	в той	2	6
61	мы можем	6	6
62	самого начала	2	5
63	тому что	3	5
64	в своем	4	5
65	в такой	2	5
66	мы и	6	5
67	что они	3	5
68	что с	2	5
69	как бы	4	5
70	не является	7	5
71	но мы	3	5
72	хотя бы	12	5
73	еще более	2	5
74	заключается в	4	5
75	этой теории	4	5
76	не знает	3	5
77	в то	6	5
78	тогда когда	3	5
79	мере в	2	5
80	можно сказать	6	5
81	тот же	4	5
82	мысли и	2	5
83	с самого	3	5
84	можно было	5	5
85	это значит	4	5
86	тем что	4	5
87	ничего не	10	5
88	значит что	4	5
89	не могут	4	4
90	что если	4	4
91	казалось бы	7	4
92	все эти	7	4
93	с другой	6	4
94	эта теория	4	4
95	сама по	4	4
96	а только	6	4
97	так что	11	4
98	при этом	3	4
99	в самом	5	4
100	в целом	3	4
101	друг от	2	4
102	от друга	2	4
103	и их	3	4
104	в свете	3	4
105	мышления и	2	4
106	в системе	2	4
107	не имеет	7	4
108	и по	3	4
109	отношение между	2	4
110	что мы	14	4
111	же самое	6	4
112	в результате	4	4
113	бы в	3	4
114	в состоянии	2	4
115	тем более	10	4
116	вообще не	4	4
117	в качестве	2	4
118	еще не	10	4
119	не есть	33	4
120	вместе с	2	4
121	той же	2	4
122	тому как	3	4
123	и то	10	4
124	не то	2	4
125	подобно тому	2	4
126	не менее	13	3
127	в частности	5	3
128	прежде всего	11	3
129	оно является	2	3
130	и как	4	3
131	но это	6	3
132	самом деле	4	3
133	одной стороны	5	3
134	но как	6	3
135	и тот	3	3
136	в действительности	2	3
137	к нему	2	3
138	как они	2	3
139	и является	3	3
140	и тем	4	3
141	значение в	4	3
142	в их	3	3
143	речь не	2	3
144	еще и	5	3
145	с одной	5	3
146	как на	2	3
147	а в	4	3
148	и с	10	3
149	говорить о	10	3
150	в этих	4	3
151	мы не	7	3
152	и более	5	3
153	с тем	3	3
154	только не	3	3
155	содержится в	2	3
156	с этим	5	3
157	таблицы умножения	2	3
158	этом случае	7	3
159	все же	8	3
160	и того	3	3
161	это и	3	3
162	по своему	5	3
163	никак не	11	3
164	еще в	2	3
165	что и	2	3
166	сих пор	4	3
167	из которых	2	3
168	связи с	5	3
169	ничего общего	3	3
170	один и	2	3
171	связаны между	2	3
172	до сих	4	3
173	может ли	3	2
174	и от	3	2
175	на всю	2	2
176	теории и	3	2
177	но все	2	2
178	является не	2	2
179	по поводу	2	2
180	совпадает с	2	2
181	в ней	2	2
182	в виду	8	2
183	совершенно не	2	2
184	только один	3	2
185	что она	4	2
186	все это	4	2
187	другой стороны	5	2
188	то и	4	2
189	язык и	2	2
190	но только	4	2
191	говорим о	3	2
192	и даже	11	2
193	что для	3	2
194	в своих	3	2
195	или не	2	2
196	может иметь	2	2
197	все равно	3	2
198	и здесь	4	2
199	в истории	3	2
200	их в	4	2
201	это будет	3	2
202	же мы	2	2
203	своего собственного	5	2
204	сознания и	2	2
205	о чем	6	2
206	в зависимости	2	2
207	в них	2	2
208	но при	2	2
209	в случае	3	2
210	вовсе не	37	2
211	его в	3	2
212	стороны и	4	2
213	есть не	6	2
214	то это	3	2
215	и к	3	2
216	понятий не	2	2
217	нам кажется	2	2
218	не совпадает	2	2
219	у нас	18	2
220	необходимы для	2	2
221	зависимости от	2	2
222	учение о	2	2
223	все что	3	2
224	указывает на	5	2
225	является чем-то	2	2
226	никто не	3	2
227	предмета и	3	2
228	в корне	2	2
229	общего с	2	2
230	в область	4	2
231	является для	2	2
232	к предмету	3	2
233	фактической стороны	2	2
234	не требует	2	2
235	во всех	2	2
236	только на	9	2
237	нами в	2	2
238	должны были	3	2
239	только одним	2	2
240	а тем	3	2
241	от всякого	2	2
242	во всяком	13	2
243	само по	2	2
244	сознание и	2	2
245	как будто	6	2
246	мы говорим	4	2
247	из этого	2	2
248	которые не	2	2
249	и поэтому	2	2
250	знает что	2	2
