N	2gram	Tiupa_Lite_2	Problema
1	и не	11	28
2	то есть	5	27
3	не только	8	24
4	вовсе не	2	21
5	в том	10	20
6	и в	19	20
7	то что	7	15
8	потому что	2	15
9	у нас	5	14
10	было бы	2	14
11	но и	10	14
12	точки зрения	4	14
13	не в	4	13
14	даже и	2	13
15	в нашем	2	12
16	в себе	6	12
17	том что	7	12
18	прежде всего	4	11
19	с точки	3	11
20	не менее	6	10
21	тем не	2	10
22	отнюдь не	4	10
23	в качестве	5	10
24	не является	2	10
25	так и	7	10
26	и его	3	10
27	едва ли	4	10
28	может быть	17	9
29	и даже	8	9
30	в этом	9	9
31	что он	3	8
32	в результате	2	8
33	но в	2	8
34	с другой	8	7
35	еще не	2	7
36	такого рода	9	7
37	мы не	4	7
38	то же	12	7
39	а не	20	7
40	и с	3	7
41	в ней	4	7
42	хотя бы	2	7
43	и без	2	6
44	по крайней	2	6
45	так что	4	6
46	а также	2	6
47	для нас	2	6
48	как и	10	6
49	но это	3	6
50	при этом	6	6
51	крайней мере	2	6
52	в виду	2	6
53	другой стороны	4	6
54	в данном	3	6
55	но не	5	5
56	в нем	3	5
57	в ее	2	5
58	жизни и	4	5
59	вместе с	5	5
60	данном случае	3	5
61	то и	3	5
62	не может	9	5
63	в них	2	5
64	так как	3	5
65	уже не	2	5
66	о том	2	5
67	уже в	2	4
68	с тем	2	4
69	в какой	2	4
70	и для	3	4
71	в одном	2	4
72	в этой	3	4
73	тем самым	3	4
74	одной из	2	4
75	как бы	2	4
76	и т	2	4
77	же в	2	4
78	во всех	3	4
79	и только	2	4
80	а в	3	4
81	что не	2	4
82	и наконец	2	4
83	как раз	2	4
84	в то	9	4
85	в художественном	2	4
86	с ним	2	4
87	человека в	4	3
88	для всех	5	3
89	о себе	3	3
90	в жизни	2	3
91	и к	2	3
92	для него	4	3
93	и как	3	3
94	в начале	3	3
95	в истории	2	3
96	себе и	3	3
97	вплоть до	3	3
98	в его	4	3
99	не так	2	3
100	что и	2	3
101	что в	4	3
102	не говоря	2	3
103	не было	2	3
104	все равно	2	3
105	для того	2	3
106	из которых	2	3
107	и на	6	3
108	тем что	4	3
109	из них	2	3
110	но как	2	3
111	в другом	3	3
112	в каждой	2	3
113	а если	2	3
114	как это	2	3
115	в области	4	3
116	в частности	4	2
117	однако в	6	2
118	со своей	2	2
119	для этого	2	2
120	столь же	5	2
121	в конце	2	2
122	не раз	2	2
123	для себя	2	2
124	то в	2	2
125	в стихотворении	13	2
126	тот же	2	2
127	этот путь	3	2
128	нет в	2	2
129	нам представляется	2	2
130	по преимуществу	2	2
131	свидетельствует о	2	2
132	том чтобы	3	2
133	он не	5	2
134	перестает быть	3	2
135	не вполне	2	2
136	говоря уже	2	2
137	все же	2	2
138	с ее	2	2
139	себя в	6	2
140	и каждый	2	2
141	не к	2	2
142	в сравнении	2	2
143	но только	2	2
144	а именно	3	2
145	жизни в	4	2
146	и что	2	2
147	ни было	2	2
148	и он	3	2
149	друг друга	2	2
150	сравнении с	2	2
151	и то	3	2
152	произведения искусства	2	2
153	к своему	2	2
154	того же	4	2
