N	2gram	Bakhtin_Pr_2	DiskursI
1	не только	11	28
2	в том	6	23
3	а не	7	22
4	то есть	4	20
5	том что	2	19
6	может быть	23	17
7	и в	43	16
8	как и	14	16
9	в этом	13	15
10	еще не	9	14
11	но и	14	14
12	при этом	6	13
13	прежде всего	10	11
14	но не	5	11
15	и не	29	11
16	с другой	4	10
17	как в	2	10
18	далеко не	4	10
19	в нем	12	9
20	отношению к	5	9
21	по отношению	5	9
22	не может	18	9
23	так и	3	8
24	о том	5	8
25	но в	10	8
26	в его	10	7
27	то же	8	7
28	в себе	5	7
29	только в	4	7
30	не в	11	7
31	в своем	4	6
32	и как	2	6
33	к тому	4	5
34	или иной	3	5
35	тому же	3	5
36	как бы	22	5
37	в котором	6	5
38	в своей	4	5
39	то что	7	5
40	во всех	4	5
41	в процессе	2	5
42	в отличие	4	5
43	а с	2	5
44	а в	5	5
45	в себя	3	5
46	в их	3	5
47	отличие от	4	5
48	и на	10	5
49	с его	4	4
50	что в	4	4
51	в сторону	2	4
52	в них	4	4
53	для себя	2	4
54	не как	6	4
55	и к	3	4
56	что он	13	4
57	уже не	3	4
58	для него	8	4
59	в целом	2	4
60	же время	5	4
61	и о	2	4
62	отношение к	2	4
63	по своим	3	4
64	лишь в	8	4
65	что не	2	4
66	в которых	2	4
67	между тем	3	4
68	могут быть	3	4
69	перед нами	7	3
70	того же	3	3
71	это не	3	3
72	в одной	3	3
73	но при	3	3
74	по себе	11	3
75	что и	3	3
76	времени и	2	3
77	по своему	2	3
78	с этим	2	3
79	в самом	7	3
80	той или	3	3
81	хотя бы	2	3
82	все же	3	3
83	из них	2	3
84	таким образом	5	3
85	того что	2	3
86	должны быть	2	3
87	другой стороны	3	3
88	и даже	3	3
89	в своих	2	3
90	сказать что	2	3
91	тем что	3	3
92	точки зрения	13	3
93	в то	7	3
94	также и	3	3
95	в первом	2	3
96	в произведении	4	3
97	в каждой	2	3
98	слова в	12	2
99	по мере	4	2
100	с человеком	2	2
101	не менее	3	2
102	никогда не	9	2
103	между собой	2	2
104	и без	2	2
105	к себе	7	2
106	и все	6	2
107	в одном	12	2
108	в каждом	11	2
109	для понимания	2	2
110	стороны и	3	2
111	об этом	2	2
112	но зато	3	2
113	к различным	2	2
114	как его	4	2
115	в пределах	16	2
116	более того	4	2
117	есть в	3	2
118	более или	3	2
119	опирается на	2	2
120	указывает на	2	2
121	отличается от	2	2
122	в сущности	9	2
123	хотя и	5	2
124	о нем	6	2
125	и др	2	2
126	например в	2	2
127	не есть	2	2
128	себя в	3	2
129	когда он	3	2
130	на том	2	2
131	героя и	5	2
132	в различных	3	2
133	в форме	2	2
134	или менее	3	2
135	что же	7	2
136	мысли и	2	2
137	приводит к	6	2
138	за пределы	3	2
139	целый ряд	2	2
140	отношения к	2	2
141	уже в	2	2
142	человека в	4	2
143	как мы	10	2
144	речи как	2	2
145	и что	5	2
146	и герой	2	2
147	и он	5	2
148	к другому	5	2
149	высказывания и	2	2
150	слово не	8	2
151	и его	8	2
152	принадлежащих к	2	2
153	или в	8	2
154	в рассказе	3	2
155	здесь в	3	2
156	во всяком	2	2
157	героя в	3	2
158	на себя	2	2
159	и ее	3	2
160	в другом	7	2
161	внутренней речи	2	2
162	так сказать	6	2
163	в виду	3	2
