N	2gram	Propp_Russ_1	Istorich
1	и в	36	26
2	т е	17	22
3	так как	15	18
4	мы имеем	4	14
5	потому что	10	13
6	что в	19	12
7	таким образом	6	12
8	в том	17	12
9	и на	10	12
10	в этом	12	12
11	может быть	8	11
12	в образе	2	10
13	том что	19	10
14	и т	10	10
15	и не	6	10
16	не только	22	10
17	представление о	3	9
18	еще не	4	9
19	но и	16	9
20	в нем	2	8
21	все же	5	8
22	вместе с	10	8
23	на небо	3	8
24	т д	9	8
25	все эти	2	8
26	с ним	2	8
27	уже не	6	7
28	мы можем	2	7
29	например в	2	7
30	у него	2	7
31	о том	8	7
32	но в	2	7
33	этом случае	5	6
34	то что	6	6
35	как в	5	6
36	так в	4	6
37	не может	4	6
38	в виде	6	6
39	после чего	2	6
40	в более	2	6
41	и с	2	6
42	как он	2	6
43	мы не	6	6
44	чаще всего	3	5
45	у нас	8	5
46	как и	10	5
47	мы видим	2	5
48	связаны с	3	5
49	показывают что	2	5
50	нас к	2	5
51	в ней	2	5
52	в его	2	5
53	так и	7	5
54	то же	3	5
55	и что	4	5
56	как это	8	5
57	эти представления	2	5
58	тем что	4	5
59	только в	4	5
60	там где	2	5
61	с тем	8	4
62	это не	10	4
63	из этих	4	4
64	но это	4	4
65	в это	3	4
66	как бы	5	4
67	что и	7	4
68	после этого	4	4
69	описывается как	2	4
70	как мы	10	4
71	и по	8	4
72	а также	3	4
73	в других	11	4
74	под землей	3	4
75	борьбы с	2	3
76	независимо от	2	3
77	и другие	13	3
78	в частности	2	3
79	могут быть	2	3
80	в них	6	3
81	в одном	3	3
82	к этому	4	3
83	в тех	4	3
84	таким же	3	3
85	так что	2	3
86	такой же	2	3
87	в качестве	3	3
88	так например	6	3
89	она не	2	3
90	но есть	2	3
91	показывает что	5	3
92	главным образом	2	3
93	еще в	4	3
94	его с	4	3
95	один из	8	3
96	когда он	2	3
97	что она	2	3
98	а в	9	3
99	при этом	6	3
100	и других	7	3
101	там же	5	3
102	или в	2	3
103	в своих	2	3
104	та же	2	3
105	их в	3	3
106	не было	2	3
107	как будто	5	3
108	далеко не	3	3
109	предположить что	2	3
110	того как	5	3
111	в золотой	2	3
112	этот обряд	3	3
113	о чем	3	2
114	и как	2	2
115	в этих	3	2
116	с собой	4	2
117	в своем	3	2
118	что у	2	2
119	не означает	2	2
120	с этим	2	2
121	к тому	4	2
122	некоторые другие	5	2
123	для нас	6	2
124	он был	2	2
125	что иное	2	2
126	приводит нас	2	2
127	но все	3	2
128	что они	7	2
129	и некоторые	3	2
130	одна из	4	2
131	но не	2	2
132	так же	3	2
133	на западе	2	2
134	после того	2	2
135	чтобы они	2	2
136	так на	2	2
137	в фольклоре	2	2
138	и др	4	2
139	не имеет	6	2
140	на этой	2	2
141	своего рода	3	2
142	в некоторых	4	2
143	не будем	3	2
144	и до	2	2
145	но эти	3	2
146	сообщает что	4	2
147	окно и	3	2
148	тогда как	2	2
149	полагали что	2	2
150	а с	4	2
151	должны были	2	2
152	очень ясно	2	2
153	она в	3	2
154	представления и	2	2
155	а не	2	2
156	того что	4	2
157	в уже	3	2
158	и те	3	2
159	в древней	2	2
160	что этот	4	2
161	с ними	5	2
162	через каждые	2	2
163	в которых	5	2
164	представляет собой	4	2
165	видно что	6	2
166	мы должны	2	2
167	что это	3	2
168	ничего не	3	2
169	е в	8	2
170	значит что	2	2
171	же не	2	2
