N	2gram	Vinokur_St_1	FransuaR
1	и в	44	65
2	то есть	2	45
3	как бы	4	22
4	и не	16	22
5	вовсе не	19	18
6	в сущности	2	16
7	в том	36	16
8	в этом	21	15
9	но в	10	14
10	в нем	5	13
11	прежде всего	7	11
12	том числе	2	10
13	и его	8	10
14	и потому	2	10
15	не только	18	10
16	но и	10	10
17	так и	9	10
18	все эти	5	10
19	в эпоху	2	9
20	в его	9	9
21	во всех	8	9
22	все это	5	9
23	в своем	2	8
24	в основе	3	8
25	всех этих	2	8
26	и даже	5	8
27	за пределы	2	8
28	его в	2	7
29	в области	14	7
30	числе и	2	7
31	жизни и	5	7
32	точки зрения	11	7
33	только в	10	7
34	никогда не	5	6
35	не знает	2	6
36	том что	29	6
37	все же	8	6
38	еще не	3	6
39	при этом	2	6
40	может быть	15	6
41	в ней	3	6
42	в отношении	9	6
43	на самом	6	6
44	и у	2	6
45	сказать что	7	6
46	одно из	2	6
47	так как	5	6
48	в частности	4	5
49	еще более	4	5
50	превращается в	2	5
51	потому что	6	5
52	есть в	2	5
53	для него	6	5
54	в своей	6	5
55	еще и	2	5
56	как в	13	5
57	как и	9	5
58	в той	6	5
59	в своих	2	5
60	между тем	3	5
61	и все	2	5
62	литературы и	2	5
63	это в	4	4
64	не в	12	4
65	в этой	11	4
66	отношение к	2	4
67	совершенно не	5	4
68	в самом	7	4
69	нужно сказать	5	4
70	из них	8	4
71	сих пор	7	4
72	до сих	7	4
73	для нас	7	4
74	культуры в	3	4
75	во время	3	4
76	но на	2	3
77	что в	30	3
78	не является	3	3
79	это не	8	3
80	и во	2	3
81	в тех	3	3
82	что он	10	3
83	в ее	4	3
84	но все	4	3
85	но это	6	3
86	самом деле	11	3
87	но для	2	3
88	по своей	2	3
89	даже в	3	3
90	к нему	2	3
91	с точки	8	3
92	то что	18	3
93	и их	2	3
94	как раз	4	3
95	не может	8	3
96	этом отношении	7	3
97	применении к	3	3
98	с другой	9	3
99	по его	2	3
100	в применении	3	3
101	в других	2	3
102	конечно и	3	3
103	даже и	2	3
104	в себе	2	3
105	и вообще	3	3
106	ничего не	2	3
107	и с	3	3
108	но не	3	2
109	начиная с	2	2
110	и без	3	2
111	поэтому в	3	2
112	из этих	6	2
113	стремление к	3	2
114	этих двух	3	2
115	во многих	3	2
116	ни с	3	2
117	и так	3	2
118	так например	7	2
119	он был	3	2
120	да и	3	2
121	одной стороны	2	2
122	несмотря на	2	2
123	например в	8	2
124	между прочим	2	2
125	знает и	2	2
126	свое время	2	2
127	он не	2	2
128	в свое	2	2
129	подчеркнуть что	2	2
130	и для	3	2
131	в целом	5	2
132	в свой	2	2
133	во второй	9	2
134	на него	2	2
135	отношения к	2	2
136	с одной	3	2
137	не для	2	2
138	того что	9	2
139	что не	3	2
140	при таком	2	2
141	что мы	5	2
142	на этот	3	2
143	и очень	4	2
144	и по	5	2
145	есть только	2	2
146	не была	2	2
147	отметить что	2	2
148	в таком	3	2
149	этот вопрос	4	2
150	а иногда	2	2
151	их в	2	2
152	в этих	2	2
153	но с	3	2
154	могут быть	5	2
155	это можно	3	2
156	ни на	2	2
157	о том	17	2
158	и это	2	2
159	дело в	6	2
160	в чем	3	2
161	это очень	3	2
