N	2gram	Voloshinov_1	Myshleni
1	с помощью	2	42
2	в процессе	5	27
3	и в	13	25
4	в том	2	23
5	том что	2	20
6	что в	3	17
7	так же	2	17
8	таким образом	6	17
9	как и	3	15
10	то что	6	15
11	в его	7	15
12	в этом	2	14
13	может быть	8	13
14	в целом	2	13
15	так как	3	12
16	что они	2	10
17	как бы	6	10
18	и не	8	10
19	было бы	4	10
20	только в	6	10
21	как в	2	9
22	мы не	4	9
23	не является	4	8
24	тем что	2	8
25	уже в	2	7
26	все эти	2	7
27	мы можем	4	7
28	в области	2	7
29	самого начала	2	6
30	не менее	2	6
31	с другой	2	6
32	с самого	2	6
33	не в	3	6
34	не может	8	6
35	в связи	2	6
36	мы должны	6	6
37	от этого	2	6
38	в отношении	2	6
39	зависимости от	2	6
40	не только	6	6
41	все же	5	6
42	точки зрения	7	6
43	все это	4	6
44	слова и	2	6
45	так и	3	5
46	к одному	3	5
47	для него	2	5
48	одной стороны	2	5
49	при этом	2	5
50	с одной	2	5
51	если бы	2	5
52	в зависимости	2	5
53	слов и	4	5
54	мы уже	2	5
55	и к	2	5
56	входит в	2	5
57	могут быть	2	5
58	и т.д	5	5
59	никогда не	3	4
60	прежде всего	9	4
61	к тому	2	4
62	мог бы	2	4
63	не мог	2	4
64	но и	3	4
65	не столько	3	4
66	а в	2	4
67	с этим	3	4
68	и все	3	4
69	там где	2	4
70	ни один	3	4
71	с этой	2	3
72	в самом	2	3
73	вслед за	2	3
74	имеет место	2	3
75	и их	7	3
76	другой стороны	2	3
77	по отношению	3	3
78	с ними	2	3
79	между тем	2	3
80	во всем	2	3
81	пути к	2	3
82	не как	3	3
83	мы видим	2	3
84	ничего общего	3	3
85	то же	4	2
86	со всей	3	2
87	в тех	2	2
88	смысле слова	2	2
89	в нем	2	2
90	этой проблемы	2	2
91	здесь мы	3	2
92	который мы	2	2
93	от всех	2	2
94	в своих	2	2
95	того или	2	2
96	бы в	2	2
97	в них	2	2
98	в одном	3	2
99	связанные с	2	2
100	или иного	2	2
101	конечно в	2	2
102	речи не	2	2
103	тот же	2	2
104	и может	2	2
105	а также	2	2
106	еще в	2	2
107	отношению к	3	2
108	в своей	4	2
109	в течение	2	2
110	и эта	5	2
111	и для	3	2
112	и его	12	2
113	и то	3	2
114	в себе	3	2
115	в чем	2	2
116	а как	2	2
