N	3gram	Losev_Vlad_3	Problema
1	тем не менее	9	10
2	в том что	10	9
3	вовсе не есть	2	8
4	в данном случае	2	7
5	в связи с	2	7
6	и то что	4	7
7	и в этом	5	6
8	во всяком случае	3	6
9	сам по себе	2	6
10	с другой стороны	2	5
11	не может быть	6	5
12	также и то	3	4
13	в то время	4	4
14	даже и не	2	4
15	в таком случае	2	4
16	в то же	3	4
17	но даже и	2	4
18	как раз и	5	4
19	что же касается	5	4
20	бы то ни	3	4
21	ни в каком	2	4
22	на самом же	2	4
23	то время как	2	4
24	самом же деле	2	4
25	должны сказать что	2	3
26	никакого отношения к	3	3
27	не имеет ничего	2	3
28	дело в том	5	3
29	точно так же	4	3
30	о том что	8	3
31	в конце концов	5	3
32	само по себе	3	3
33	содержит в себе	4	3
34	и в его	3	3
35	имеет ничего общего	2	3
36	что и в	3	3
37	на первый план	2	2
38	даже и в	2	2
39	с точки зрения	6	2
40	едва ли можно	2	2
41	это же самое	2	2
42	у нас выше	3	2
43	в отличие от	3	2
44	как мы видели	3	2
45	то это значит	4	2
46	в настоящее время	3	2
47	в сравнении с	2	2
48	ничего общего с	2	2
49	необходимо сказать что	5	2
50	это значит что	6	2
