N	2gram	Losev_Prob_5	Psycholo
1	и в	30	38
2	то что	18	35
3	все время	3	30
4	в том	12	25
5	в самом	5	25
6	самом деле	2	21
7	что в	5	20
8	может быть	7	19
9	и что	6	18
10	на то	2	16
11	точки зрения	10	16
12	в ней	3	15
13	то есть	21	15
14	том что	17	14
15	как бы	6	14
16	потому что	13	14
17	в этой	10	13
18	в этом	17	13
19	было бы	4	12
20	не только	18	12
21	таким образом	13	12
22	не в	7	12
23	что он	7	11
24	то же	2	10
25	и не	12	10
26	и все	9	10
27	с точки	8	9
28	того чтобы	2	9
29	все же	9	8
30	с тем	5	8
31	в одном	3	8
32	вовсе не	8	8
33	для нас	10	8
34	как и	7	8
35	так что	11	8
36	и как	6	8
37	как раз	5	8
38	из этого	4	8
39	но только	3	8
40	для того	3	8
41	и то	5	8
42	с другой	6	7
43	в ее	3	7
44	а не	5	7
45	мы можем	5	7
46	никак не	8	7
47	не может	5	7
48	что у	5	7
49	как мы	2	7
50	а в	6	7
51	между тем	2	7
52	из них	2	6
53	к тому	2	6
54	до сих	2	6
55	один из	2	6
56	в котором	2	6
57	указывает на	3	6
58	он не	3	6
59	с одной	3	6
60	так как	6	6
61	он говорит	2	6
62	и его	6	6
63	и на	6	6
64	о том	12	6
65	ясно что	4	6
66	я не	2	5
67	в своем	11	5
68	в какой	2	5
69	с такой	2	5
70	одной стороны	3	5
71	несмотря на	6	5
72	в своей	22	5
73	вместе с	7	5
74	но и	13	5
75	сих пор	2	5
76	другой стороны	6	5
77	или в	4	5
78	мы не	2	5
79	в другом	3	5
80	о котором	3	5
81	в его	12	5
82	в которой	5	5
83	никогда не	7	4
84	если он	2	4
85	что они	3	4
86	в свою	2	4
87	при этом	4	4
88	когда он	2	4
89	и для	6	4
90	конечно не	2	4
91	в самой	3	4
92	не мог	4	4
93	в нем	6	4
94	что и	6	4
95	ее в	2	4
96	раз в	2	4
97	как в	2	4
98	все эти	2	4
99	при помощи	6	4
100	того что	3	4
101	и даже	14	4
102	время как	3	4
103	что этот	5	4
104	сказать что	9	4
105	больше чем	2	4
106	у него	11	4
107	только в	9	4
108	и другое	3	4
109	как будто	3	4
110	в себе	4	4
111	не то	2	4
112	в виду	3	4
113	в них	2	3
114	только для	2	3
115	со всей	2	3
116	к этому	2	3
117	и к	4	3
118	ни в	4	3
119	он был	2	3
120	совсем не	3	3
121	того же	4	3
122	тот же	3	3
123	наряду с	2	3
124	и о	5	3
125	не к	2	3
126	то и	2	3
127	и только	2	3
128	бы не	3	3
129	что не	2	3
130	не так	4	3
131	по его	2	3
132	в таком	2	3
133	и тем	3	3
134	из всех	2	3
135	того как	5	3
136	тем что	2	3
137	далеко не	4	3
138	в то	4	3
139	его в	6	3
140	здесь не	7	3
141	едва ли	4	3
142	в поэме	2	3
143	но в	9	3
144	и которые	2	3
145	в данном	2	2
146	он видит	3	2
147	он хочет	2	2
148	не могут	2	2
149	и более	2	2
150	и другие	3	2
151	была бы	2	2
152	отнюдь не	4	2
153	и которая	3	2
154	нет никакого	3	2
155	в глаза	2	2
156	хотя бы	2	2
157	с этой	2	2
158	во всяком	2	2
159	что именно	2	2
160	же в	3	2
161	уже не	6	2
162	у нас	7	2
163	по существу	2	2
164	в силу	5	2
165	есть в	2	2
166	что здесь	2	2
167	мы читаем	6	2
168	или вернее	3	2
169	то время	3	2
170	здесь в	2	2
171	он все	2	2
172	со всеми	2	2
173	они не	2	2
174	в первой	2	2
175	и который	3	2
176	но он	5	2
177	всяком случае	2	2
178	и дальше	2	2
179	данном случае	2	2
180	говорит о	7	2
181	внимание на	3	2
182	что его	3	2
183	так же	5	2
184	в одной	2	2
185	по мнению	2	2
186	в виде	10	2
187	а с	4	2
188	еще и	4	2
189	не просто	5	2
190	есть только	3	2
191	в качестве	4	2
192	в конце	8	2
193	он в	3	2
194	что только	2	2
195	в русской	3	2
196	с ним	3	2
197	ничего не	2	2
