N	2gram	Voloshinov_2	EvropaiC
1	таким образом	14	32
2	в том	7	31
3	и в	19	24
4	том что	10	20
5	все эти	3	19
6	не может	18	18
7	то что	4	17
8	может быть	28	15
9	все же	5	15
10	точки зрения	17	13
11	в своем	2	12
12	до сих	3	12
13	сих пор	3	12
14	самом деле	9	12
15	в этом	15	12
16	между тем	6	11
17	с этим	3	11
18	отношению к	8	10
19	мы знаем	2	10
20	как бы	19	10
21	по отношению	8	10
22	во всех	6	10
23	так и	10	10
24	на то	4	9
25	при этом	9	9
26	как и	9	9
27	того же	5	9
28	что в	2	9
29	не в	10	8
30	в самом	6	8
31	так же	5	8
32	если бы	11	8
33	и все	6	8
34	с точки	13	8
35	к тому	6	7
36	но и	10	7
37	и не	19	7
38	о том	3	7
39	что он	4	7
40	или менее	2	7
41	на самом	7	7
42	того чтобы	6	7
43	для того	6	7
44	более или	2	7
45	должна быть	4	6
46	с другой	3	6
47	в этой	3	6
48	того что	4	6
49	как на	2	6
50	и на	5	6
51	так как	3	6
52	еще не	3	6
53	что и	3	6
54	мы можем	6	6
55	только в	8	6
56	вместе с	2	6
57	именно в	2	5
58	что это	2	5
59	столь же	3	5
60	и от	3	5
61	на все	2	5
62	тому же	2	5
63	у него	2	5
64	и их	4	5
65	и с	2	5
66	его в	7	5
67	но в	7	5
68	к этому	5	5
69	в то	8	5
70	в его	5	5
71	не только	13	5
72	не будет	3	5
73	быть и	6	5
74	и для	7	5
75	лишь в	14	5
76	в себе	4	5
77	далеко не	2	5
78	никогда не	7	4
79	лишь при	2	4
80	одним из	2	4
81	в их	5	4
82	не так	2	4
83	должно быть	3	4
84	и то	3	4
85	связи с	13	4
86	мы уже	6	4
87	он не	3	4
88	не есть	3	4
89	совершенно не	5	4
90	то же	16	4
91	а с	2	4
92	если мы	6	4
93	и у	2	4
94	хотя бы	6	4
95	в таком	7	4
96	в виде	2	4
97	и т.д	4	4
98	с одной	3	3
99	в нашем	2	3
100	в этих	3	3
101	одного и	4	3
102	вопрос о	2	3
103	в тех	2	3
104	в нем	11	3
105	на этой	5	3
106	то ни	5	3
107	что оно	3	3
108	а в	3	3
109	это не	4	3
110	в начале	2	3
111	в истории	3	3
112	и потому	2	3
113	бы в	4	3
114	но по	2	3
115	прежде всего	7	3
116	в жизни	2	3
117	и того	5	3
118	у нас	3	3
119	мы сказали	3	3
120	от него	2	3
121	конечно не	4	3
122	на почве	9	3
123	слагается из	2	3
124	только что	3	3
125	должны быть	2	3
126	ко всем	2	3
127	в данном	5	3
128	тем более	5	3
129	в связи	7	3
130	культуры как	2	3
131	и это	3	3
132	отличие от	3	3
133	свою очередь	5	2
134	независимо от	2	2
135	тому что	4	2
136	точку зрения	2	2
137	как мы	15	2
138	сводится к	2	2
139	для него	9	2
140	что они	2	2
141	же время	8	2
142	в свою	6	2
143	одной стороны	3	2
144	к нему	5	2
145	они могут	2	2
146	но для	2	2
147	в ней	3	2
148	всяком случае	2	2
149	в котором	3	2
150	мы видели	4	2
151	каждого человека	2	2
152	бы то	4	2
153	другими словами	2	2
154	и до	3	2
155	они не	2	2
156	ни было	6	2
157	с ними	4	2
158	не следует	2	2
159	но как	2	2
160	не было	3	2
161	все то	2	2
162	во всяком	3	2
163	то есть	2	2
164	в основе	9	2
165	и более	7	2
166	отнюдь не	8	2
167	следует что	4	2
168	должен быть	2	2
169	вовсе не	11	2
170	конечно в	3	2
171	одна из	7	2
172	но не	2	2
173	было бы	4	2
174	жизни и	2	2
175	в сущности	14	2
176	и особенно	2	2
177	в процессе	18	2
178	из одного	4	2
179	между ними	2	2
180	которой мы	2	2
181	и ее	4	2
182	в другом	3	2
183	не знает	2	2
184	этого слова	5	2
185	если же	2	2
186	теперь мы	2	2
187	все его	2	2
188	из него	2	2
