N	2gram	Vinokur_Vv_1	Istorich
1	и в	27	24
2	что он	4	21
3	не только	21	21
4	и т	43	17
5	т е	38	16
6	этих случаях	2	16
7	т д	37	16
8	может быть	24	14
9	не может	13	14
10	в этих	3	13
11	что в	11	13
12	мы имеем	3	12
13	в этом	34	12
14	но и	5	11
15	это не	8	10
16	том что	26	10
17	а в	5	10
18	и что	4	10
19	с другой	8	9
20	не в	8	9
21	все же	8	9
22	о том	15	9
23	потому что	14	9
24	еще не	4	8
25	что и	3	8
26	все это	6	8
27	другой стороны	5	8
28	то же	8	8
29	а не	3	8
30	так как	13	8
31	один из	6	7
32	в том	31	7
33	мы видели	2	7
34	одна из	2	7
35	во всех	2	7
36	то что	17	7
37	вместе с	6	7
38	к нему	2	7
39	что здесь	2	7
40	таким образом	19	7
41	тем что	6	6
42	с этой	4	6
43	об этом	5	6
44	как и	5	6
45	так же	3	6
46	но не	7	6
47	в нем	13	6
48	а именно	6	6
49	того что	12	6
50	только в	13	6
51	как он	6	6
52	что это	3	6
53	ответ на	3	6
54	не менее	8	5
55	в тех	2	5
56	одной стороны	4	5
57	представляют собой	6	5
58	то это	3	5
59	отношение к	3	5
60	дело не	3	5
61	с одной	4	5
62	что она	3	5
63	в чем	4	5
64	ничего не	2	5
65	но в	10	5
66	на вопрос	6	4
67	никогда не	3	4
68	вовсе не	6	4
69	тем не	8	4
70	по существу	2	4
71	но все	3	4
72	представляет собой	12	4
73	при этом	3	4
74	есть и	4	4
75	после того	2	4
76	одной из	3	4
77	своего рода	3	4
78	же как	3	4
79	как бы	5	4
80	в их	11	4
81	и не	13	4
82	не имеет	4	4
83	мы не	2	4
84	точки зрения	7	4
85	в данном	11	4
86	мы можем	2	4
87	уже в	5	3
88	не столько	2	3
89	в качестве	7	3
90	в них	4	3
91	тогда когда	3	3
92	раньше чем	3	3
93	вопрос о	8	3
94	в различных	2	3
95	так что	5	3
96	в дальнейшем	2	3
97	после этого	2	3
98	для объяснения	2	3
99	например в	2	3
100	том чтобы	6	3
101	не вполне	4	3
102	себе и	2	3
103	его в	6	3
104	здесь нет	4	3
105	при помощи	2	3
106	с ней	2	3
107	сих пор	5	3
108	данном случае	5	3
109	как мы	9	3
110	этой стороны	2	3
111	и даже	5	3
112	и его	5	3
113	хотя и	3	3
114	из этих	5	3
115	связи с	3	3
116	что мы	2	3
117	в конце	3	3
118	тогда как	2	3
119	того как	3	3
120	по этому	2	2
121	тому что	2	2
122	того же	3	2
123	вообще не	3	2
124	что собственно	3	2
125	лежит в	2	2
126	этого не	2	2
127	только после	2	2
128	к этому	3	2
129	прежде всего	8	2
130	не могут	5	2
131	стороны и	3	2
132	и ее	4	2
133	в то	5	2
134	в ее	11	2
135	говорит о	3	2
136	в силу	3	2
137	только о	2	2
138	есть еще	2	2
139	так например	6	2
140	в форме	2	2
141	было бы	5	2
142	в самом	12	2
143	ни с	2	2
144	в котором	4	2
145	тем более	2	2
146	и др	2	2
147	был в	2	2
148	и тем	5	2
149	на том	3	2
150	д в	2	2
151	со стороны	12	2
152	здесь не	2	2
153	точно так	2	2
154	в связи	2	2
155	уже не	5	2
156	в особенности	4	2
157	не просто	4	2
158	стоит в	2	2
159	что не	5	2
160	что такое	10	2
161	на этот	4	2
162	по его	2	2
163	как это	5	2
164	сказать что	5	2
165	из них	3	2
166	с этим	2	2
167	и на	3	2
168	этот вопрос	4	2
169	во всем	2	2
170	только на	3	2
171	все эти	3	2
172	и это	6	2
173	должен был	4	2
174	а если	2	2
175	это искусство	3	2
176	если это	2	2
177	видит в	4	2
178	е в	4	2
179	до сих	5	2
