N	2gram	Bakhtin_fo_2	Problemy
1	и в	46	35
2	как бы	10	31
3	и не	9	27
4	что он	3	24
5	в его	8	21
6	но в	10	19
7	не может	2	18
8	к себе	4	18
9	как и	8	18
10	себе самому	3	18
11	в нем	5	16
12	то есть	10	16
13	то же	8	15
14	и все	6	15
15	но и	9	14
16	для него	3	14
17	может быть	7	14
18	все это	6	14
19	в сущности	2	14
20	и его	12	14
21	в этом	22	14
22	он не	5	13
23	прежде всего	14	12
24	и с	6	12
25	и к	2	12
26	в другом	3	12
27	в пределах	5	11
28	в то	5	11
29	слова и	3	11
30	не в	9	10
31	же время	4	10
32	не только	11	10
33	то что	7	10
34	в отношении	2	9
35	самим собою	2	9
36	так и	7	8
37	себя и	3	8
38	потому что	8	8
39	мы уже	9	8
40	все же	6	8
41	как мы	6	8
42	и для	9	8
43	лишь в	2	7
44	так же	2	7
45	а в	3	7
46	и наконец	6	7
47	точки зрения	10	7
48	с ним	4	7
49	вовсе не	13	7
50	еще не	6	7
51	там где	2	7
52	таким образом	3	7
53	что в	5	6
54	к тому	3	6
55	но это	2	6
56	что они	4	6
57	отношение к	3	6
58	и на	7	6
59	не знает	2	6
60	в одном	7	6
61	но не	5	6
62	и т.п	2	6
63	только в	11	6
64	в конце	2	5
65	в том	10	5
66	так что	4	5
67	уже говорили	4	5
68	и даже	3	5
69	во время	10	5
70	как в	4	5
71	в себе	4	5
72	на протяжении	3	5
73	и это	2	5
74	никогда не	6	4
75	друг другу	2	4
76	с другой	2	4
77	та же	3	4
78	переходим к	3	4
79	или иной	2	4
80	в мире	4	4
81	до конца	2	4
82	друг с	4	4
83	и вот	2	4
84	рядом с	2	4
85	и так	2	4
86	тон и	2	4
87	но он	2	4
88	его в	6	4
89	так как	6	4
90	у него	9	4
91	в них	7	4
92	по себе	2	4
93	по своему	2	4
94	тот же	3	4
95	наконец в	2	4
96	нет и	3	4
97	протяжении всего	2	4
98	и прежде	3	4
99	в той	2	4
100	а не	4	4
101	и у	5	4
102	во всяком	2	4
103	тем что	3	4
104	с другом	4	4
105	все его	4	4
106	уже в	4	3
107	и от	2	3
108	словом и	2	3
109	совсем не	2	3
110	в реальном	3	3
111	дело идет	2	3
112	в виду	3	3
113	из них	8	3
114	в форме	3	3
115	в одной	2	3
116	все эти	5	3
117	не мог	2	3
118	того что	3	3
119	должно быть	5	3
120	это не	2	3
121	для других	3	3
122	и во	6	3
123	говорить о	2	3
124	в последующем	2	3
125	в котором	4	3
126	с тем	2	3
127	него и	2	3
128	с этим	5	3
129	как его	2	3
130	том что	4	3
131	было бы	2	3
132	со всеми	2	3
133	во всех	11	3
134	что и	3	3
135	уже не	3	3
136	которой он	2	3
137	так сказать	7	2
138	в роман	2	2
139	в этих	3	2
140	с этой	4	2
141	что все	2	2
142	одна и	2	2
143	что на	3	2
144	без всякого	2	2
145	в дальнейшем	5	2
146	на этом	2	2
147	в большинстве	3	2
148	в последнем	2	2
149	при этом	6	2
150	хотя и	3	2
151	мы видели	2	2
152	в своем	5	2
153	те же	6	2
154	но эта	2	2
155	и по	3	2
156	особенно в	2	2
157	каждый из	2	2
158	друг на	2	2
159	в которых	3	2
160	их в	4	2
161	он так	2	2
162	здесь еще	3	2
163	на друга	2	2
164	о том	4	2
165	как он	2	2
166	большинстве случаев	3	2
167	мире и	2	2
168	в этот	3	2
169	всех этих	7	2
170	и та	2	2
171	лежит в	2	2
172	а затем	3	2
173	то в	2	2
174	очень часто	2	2
175	здесь в	6	2
176	конечно не	4	2
177	как можно	3	2
178	всего романа	2	2
179	вместе с	9	2
180	быть и	2	2
181	но эти	3	2
182	жизнь и	3	2
183	и он	4	2
184	и как	3	2
185	с точки	8	2
186	и самое	4	2
