N	2gram	Losev_Dial_1	SlovoVZh
1	не может	12	16
2	точки зрения	17	14
3	может быть	17	14
4	как бы	11	13
5	и в	18	12
6	и не	30	10
7	если бы	12	9
8	так как	11	9
9	прежде всего	10	8
10	сказать что	10	7
11	в нем	16	6
12	в том	9	6
13	только в	3	6
14	в ней	3	6
15	то что	13	5
16	должна быть	3	5
17	никогда не	9	5
18	а не	14	5
19	можно сказать	6	5
20	то же	10	5
21	хотя бы	6	5
22	как и	2	5
23	том что	9	5
24	отнюдь не	9	5
25	как в	2	5
26	и следовательно	2	5
27	но в	6	5
28	в виду	5	5
29	ни было	2	4
30	все же	5	4
31	отношение к	5	4
32	жизни и	3	4
33	так и	9	4
34	с другой	6	4
35	на самом	3	4
36	уже не	2	4
37	что не	7	4
38	не в	6	4
39	в этом	12	4
40	в самом	3	4
41	к нему	8	4
42	и является	2	4
43	не только	13	4
44	в котором	4	3
45	в них	3	3
46	отношении к	3	3
47	точка зрения	2	3
48	и более	4	3
49	не менее	2	3
50	в своей	2	3
51	быть и	4	3
52	сих пор	2	3
53	все это	11	3
54	не должна	2	3
55	и вообще	4	3
56	все эти	2	3
57	ясно что	8	3
58	по себе	25	3
59	этой точки	2	3
60	но и	7	3
61	и пр	5	3
62	того что	2	3
63	точек зрения	3	3
64	или не	5	3
65	ни в	15	3
66	да и	6	3
67	так же	4	3
68	самом деле	3	3
69	и с	5	3
70	о том	4	3
71	нуждается в	3	3
72	в каком	8	3
73	в себе	11	3
74	для него	2	3
75	до сих	2	3
76	еще не	2	3
77	только на	3	3
78	и для	2	3
79	конечно не	3	3
80	с ним	6	3
81	как только	2	2
82	с этой	2	2
83	что и	3	2
84	но все	3	2
85	что в	13	2
86	как не	2	2
87	общего с	5	2
88	и так	2	2
89	в этих	5	2
90	в своем	5	2
91	но конечно	2	2
92	в отношении	5	2
93	точку зрения	3	2
94	рождается из	2	2
95	другой стороны	4	2
96	это не	9	2
97	вещи и	2	2
98	смысл и	4	2
99	мы имеем	2	2
100	и все	3	2
101	в особенности	5	2
102	тому же	2	2
103	с одной	2	2
104	была бы	3	2
105	к этому	2	2
106	и что	12	2
107	этой стороны	2	2
108	не есть	40	2
109	можем сказать	2	2
110	с точки	12	2
111	как же	5	2
112	стороны и	3	2
113	и притом	4	2
114	с другими	2	2
115	но это	8	2
116	такой же	2	2
117	в данном	3	2
118	в корне	2	2
119	и то	9	2
120	форму и	2	2
121	мы можем	4	2
122	но не	4	2
123	могут быть	3	2
124	но что	3	2
125	одно и	4	2
126	она не	6	2
127	в то	6	2
128	одной стороны	2	2
129	и совершенно	2	2
130	ни на	6	2
131	можно найти	2	2
132	и та	3	2
133	в чем	6	2
134	как это	4	2
135	к ним	2	2
136	ничего не	17	2
137	он не	3	2
138	в его	3	2
139	и потому	3	2
140	относится к	2	2
