N	2gram	Vinokur_Ku_2	StatiiOP
1	и в	23	44
2	в том	19	36
3	и т	39	30
4	что в	10	30
5	том что	11	29
6	т д	14	21
7	в этом	18	21
8	вовсе не	9	19
9	то что	9	18
10	не только	20	18
11	было бы	15	17
12	а в	3	17
13	и не	16	16
14	а не	10	16
15	т е	22	15
16	может быть	15	15
17	в данном	4	14
18	в области	11	14
19	как в	3	13
20	можно было	9	13
21	не в	8	12
22	у нас	12	11
23	в этой	6	11
24	самом деле	9	11
25	того чтобы	11	11
26	точки зрения	14	11
27	ясно что	5	10
28	для того	9	10
29	что он	5	10
30	но и	7	10
31	но в	11	10
32	только в	5	10
33	в отношении	2	9
34	с другой	8	9
35	но также	4	9
36	если бы	12	9
37	в то	4	9
38	как и	2	9
39	того что	3	9
40	т п	24	9
41	также и	5	9
42	так и	4	9
43	в его	5	9
44	все же	7	8
45	не может	9	8
46	и его	3	8
47	это не	6	8
48	с точки	8	8
49	я не	5	7
50	прежде всего	8	7
51	по поводу	2	7
52	в самом	12	7
53	в статье	3	7
54	для нас	4	7
55	другой стороны	7	7
56	таким образом	5	7
57	этом отношении	3	7
58	сказать что	4	7
59	что они	2	7
60	потому что	25	6
61	но это	3	6
62	что и	3	6
63	в своей	2	6
64	данном случае	2	6
65	со стороны	4	6
66	что же	5	6
67	именно в	3	6
68	на самом	2	6
69	в той	2	6
70	во всяком	5	6
71	хотя бы	9	6
72	всяком случае	5	6
73	не менее	7	5
74	никогда не	2	5
75	была бы	4	5
76	мне кажется	2	5
77	так же	4	5
78	данном отношении	2	5
79	что мы	6	5
80	совершенно не	3	5
81	в нем	4	5
82	все это	5	5
83	думаю что	2	5
84	вряд ли	4	5
85	той же	2	5
86	то же	6	5
87	этой области	4	5
88	и даже	2	5
89	и по	3	5
90	в которых	2	5
91	и то	5	5
92	тем что	3	5
93	могут быть	4	5
94	все эти	12	5
95	уже о	3	5
96	так как	15	5
97	там где	5	5
98	речь идет	2	4
99	что это	7	4
100	по словам	2	4
101	в частности	2	4
102	можно ли	4	4
103	это слово	4	4
104	что она	3	4
105	гораздо более	3	4
106	это в	2	4
107	вопрос о	9	4
108	или иного	2	4
109	бы и	4	4
110	это и	3	4
111	же время	3	4
112	но все	4	4
113	и что	8	4
114	в качестве	8	4
115	того или	2	4
116	же и	2	4
117	как раз	3	4
118	как бы	4	4
119	на то	4	4
120	дело не	2	4
121	не было	4	4
122	что у	2	4
123	и сейчас	2	4
124	заключается в	2	4
125	не имеет	4	4
126	языка и	8	4
127	этот вопрос	6	4
128	как будто	2	4
129	как это	5	4
130	и с	7	3
131	с этой	2	3
132	в конце	4	3
133	должна быть	5	3
134	очень часто	2	3
135	материал для	2	3
136	ни в	4	3
137	да и	6	3
138	об этом	5	3
139	же как	2	3
140	чем в	3	3
141	но не	6	3
142	а на	2	3
143	того же	3	3
144	еще не	5	3
145	п в	3	3
146	что не	6	3
147	своего рода	4	3
148	и для	2	3
149	или иное	3	3
150	в ней	3	3
151	не все	3	3
152	должен быть	5	3
153	и тем	5	3
154	а именно	2	3
155	о значении	2	3
156	что для	2	3
157	с одной	2	3
158	что оно	3	3
159	лишь в	5	3
160	должны быть	2	3
161	на этот	2	3
162	тем же	2	3
163	это просто	2	3
164	конечно и	2	3
165	в результате	4	3
166	то или	3	3
167	что касается	2	3
168	ставит себе	2	3
169	в каком	4	3
170	обстоятельство что	7	3
171	в другом	2	3
172	и вообще	2	3
173	не хочу	2	3
174	вопроса о	6	3
175	связанные с	2	3
176	будто бы	2	3
177	ответ на	2	3
178	между тем	6	3
179	с этим	3	3
180	такие случаи	3	2
181	что все	5	2
182	достаточно для	2	2
183	уже в	3	2
184	нисколько не	3	2
185	всех этих	3	2
186	даже и	2	2
187	в своем	2	2
188	превращается в	2	2
189	по крайней	6	2
190	не всегда	2	2
191	на который	2	2
192	смысле этого	2	2
193	что на	4	2
194	ни были	3	2
195	крайней мере	6	2
196	этом случае	2	2
197	ли не	2	2
198	по существу	5	2
199	и более	2	2
200	есть в	3	2
201	при этом	2	2
202	она не	2	2
203	этого вопроса	3	2
204	несмотря на	5	2
205	не хочет	2	2
206	в сущности	9	2
207	зрения в	3	2
208	между прочим	2	2
209	следовало бы	2	2
210	но для	3	2
211	и потому	2	2
212	ср например	3	2
213	а также	3	2
214	свое время	2	2
215	этого слова	5	2
216	как можно	2	2
217	тем не	6	2
218	никаких оснований	2	2
219	конечно не	2	2
220	отношения к	2	2
221	целый ряд	5	2
222	для этого	3	2
223	в свое	2	2
224	то обстоятельство	7	2
225	еще и	2	2
226	тем самым	2	2
227	так или	2	2
228	и у	2	2
229	или иначе	3	2
230	русского языка	4	2
231	ничего не	4	2
232	не знает	3	2
233	в своих	2	2
234	языка не	2	2
235	не надо	3	2
236	от этого	2	2
237	у него	3	2
238	однако и	2	2
239	ни на	2	2
240	он не	3	2
241	что эта	2	2
242	говорить о	4	2
243	о котором	2	2
244	то не	2	2
245	и все	2	2
246	и это	3	2
247	в иных	2	2
248	к нему	2	2
249	или же	2	2
250	а если	2	2
251	мы имеем	5	2
