N	2gram	Vygotskiy__3	RusskieA
1	и в	38	36
2	не только	12	22
3	что в	20	19
4	том что	14	19
5	в том	25	17
6	но и	5	16
7	так как	6	15
8	и другие	2	13
9	в этом	13	12
10	как мы	7	10
11	как и	8	10
12	и т	14	10
13	вместе с	5	10
14	и на	6	10
15	потому что	14	10
16	т д	4	9
17	а в	7	9
18	с тем	8	8
19	состоит в	3	8
20	у нас	2	8
21	мы увидим	12	8
22	из них	6	8
23	может быть	19	8
24	один из	6	8
25	и по	2	8
26	о том	6	8
27	как это	6	8
28	что они	4	7
29	что и	4	7
30	между тем	7	7
31	представляют собой	2	7
32	и не	10	6
33	для нас	8	6
34	так например	2	6
35	при этом	4	6
36	в них	3	6
37	уже не	2	6
38	таким образом	12	6
39	мы не	5	6
40	все это	3	6
41	не имеет	6	6
42	в виде	2	6
43	то что	35	6
44	полагает что	3	6
45	показывает что	2	5
46	все же	8	5
47	как будто	4	5
48	как бы	14	5
49	в течение	4	5
50	в которых	6	5
51	одно из	2	5
52	как в	4	5
53	того как	3	5
54	тому что	6	4
55	из этих	3	4
56	к этому	3	4
57	в тех	4	4
58	к тому	6	4
59	по существу	2	4
60	представляет собой	2	4
61	одна из	4	4
62	животных и	2	4
63	во всех	4	4
64	не может	7	4
65	а с	2	4
66	и что	18	4
67	того что	4	4
68	что этот	4	4
69	но это	3	4
70	тем что	3	4
71	только в	4	4
72	что по	3	4
73	что это	10	3
74	в этих	2	3
75	в качестве	2	3
76	в своем	5	3
77	но они	2	3
78	в одном	8	3
79	так называемой	3	3
80	думать что	2	3
81	в свою	4	3
82	и к	3	3
83	увидим ниже	2	3
84	на этом	5	3
85	не можем	4	3
86	несмотря на	5	3
87	к ним	3	3
88	то же	10	3
89	она в	3	3
90	к тем	3	3
91	с точки	9	3
92	так же	2	3
93	ничего не	2	3
94	их в	2	3
95	точки зрения	16	3
96	то есть	15	3
97	далеко не	3	3
98	этого слова	2	3
99	всех этих	2	2
100	и более	2	2
101	между собой	2	2
102	что у	7	2
103	только для	3	2
104	та же	3	2
105	с этим	8	2
106	не просто	2	2
107	главным образом	3	2
108	его к	2	2
109	что именно	2	2
110	в нем	4	2
111	у него	4	2
112	он был	3	2
113	такое же	3	2
114	так что	8	2
115	и как	8	2
116	мы видим	12	2
117	в силу	2	2
118	такой же	2	2
119	свою очередь	2	2
120	но что	2	2
121	до конца	2	2
122	это имеет	2	2
123	она не	6	2
124	отнюдь не	2	2
125	когда он	4	2
126	например в	2	2
127	имеет место	2	2
128	в ней	15	2
129	в его	5	2
130	в целом	4	2
131	что она	16	2
132	для этого	2	2
133	должны были	2	2
134	все эти	4	2
135	в какой	5	2
136	на самом	2	2
137	а не	7	2
138	и для	4	2
139	и другими	2	2
140	с ним	2	2
141	или в	5	2
142	в своих	4	2
143	мы можем	7	2
144	к ней	2	2
145	и здесь	6	2
146	но в	3	2
147	в один	3	2
148	там где	6	2
