N	2gram	Vygotskiy__4	Mirosoze
1	и в	33	46
2	в нем	7	22
3	у него	6	22
4	может быть	22	21
5	в этом	28	20
6	никогда не	5	18
7	и не	13	18
8	не только	7	18
9	но и	3	15
10	не может	10	15
11	как и	5	13
12	а не	6	13
13	прежде всего	2	12
14	потому что	24	12
15	не было	3	11
16	в ней	6	11
17	но он	6	11
18	у нас	4	11
19	и он	3	11
20	та же	3	10
21	но в	2	10
22	он не	11	10
23	в себе	6	10
24	не в	2	9
25	и есть	4	8
26	как бы	25	8
27	в своем	7	8
28	так как	12	8
29	она не	3	8
30	в мире	3	7
31	в этой	9	7
32	человеческой природы	2	7
33	что он	20	7
34	и к	2	7
35	и потому	2	7
36	как в	3	7
37	хотя бы	2	7
38	и для	3	7
39	вопрос о	2	6
40	что это	13	6
41	так же	13	6
42	того что	4	6
43	и здесь	3	6
44	жизни и	4	6
45	в русской	2	6
46	то же	9	5
47	я не	4	5
48	бы и	2	5
49	что все	11	5
50	и вот	6	5
51	в самом	12	5
52	один из	2	5
53	что она	10	5
54	те же	2	5
55	это не	6	5
56	в конце	8	5
57	и все	12	5
58	во всем	2	5
59	к тому	12	5
60	то что	44	5
61	в своей	4	5
62	для того	23	5
63	и его	5	5
64	в его	10	5
65	и это	5	5
66	что в	21	4
67	тому что	6	4
68	для этого	8	4
69	до конца	7	4
70	что у	4	4
71	не имеет	2	4
72	также и	2	4
73	с его	2	4
74	в жизни	4	4
75	думать что	2	4
76	том что	22	4
77	перед ним	2	4
78	что и	3	4
79	себя в	4	4
80	так и	3	4
81	того чтобы	22	4
82	жизнь и	4	4
83	же как	3	3
84	и от	2	3
85	на все	2	3
86	в такой	2	3
87	одна и	2	3
88	к которой	3	3
89	ни в	3	3
90	в том	21	3
91	что они	6	3
92	всю жизнь	2	3
93	что всякий	2	3
94	для чего	4	3
95	не для	3	3
96	в своих	3	3
97	и на	5	3
98	сказать что	13	3
99	и с	2	3
100	о том	20	3
101	его в	3	3
102	как он	5	3
103	с ним	5	3
104	если бы	10	3
105	в них	2	3
106	это и	5	3
107	в трагедии	10	3
108	до сих	3	3
109	не будет	4	3
110	сих пор	3	3
111	и она	2	3
112	той же	4	3
113	тем что	3	3
114	только в	4	3
115	те которые	2	3
116	только с	2	3
117	что нет	2	3
118	место в	2	2
119	уже в	2	2
120	не был	2	2
121	ее и	2	2
122	все время	24	2
123	да и	3	2
124	так что	7	2
125	в действительности	2	2
126	и если	9	2
127	и той	2	2
128	она есть	2	2
129	и за	3	2
130	и других	4	2
131	должно быть	3	2
132	его не	2	2
133	а в	4	2
134	увидим что	3	2
135	с гениальной	2	2
136	в основе	3	2
137	точки зрения	6	2
138	нет ни	3	2
139	на этом	3	2
140	и та	2	2
141	бы его	3	2
142	если он	2	2
143	по себе	9	2
144	в дневнике	3	2
145	для нашей	2	2
146	мы видим	6	2
147	связи с	2	2
148	и что	25	2
149	тот же	3	2
150	мы увидим	2	2
151	себе и	2	2
152	в сущности	6	2
153	во всех	2	2
154	с таким	2	2
155	нем нет	2	2
156	принадлежит к	2	2
157	вместе с	8	2
158	ее в	4	2
159	не хотел	2	2
160	к самому	2	2
161	бы не	2	2
162	одной и	2	2
163	говорит что	10	2
164	что не	4	2
165	и эта	2	2
166	ни одного	2	2
167	в последней	2	2
168	из этой	3	2
169	можно было	4	2
170	тому как	2	2
171	не надо	2	2
172	от этого	3	2
173	сам по	2	2
174	как будто	8	2
175	в которой	4	2
176	ничего не	2	2
177	много раз	2	2
