N	2gram	Losev_Dial_1	Myslijsy
1	потому что	14	52
2	и в	18	39
3	может быть	17	27
4	в том	9	26
5	только в	3	25
6	что в	13	22
7	не может	12	22
8	а не	14	21
9	так как	11	21
10	не только	13	21
11	в нем	16	20
12	но и	7	20
13	и не	30	18
14	том что	9	16
15	так что	15	16
16	не в	6	15
17	в этом	12	15
18	если бы	12	14
19	так и	9	13
20	в себе	11	13
21	было бы	12	12
22	точно так	2	11
23	есть только	5	11
24	по себе	25	10
25	что не	7	10
26	не есть	40	10
27	то что	13	10
28	как в	2	10
29	и что	12	10
30	могут быть	3	9
31	как и	2	9
32	мысли в	2	9
33	мысли и	3	9
34	но в	6	9
35	но не	4	8
36	со стороны	2	8
37	того что	2	8
38	точки зрения	17	8
39	с другой	6	7
40	должно быть	3	7
41	в ней	3	7
42	с этим	2	7
43	это не	9	7
44	то и	2	7
45	в этих	5	7
46	не менее	2	6
47	по мере	2	6
48	и как	7	6
49	еще не	2	6
50	как бы	11	6
51	что и	3	6
52	все же	5	6
53	и т	21	6
54	то же	10	6
55	между собою	2	6
56	в каком	8	6
57	вовсе не	7	5
58	что человек	2	5
59	несмотря на	10	5
60	но это	8	5
61	то в	7	5
62	и потому	3	5
63	только тогда	2	5
64	в его	3	5
65	то это	4	5
66	другой стороны	4	5
67	так же	4	5
68	а в	5	5
69	и для	2	5
70	не имеет	15	5
71	никогда не	9	4
72	вопрос о	2	4
73	этом смысле	3	4
74	прежде всего	10	4
75	а только	3	4
76	мы видим	4	4
77	от него	4	4
78	же время	4	4
79	для него	2	4
80	к тому	4	4
81	в каждом	2	4
82	есть нечто	10	4
83	т п	2	4
84	т д	19	4
85	не было	6	4
86	и притом	4	4
87	и даже	13	4
88	само по	5	4
89	из этих	2	4
90	есть наука	3	4
91	во всем	2	4
92	в то	6	4
93	бы в	3	4
94	на деле	2	4
95	сама по	8	3
96	что это	11	3
97	тому что	3	3
98	в них	3	3
99	и от	2	3
100	и это	2	3
101	друг другу	3	3
102	думать что	3	3
103	как она	7	3
104	только потому	3	3
105	в своем	5	3
106	если мы	2	3
107	мы увидим	2	3
108	она не	6	3
109	одной стороны	2	3
110	только на	3	3
111	в своей	2	3
112	и их	2	3
113	что если	2	3
114	относится к	2	3
115	для того	2	3
116	помнить что	2	3
117	никто не	2	3
118	об отношении	5	3
119	в мире	2	3
120	в самом	3	3
121	были бы	2	3
122	что как	2	3
123	с одной	2	3
124	что для	3	3
125	с ним	6	3
126	должна быть	3	3
127	и то	9	3
128	сказать что	10	3
129	во всяком	4	3
130	хотя и	4	3
131	он не	3	3
132	и при	2	3
133	в сознании	3	3
134	и вообще	4	3
135	с точки	12	3
136	мы должны	5	3
137	и все	3	3
138	то не	2	3
139	и другое	2	3
140	и с	5	3
141	но как	2	3
142	не существует	7	2
143	могла бы	2	2
144	нисколько не	4	2
145	и более	4	2
146	и есть	16	2
147	нуждается в	3	2
148	в образ	2	2
149	с этой	2	2
150	по крайней	4	2
151	но с	3	2
152	была бы	3	2
153	как например	2	2
154	стороны и	3	2
155	что именно	2	2
156	на то	5	2
157	но если	5	2
158	как мы	4	2
159	о которых	2	2
160	ни было	2	2
161	не зная	2	2
162	есть для	2	2
163	жизни и	3	2
164	уже не	2	2
165	но все	3	2
166	есть не	3	2
167	только то	4	2
168	и может	2	2
169	мог бы	2	2
170	на себе	3	2
171	и о	3	2
172	никак не	6	2
173	и следовательно	2	2
174	к ней	4	2
175	на что	2	2
176	в виду	5	2
177	чтобы не	2	2
178	для нее	2	2
179	его с	3	2
180	не нуждается	5	2
181	крайней мере	4	2
182	его самого	2	2
183	но уже	2	2
184	образом и	2	2
185	что же	3	2
186	для всякого	2	2
187	в их	3	2
188	только что	3	2
189	тем более	2	2
190	для этого	2	2
191	нем есть	6	2
192	ничего общего	4	2
193	в разных	3	2
194	что оно	5	2
195	еще более	3	2
196	из того	2	2
197	сами не	2	2
198	хотя бы	6	2
199	к ним	2	2
200	даже и	3	2
201	то он	2	2
202	он есть	4	2
203	если и	2	2
204	что даже	2	2
205	о том	4	2
206	заметить что	2	2
207	то мы	2	2
208	стало быть	9	2
209	мы можем	4	2
