N	2gram	Vinokur_Ku_1	Problema
1	в его	12	43
2	и не	12	42
3	и в	24	38
4	не может	7	27
5	может быть	13	26
6	как бы	7	22
7	по отношению	8	21
8	отношению к	9	19
9	и с	5	17
10	и его	5	16
11	в нем	4	15
12	в этом	14	15
13	и т	33	14
14	прежде всего	9	13
15	только в	11	13
16	т п	18	13
17	но не	5	12
18	ни в	2	11
19	и для	2	11
20	в области	7	11
21	в их	3	10
22	таким образом	12	10
23	но и	6	9
24	не имеет	2	9
25	не только	10	9
26	в том	30	8
27	и как	2	8
28	точки зрения	14	8
29	было бы	15	8
30	то что	9	8
31	что в	17	7
32	и становится	2	7
33	с другой	7	7
34	с помощью	7	7
35	не в	11	7
36	в самом	10	7
37	между тем	5	7
38	как и	2	7
39	еще не	5	7
40	в своей	2	7
41	не всегда	2	6
42	в пределах	4	6
43	а в	5	6
44	не есть	4	6
45	все же	12	6
46	самом деле	9	6
47	с точки	9	6
48	там где	4	6
49	ничего не	2	6
50	то же	8	5
51	в своем	3	5
52	это не	7	5
53	при этом	6	5
54	никогда не	2	5
55	все эти	6	5
56	должно быть	3	5
57	рядом с	5	5
58	может иметь	2	5
59	с ним	5	5
60	в них	7	5
61	со словом	3	5
62	конечно не	2	5
63	в большинстве	2	5
64	так и	7	5
65	не на	4	5
66	а не	8	5
67	должна быть	3	4
68	не менее	7	4
69	на самом	2	4
70	лишь как	2	4
71	должны быть	2	4
72	в ней	6	4
73	в виду	5	4
74	другой стороны	6	4
75	себя самого	2	4
76	с ними	4	4
77	в более	2	4
78	в то	2	4
79	о том	9	4
80	и потому	4	4
81	к которому	3	4
82	но в	2	4
83	значение слова	3	4
84	не с	3	4
85	относится к	2	4
86	как в	4	4
87	тем самым	4	4
88	что не	5	4
89	между ними	2	4
90	хотя бы	10	4
91	можно было	6	4
92	в данном	4	4
93	в себе	3	4
94	здесь не	3	4
95	в тех	4	3
96	слова но	2	3
97	тем не	4	3
98	же время	2	3
99	несмотря на	3	3
100	например в	5	3
101	хотя и	3	3
102	не является	2	3
103	и тем	2	3
104	в целом	4	3
105	все это	6	3
106	они не	3	3
107	есть лишь	3	3
108	и даже	3	3
109	и на	4	3
110	языка в	12	3
111	также и	2	3
112	и должно	2	3
113	иных случаях	2	3
114	если бы	9	3
115	и все	2	3
116	этом смысле	3	3
117	ясно что	3	3
118	событие и	2	3
119	том что	21	3
120	мы увидим	3	3
121	он не	2	3
122	оно не	3	3
123	в иных	2	3
124	но с	2	3
125	в слове	2	3
126	в таком	3	3
127	слова и	4	3
128	я не	2	2
129	не могут	2	2
130	том как	3	2
131	и есть	2	2
132	в частности	4	2
133	в этих	4	2
134	в какой	6	2
135	что все	2	2
136	в каждом	2	2
137	была бы	3	2
138	содержание и	5	2
139	на то	4	2
140	или иной	3	2
141	можно сказать	3	2
142	а только	8	2
143	как таковой	2	2
144	что оно	3	2
145	отношения и	2	2
146	в свою	3	2
147	и пр	15	2
148	что это	5	2
149	не имеют	3	2
150	именно поэтому	2	2
151	в котором	3	2
152	и значение	2	2
153	в связи	3	2
154	в особенности	3	2
155	не было	3	2
156	этом отношении	5	2
157	в самой	4	2
158	лишь в	2	2
159	и что	5	2
160	того что	9	2
161	и здесь	3	2
162	нуждается в	3	2
163	к себе	4	2
164	в истории	3	2
165	о котором	2	2
166	того или	4	2
167	как это	3	2
168	мы имеем	6	2
169	с его	4	2
170	и более	2	2
171	следует что	4	2
172	не все	2	2
173	вовсе не	10	2
174	или иного	3	2
175	языка как	5	2
176	что он	6	2
177	у нас	10	2
178	по существу	4	2
179	и при	2	2
180	связи с	7	2
181	том же	2	2
182	должен быть	4	2
183	что и	4	2
184	и именно	2	2
185	в современной	2	2
186	язык в	5	2
187	к своему	2	2
188	можно говорить	2	2
189	того чтобы	17	2
190	для того	16	2
191	и он	3	2
192	или в	2	2
193	тем что	8	2
194	в таких	4	2
