N	2gram	Propp_Isto_6	Myslijsy
1	потому что	13	49
2	для нас	2	31
3	и в	26	24
4	может быть	11	23
5	то что	6	20
6	и не	10	19
7	а не	2	18
8	в том	12	18
9	что в	12	16
10	не только	10	15
11	того же	2	14
12	при этом	3	13
13	было бы	2	13
14	не в	3	13
15	но не	2	12
16	не может	6	12
17	то же	5	12
18	мы можем	7	12
19	если бы	3	11
20	что мы	2	11
21	что и	4	11
22	вместе с	8	11
23	мы не	6	11
24	только в	5	11
25	таким образом	12	11
26	в себе	3	10
27	так что	3	10
28	как в	6	10
29	тогда как	2	10
30	так как	18	10
31	независимо от	3	9
32	точно так	2	9
33	вовсе не	2	9
34	в нем	8	9
35	как бы	4	9
36	но и	9	9
37	то и	2	9
38	а в	3	8
39	том что	10	8
40	в одно	2	8
41	и на	12	8
42	в этом	12	8
43	могут быть	3	8
44	прежде всего	4	7
45	во всяком	2	7
46	всяком случае	2	7
47	или же	2	7
48	как и	5	7
49	того что	2	7
50	тем что	5	7
51	с этим	2	7
52	того как	3	7
53	с другой	10	6
54	в одном	3	6
55	не есть	2	6
56	и как	2	6
57	и т	10	6
58	не было	3	6
59	не имеет	2	6
60	в то	5	6
61	и только	3	6
62	с ним	8	5
63	что они	2	5
64	что не	2	5
65	на то	2	5
66	о том	7	5
67	так и	5	5
68	в них	3	5
69	от того	3	5
70	все же	8	5
71	главным образом	3	4
72	никогда не	13	4
73	из этих	4	4
74	что он	9	4
75	уже не	7	4
76	такой же	3	4
77	одна из	2	4
78	и другое	2	4
79	до сих	4	4
80	еще не	9	4
81	должны быть	2	4
82	время как	3	4
83	нам кажется	2	4
84	в некоторых	2	4
85	сих пор	4	4
86	так в	6	4
87	с одной	7	4
88	что оно	4	4
89	и что	5	4
90	тем самым	2	4
91	они не	3	4
92	от него	3	4
93	как он	6	4
94	там где	5	4
95	то время	3	4
96	с тем	4	4
97	в других	4	4
98	но в	7	4
99	что это	2	3
100	так например	3	3
101	это не	4	3
102	и от	3	3
103	но мы	2	3
104	то это	5	3
105	все что	4	3
106	одной стороны	7	3
107	кажется что	2	3
108	но это	4	3
109	например в	7	3
110	относится к	2	3
111	в ней	5	3
112	его в	5	3
113	и тем	4	3
114	себе в	4	3
115	на него	2	3
116	со стороны	3	3
117	что она	3	3
118	только что	2	3
119	т д	8	3
120	человека в	2	3
121	не так	2	3
122	его не	2	3
123	как на	3	3
124	об одном	2	3
125	с ними	2	3
126	и то	3	3
127	далеко не	3	3
128	в этих	2	3
129	в эту	2	3
130	том как	3	3
131	и его	7	2
132	что у	2	2
133	превращается в	7	2
134	но он	2	2
135	и это	8	2
136	к этому	3	2
137	вопрос о	3	2
138	зависит от	4	2
139	с его	4	2
140	после того	2	2
141	мы знаем	2	2
142	что душа	3	2
143	у нас	5	2
144	но все	2	2
145	все эти	8	2
146	так же	2	2
147	у него	7	2
148	некоторых случаях	2	2
149	связано с	4	2
150	случаи когда	2	2
151	и мертвых	2	2
152	в его	5	2
153	он представляется	2	2
154	его с	3	2
155	один из	3	2
156	но эти	2	2
157	другой стороны	8	2
158	а с	2	2
159	и других	3	2
160	и они	2	2
161	мы находим	2	2
162	мы видим	5	2
163	и по	4	2
164	как это	5	2
165	или в	3	2
166	по отношению	2	2
167	их в	3	2
168	сказать что	3	2
169	быть только	2	2
170	на более	3	2
171	о котором	2	2
172	мы должны	2	2
173	общие черты	2	2
174	когда мы	2	2
175	оно может	2	2
