N	2gram	Losev_Dial_2	Hudozhes
1	и в	19	28
2	том что	10	19
3	в ее	4	18
4	и не	30	18
5	в том	14	15
6	а не	16	14
7	не в	8	13
8	в этом	8	13
9	о том	5	12
10	перед нами	2	11
11	как и	10	11
12	при этом	4	11
13	не только	19	11
14	уже не	3	10
15	но и	12	9
16	в себе	15	9
17	в душе	7	8
18	о чем	3	8
19	в жизни	2	8
20	что он	6	8
21	может быть	20	8
22	себя в	2	8
23	так и	10	8
24	между тем	2	8
25	я не	6	7
26	и все	12	7
27	к тому	2	7
28	об этом	3	7
29	в мире	2	7
30	в частности	2	7
31	что она	14	7
32	с ним	4	7
33	как это	7	7
34	это не	10	6
35	можно сказать	5	6
36	то что	14	6
37	жизни и	6	6
38	в своей	8	6
39	человеческой жизни	2	6
40	то же	12	6
41	не было	3	6
42	а в	4	6
43	и с	5	6
44	тем что	2	6
45	в то	6	6
46	я и	2	6
47	что это	10	5
48	не менее	3	5
49	в своем	4	5
50	как бы	14	5
51	как в	2	5
52	вот и	2	5
53	да и	6	5
54	с ее	2	5
55	в этой	3	5
56	что в	7	5
57	она не	8	5
58	в самом	5	5
59	никогда не	9	5
60	и его	5	5
61	одно из	4	5
62	ничего не	3	5
63	бы и	2	4
64	тому что	2	4
65	тем не	2	4
66	но не	6	4
67	что они	6	4
68	же время	5	4
69	он не	4	4
70	что и	5	4
71	и уже	3	4
72	и т	17	4
73	как раз	5	4
74	не может	9	4
75	как будто	7	4
76	только в	5	4
77	как только	3	3
78	все время	3	3
79	была бы	3	3
80	в состоянии	2	3
81	с другой	5	3
82	в одном	4	3
83	человека и	2	3
84	с нею	3	3
85	личности в	8	3
86	прежде всего	8	3
87	в нем	10	3
88	что на	2	3
89	самом деле	4	3
90	есть и	6	3
91	еще не	4	3
92	было бы	3	3
93	в это	3	3
94	несмотря на	2	3
95	раз в	2	3
96	ни о	2	3
97	в ней	2	3
98	мы уже	8	3
99	в этих	3	3
100	на него	2	3
101	все это	4	3
102	не могу	6	3
103	с одной	2	3
104	чтобы не	6	3
105	так же	2	3
106	личность в	2	3
107	или в	2	3
108	с ними	2	3
109	что у	2	3
110	же самое	2	3
111	будто бы	3	3
112	как он	4	3
113	и это	5	3
114	к нему	4	3
115	все его	3	3
116	только не	2	2
117	т е	30	2
118	отнюдь не	6	2
119	именно в	2	2
120	не как	2	2
121	и от	3	2
122	вовсе не	13	2
123	как мы	3	2
124	что я	2	2
125	же как	3	2
126	на этом	2	2
127	это уже	2	2
128	что не	6	2
129	и к	7	2
130	того или	2	2
131	не по	2	2
132	же и	9	2
133	до сих	2	2
134	если в	2	2
135	сам не	2	2
136	это было	3	2
137	все же	4	2
138	не будет	2	2
139	как же	3	2
140	из них	3	2
141	ни с	4	2
142	вместе с	2	2
143	дело не	2	2
144	сих пор	2	2
145	жизни с	2	2
146	данном случае	2	2
147	что же	2	2
148	и тогда	3	2
149	т п	2	2
150	т д	15	2
151	того как	2	2
152	жизнь в	2	2
153	хотя бы	4	2
154	с точки	8	2
155	в данном	3	2
156	и то	7	2
157	сказать что	10	2
158	потому что	14	2
159	различия между	2	2
160	личности и	6	2
161	в виде	2	2
162	нуждается в	3	2
163	точки зрения	12	2
164	не во	2	2
165	что личность	2	2
166	в воздухе	2	2
167	говорить о	5	2
168	в другом	4	2
169	и только	4	2
170	его в	3	2
171	та же	4	2
172	но в	2	2
173	же не	3	2
174	том как	2	2
