N	3gram	Vygotskiy__5	KulturaY
1	в том что	11	10
2	можно было бы	3	9
3	с точки зрения	9	8
4	для того чтобы	14	8
5	с другой стороны	2	7
6	в самом деле	2	7
7	то обстоятельство что	2	7
8	само по себе	2	5
9	в зависимости от	2	4
10	не может быть	3	4
11	в этом отношении	5	3
12	в лучшем случае	3	3
13	и в другом	2	2
14	можно сказать что	5	2
15	в отличие от	2	2
16	так же как	7	2
17	с этой точки	4	2
18	в свое время	2	2
19	в свою очередь	3	2
20	этой точки зрения	4	2
21	но все же	2	2
22	вместе с тем	2	2
23	письменной речи в	3	2
24	мы говорим о	2	2
25	на этот вопрос	4	2
26	в этом случае	3	2
27	потому что он	5	2
