N	2gram	Vygotskiy__7	StatiiOP
1	и в	26	25
2	в этом	29	24
3	в том	18	20
4	что в	12	19
5	что он	8	19
6	может быть	7	19
7	тем что	9	19
8	что это	6	16
9	том что	17	15
10	в этой	3	14
11	в его	4	12
12	то что	24	12
13	не только	24	12
14	в этих	2	11
15	так что	4	11
16	прежде всего	7	10
17	таким образом	23	10
18	и не	18	10
19	но и	11	9
20	все это	3	8
21	в своих	2	8
22	о том	4	8
23	это не	3	7
24	было бы	6	7
25	с этим	2	7
26	не может	11	7
27	точки зрения	28	7
28	в то	3	7
29	из этих	3	6
30	в конце	4	6
31	не в	4	6
32	только в	8	6
33	как бы	6	6
34	как в	4	6
35	как на	6	6
36	а в	2	6
37	в области	4	6
38	то же	8	5
39	потому что	16	5
40	с другой	4	5
41	на то	4	5
42	ни в	2	5
43	об этом	3	5
44	говорит что	2	5
45	в котором	4	5
46	ответ на	2	5
47	а не	6	5
48	того что	14	5
49	он не	3	5
50	отношения между	4	5
51	так и	3	5
52	но в	4	5
53	этом отношении	3	4
54	с тем	5	4
55	состоит в	3	4
56	связана с	3	4
57	в смысле	6	4
58	у нас	2	4
59	как и	15	4
60	мы видим	3	4
61	это есть	4	4
62	но это	3	4
63	в начале	5	4
64	то в	2	4
65	в качестве	5	4
66	можно сказать	5	4
67	если бы	5	4
68	и к	7	4
69	на его	2	4
70	в ней	3	4
71	к ней	2	4
72	относится к	2	4
73	и тем	6	4
74	в своей	3	4
75	в целом	5	4
76	отношение к	2	4
77	в речи	5	4
78	из этого	2	4
79	всего в	2	4
80	отличается от	3	4
81	лишь в	2	4
82	из которых	2	4
83	с точки	21	4
84	в чем	3	4
85	к нему	3	4
86	и для	5	4
87	и с	5	4
88	время как	2	4
89	сказать что	8	4
90	во всяком	2	4
91	все же	6	4
92	в которой	11	4
93	что эти	3	4
94	то время	2	4
95	ничего не	2	4
96	на вопрос	5	3
97	что все	2	3
98	уже в	2	3
99	находит свое	3	3
100	тому что	9	3
101	в какой	6	3
102	во время	2	3
103	к этому	2	3
104	показывает что	2	3
105	и здесь	2	3
106	с этой	5	3
107	для него	3	3
108	и что	6	3
109	до конца	5	3
110	одной стороны	5	3
111	несмотря на	2	3
112	о которых	2	3
113	и наконец	4	3
114	все эти	6	3
115	не является	3	3
116	по этому	4	3
117	в их	2	3
118	от нее	2	3
119	как раз	3	3
120	что этот	5	3
121	что мы	9	3
122	нельзя не	2	3
123	и его	12	3
124	что для	2	3
125	но он	2	3
126	связи с	4	3
127	так как	14	3
128	что по	2	3
129	не менее	4	2
130	случае в	3	2
131	именно поэтому	2	2
132	никогда не	4	2
133	себя и	2	2
134	для этого	3	2
135	точку зрения	2	2
136	что у	4	2
137	и во	4	2
138	в одной	3	2
139	тогда когда	5	2
140	но также	3	2
141	одного из	2	2
142	этих двух	2	2
143	вовсе не	2	2
144	в такой	4	2
145	его к	2	2
146	и ее	2	2
147	самого начала	7	2
148	к тому	7	2
149	как мы	14	2
150	на котором	3	2
151	а по	2	2
152	что его	2	2
153	такой же	3	2
154	что они	10	2
155	есть в	3	2
156	что если	2	2
157	но не	3	2
158	в свою	2	2
159	движения в	3	2
160	до сих	3	2
161	еще не	4	2
162	одной из	4	2
163	к слову	14	2
164	в самом	9	2
165	в сущности	9	2
166	во всех	6	2
167	нас к	6	2
168	слова как	5	2
169	в виду	5	2
170	если в	4	2
171	нет и	3	2
172	гораздо более	4	2
173	один из	2	2
174	тем не	3	2
175	в развитии	10	2
176	вместе с	12	2
177	сих пор	3	2
178	ее в	8	2
179	только что	5	2
180	внимание на	2	2
181	этому поводу	3	2
182	и только	4	2
183	в отношении	2	2
184	с ее	2	2
185	с одной	5	2
186	и других	2	2
187	мы находим	3	2
188	этого термина	2	2
189	не мог	2	2
190	заключается в	6	2
191	самом деле	6	2
192	во втором	3	2
193	с самого	7	2
194	для того	18	2
195	что не	2	2
196	и по	3	2
197	той же	8	2
198	мы не	7	2
199	или в	2	2
200	в которых	2	2
201	то и	4	2
202	одно из	5	2
203	могут быть	2	2
204	этого слова	3	2
205	которые в	2	2
206	что эта	6	2
207	с которыми	2	2
208	не имеет	2	2
209	к этой	2	2
210	и которые	2	2
