N	2gram	Losev_Vlad_2	Myshleni
1	в этом	20	29
2	точки зрения	7	28
3	и в	30	26
4	не только	12	24
5	для себя	5	24
6	то что	20	24
7	таким образом	3	23
8	с точки	3	21
9	того чтобы	2	19
10	в том	18	18
11	и не	18	18
12	для того	2	18
13	том что	12	17
14	потому что	9	16
15	как и	5	15
16	того что	5	14
17	так же	4	14
18	так как	5	14
19	как мы	11	14
20	что в	12	12
21	вместе с	8	12
22	и его	6	12
23	в которой	4	11
24	но и	8	11
25	мысли и	2	11
26	не может	9	11
27	по своему	2	9
28	в самом	2	9
29	в сущности	2	9
30	в себе	6	9
31	то же	4	8
32	сказать что	11	8
33	что он	13	8
34	той же	4	8
35	только в	6	8
36	к тому	2	7
37	прежде всего	6	7
38	может быть	7	7
39	и к	6	7
40	мы не	2	7
41	и то	5	7
42	именно в	4	6
43	заключается в	2	6
44	мы должны	4	6
45	как бы	5	6
46	и что	5	6
47	было бы	9	6
48	во всех	3	6
49	все эти	5	6
50	все же	9	6
51	а не	7	6
52	что это	4	6
53	с этой	4	5
54	можно сказать	4	5
55	до конца	7	5
56	в виду	2	5
57	в целом	4	5
58	во второй	2	5
59	данном случае	2	5
60	никак не	3	5
61	и с	14	5
62	себе в	2	5
63	в начале	4	5
64	как это	7	5
65	с тем	2	5
66	тогда когда	2	5
67	она не	2	5
68	и для	3	5
69	в данном	3	5
70	не менее	7	4
71	никогда не	7	4
72	и от	2	4
73	в конце	13	4
74	на то	2	4
75	так что	5	4
76	в котором	5	4
77	и наконец	4	4
78	друг друга	2	4
79	и во	2	4
80	в его	11	4
81	о том	4	4
82	но в	8	4
83	о чем	6	4
84	связи с	8	4
85	гораздо более	2	4
86	не есть	4	4
87	как в	3	4
88	в той	2	4
89	не в	9	4
90	едва ли	3	4
91	в области	3	4
92	учения о	3	4
93	учение о	3	3
94	содержит в	4	3
95	я не	4	3
96	все это	5	3
97	это не	2	3
98	из этих	3	3
99	тем не	6	3
100	но это	4	3
101	для него	9	3
102	в ней	4	3
103	мы видели	2	3
104	как к	2	3
105	на котором	2	3
106	только и	3	3
107	мы находим	2	3
108	и по	2	3
109	он не	4	3
110	мы уже	2	3
111	что эти	2	3
112	с ним	5	3
113	по себе	5	3
114	об этом	6	3
115	о его	5	3
116	последнее время	2	3
117	в то	9	3
118	но не	3	3
119	и о	4	3
120	в основном	5	3
121	и потому	2	3
122	что и	3	3
123	в своей	5	3
124	так и	5	3
125	к нему	2	3
126	в этой	4	3
127	в чем	2	3
128	уже в	3	2
129	что если	2	2
130	казалось бы	2	2
131	в этих	4	2
132	его и	2	2
133	само собой	3	2
134	точно так	3	2
135	то время	6	2
136	от всякой	2	2
137	мы знаем	4	2
138	для нас	7	2
139	ни в	7	2
140	что его	4	2
141	которой мы	2	2
142	свою очередь	2	2
143	этот период	2	2
144	в свою	3	2
145	на его	4	2
146	несмотря на	4	2
147	не мог	8	2
148	в нем	4	2
149	отношение к	4	2
150	только одно	3	2
151	в их	2	2
152	того и	2	2
153	отношения к	3	2
154	это мы	5	2
155	время как	2	2
156	на первом	2	2
157	и больше	3	2
158	не имеет	2	2
159	должно быть	3	2
160	а в	11	2
161	что для	2	2
162	в своих	2	2
163	также и	6	2
164	но он	3	2
165	к его	2	2
166	и есть	2	2
167	исходить из	2	2
168	его в	4	2
169	видно из	2	2
170	с которыми	4	2
171	к этой	2	2
172	с этим	5	2
173	к этому	6	2
174	вовсе не	4	2
175	на этих	3	2
176	у нас	6	2
177	то в	5	2
178	и при	2	2
179	в последнее	2	2
180	о своем	2	2
181	бы с	2	2
182	наряду с	2	2
183	наконец в	3	2
184	время в	4	2
185	том же	3	2
186	к ней	3	2
187	с ней	2	2
188	даже в	2	2
189	и до	2	2
190	из этого	5	2
191	что же	8	2
192	но то	2	2
193	в отношении	3	2
194	в отличие	3	2
195	того как	2	2
196	можно говорить	3	2
197	и она	2	2
198	ко всему	4	2
199	что не	2	2
200	и он	4	2
201	можно было	2	2
202	нас в	2	2
203	во всяком	6	2
204	не могла	2	2
205	отличие от	3	2
206	ничего не	2	2
