N	2gram	Nazirov_Tr_1	Problemy
1	и в	18	34
2	и не	7	29
3	как бы	7	27
4	что он	6	23
5	в его	3	22
6	может быть	7	19
7	в нем	4	19
8	не может	5	19
9	и все	4	19
10	как и	5	18
11	но в	6	16
12	все это	4	16
13	и его	6	16
14	в этом	9	16
15	и с	7	15
16	прежде всего	4	15
17	что я	4	15
18	он не	2	15
19	то же	5	14
20	к нему	3	14
21	для него	3	13
22	у достоевского	5	13
23	но и	4	12
24	же время	6	12
25	по замыслу	2	12
26	потому что	2	12
27	в то	5	12
28	то что	4	11
29	а я	5	10
30	не только	8	10
31	не в	2	9
32	никогда не	2	8
33	в самом	2	8
34	так же	4	8
35	с ним	3	8
36	замыслу достоевского	2	7
37	я не	4	7
38	что в	4	7
39	и даже	4	7
40	все же	5	7
41	как будто	3	7
42	я все	2	6
43	отношение к	2	6
44	и на	7	6
45	с его	2	6
46	так и	5	6
47	в себе	4	6
48	он сам	7	5
49	что это	5	5
50	это не	5	5
51	в конце	3	5
52	к тому	2	5
53	так что	2	5
54	но все	2	5
55	и что	4	5
56	и сам	3	5
57	я ведь	2	5
58	в целом	4	5
59	не мог	2	5
60	он и	2	5
61	с тем	2	5
62	в одном	2	5
63	что и	2	5
64	настасья филипповна	2	5
65	что все	2	4
66	ни в	2	4
67	но это	4	4
68	у него	6	4
69	при этом	3	4
70	все эти	3	4
71	для достоевского	2	4
72	его в	2	4
73	еще не	4	4
74	бы и	2	4
75	как в	3	4
76	в мире	3	4
77	тем что	2	4
78	в виде	2	4
79	на меня	2	4
80	и это	2	4
81	ничего не	2	4
82	уже в	3	3
83	романах достоевского	2	3
84	в том	2	3
85	знает что	2	3
86	его за	2	3
87	в глаза	2	3
88	что с	3	3
89	до конца	2	3
90	с ее	3	3
91	с иваном	2	3
92	ненависть к	2	3
93	должно быть	3	3
94	под влиянием	2	3
95	а что	2	3
96	раз и	2	3
97	в ее	2	3
98	том что	4	3
99	ивана карамазова	2	3
100	еще в	2	3
101	достоевского в	3	3
102	и как	3	3
103	и то	2	3
104	в записках	2	3
105	что вы	3	2
106	в душе	2	2
107	это уже	2	2
108	ставрогина к	2	2
109	столь же	2	2
110	вопрос о	2	2
111	было в	2	2
112	нет в	2	2
113	мог бы	3	2
114	записках из	3	2
115	один из	3	2
116	друг друга	2	2
117	в своем	3	2
118	ставрогина и	3	2
119	я к	2	2
120	эпизод с	3	2
121	о том	2	2
122	а как	2	2
123	николай всеволодович	3	2
124	очень важно	2	2
125	отнюдь не	3	2
126	петра верховенского	17	2
127	в преступлении	2	2
128	говорит о	2	2
129	один в	3	2
130	если б	2	2
131	своего рода	3	2
132	в отличие	2	2
133	жизнь и	3	2
134	в силах	2	2
135	уже не	2	2
136	и он	3	2
137	и ее	2	2
138	этими двумя	2	2
139	отличие от	2	2
140	о чем	3	2
