N	2gram	Bakhtin_Fr_7	KFilosof
1	может быть	4	43
2	в его	12	39
3	в нем	7	31
4	не может	3	27
5	и не	7	26
6	по отношению	2	25
7	и в	41	22
8	отношению к	2	21
9	в себе	11	21
10	не есть	2	19
11	а не	2	17
12	и его	9	17
13	только в	6	16
14	точки зрения	5	13
15	в этом	15	13
16	ни в	6	12
17	для него	6	12
18	и это	5	12
19	все эти	13	11
20	в своей	3	11
21	не в	9	11
22	к нему	5	11
23	в своем	9	10
24	это не	6	10
25	все это	10	10
26	во всех	3	10
27	с точки	3	10
28	и есть	3	9
29	но и	9	9
30	в их	3	9
31	как бы	7	9
32	и все	14	9
33	его целом	2	9
34	и для	5	9
35	не было	3	8
36	было бы	4	8
37	жизни и	3	8
38	и здесь	4	7
39	вовсе не	7	7
40	должен быть	2	7
41	что и	5	7
42	то что	8	7
43	в себя	2	7
44	я не	3	6
45	в том	11	6
46	но это	3	6
47	момент в	4	6
48	отношение к	2	6
49	в мире	3	6
50	и их	3	6
51	он не	4	6
52	уже не	2	6
53	мира в	4	6
54	никогда не	2	5
55	то же	13	5
56	его как	2	5
57	но все	4	5
58	именно в	2	5
59	не имеет	3	5
60	должно быть	4	5
61	его в	3	5
62	с ним	2	5
63	но в	8	5
64	не знает	3	5
65	как и	14	5
66	не только	5	5
67	мы имеем	2	5
68	место в	4	4
69	что в	9	4
70	ни было	2	4
71	при этом	3	4
72	места в	2	4
73	с ними	3	4
74	проникает в	3	4
75	в одном	3	4
76	и момент	2	4
77	мира и	4	4
78	том что	4	4
79	о нем	3	4
80	во всей	2	4
81	а в	5	4
82	тем самым	3	4
83	и т.д	2	4
84	в чем	2	4
85	что это	4	3
86	в свою	3	3
87	до конца	2	3
88	в виду	4	3
89	здесь нет	2	3
90	нигде не	2	3
91	того что	2	3
92	рядом с	4	3
93	и на	4	3
94	в ней	5	3
95	в то	10	3
96	отсюда и	2	3
97	о том	6	3
98	мы не	2	3
99	а следовательно	2	3
100	не должно	3	3
101	по своему	2	3
102	еще не	2	3
103	на самом	2	3
104	тем что	3	3
105	ничего не	4	3
106	где она	2	2
107	та же	4	2
108	прежде всего	11	2
109	его к	3	2
110	и как	2	2
111	совсем не	3	2
112	же время	9	2
113	он может	3	2
114	бы оно	2	2
115	вся эта	2	2
116	что значит	2	2
117	что есть	2	2
118	и других	2	2
119	для этой	3	2
120	потому что	5	2
121	может иметь	2	2
122	имеем в	2	2
123	пространства и	2	2
124	с его	2	2
125	и то	2	2
126	к этому	5	2
127	что он	3	2
128	в качестве	9	2
129	тот же	2	2
130	и может	2	2
131	со всеми	2	2
132	в это	3	2
133	но есть	3	2
134	и потому	3	2
135	но этот	3	2
136	и смысл	2	2
137	дело не	2	2
138	оно не	2	2
139	в процессе	2	2
140	так и	10	2
141	как в	5	2
142	бытие но	2	2
143	еще более	2	2
144	мы здесь	2	2
145	и эта	3	2
146	жизнь и	2	2
147	в данном	2	2
148	от этого	3	2
149	в этой	13	2
150	которой он	2	2
151	дело в	2	2
152	в области	2	2
