N	2gram	Trubetskoy_1	StatiiOP
1	и в	14	44
2	в том	17	36
3	и т	3	30
4	что в	4	30
5	том что	9	29
6	в этом	17	21
7	то что	13	18
8	не только	9	18
9	было бы	5	17
10	а в	5	17
11	о том	7	17
12	и не	19	16
13	а не	2	16
14	может быть	9	15
15	в данном	7	14
16	в области	2	14
17	можно было	4	13
18	не в	4	12
19	в этой	4	11
20	самом деле	7	11
21	того чтобы	8	11
22	точки зрения	11	11
23	ясно что	2	10
24	для того	6	10
25	что он	6	10
26	но и	10	10
27	но в	2	10
28	только в	5	10
29	если бы	6	9
30	в то	10	9
31	как и	4	9
32	того что	3	9
33	в его	4	9
34	во всех	5	8
35	все же	4	8
36	из них	3	8
37	не может	22	8
38	с точки	9	8
39	прежде всего	8	7
40	в самом	3	7
41	для нас	2	7
42	сих пор	5	7
43	до сих	5	7
44	таким образом	11	7
45	что они	3	7
46	потому что	5	6
47	из этих	3	6
48	так что	2	6
49	но это	2	6
50	для него	6	6
51	что и	3	6
52	в своей	5	6
53	данном случае	3	6
54	со стороны	4	6
55	что же	4	6
56	именно в	3	6
57	на самом	6	6
58	во всяком	9	6
59	хотя бы	5	6
60	всяком случае	6	6
61	никогда не	5	5
62	так же	2	5
63	совершенно не	2	5
64	в котором	2	5
65	в нем	5	5
66	жизни и	4	5
67	все это	6	5
68	вряд ли	3	5
69	то же	11	5
70	и даже	2	5
71	и по	3	5
72	и то	4	5
73	тем что	3	5
74	все эти	2	5
75	так как	4	5
76	речь идет	2	4
77	что это	3	4
78	в частности	2	4
79	можно ли	3	4
80	это в	2	4
81	вопрос о	5	4
82	или иного	2	4
83	же время	10	4
84	является не	2	4
85	и что	2	4
86	в качестве	3	4
87	того или	2	4
88	но если	3	4
89	как бы	4	4
90	на то	5	4
91	в россии	6	4
92	даже не	2	4
93	не было	3	4
94	и сейчас	3	4
95	этот вопрос	2	4
96	как будто	2	4
97	на эту	2	4
98	а с	2	3
99	во время	2	3
100	по этому	2	3
101	тому что	2	3
102	точку зрения	4	3
103	для себя	2	3
104	и с	7	3
105	в конце	3	3
106	стремление к	7	3
107	должна быть	2	3
108	ни в	2	3
109	да и	3	3
110	в начале	2	3
111	то в	3	3
112	но не	4	3
113	еще не	3	3
114	и для	6	3
115	в ней	2	3
116	и тем	2	3
117	то это	3	3
118	по отношению	2	3
119	и только	5	3
120	в виде	3	3
121	что для	3	3
122	что оно	3	3
123	лишь в	3	3
124	за то	2	3
125	в таком	2	3
126	культуры в	3	3
127	в результате	2	3
128	в другом	3	3
129	во многих	2	3
130	между тем	5	3
131	с этим	2	3
132	может не	3	2
133	что все	3	2
134	нисколько не	2	2
135	всех этих	3	2
136	в этих	2	2
137	даже и	2	2
138	в своем	6	2
139	и во	3	2
140	больше чем	2	2
141	на совершенно	2	2
142	этом случае	3	2
143	по существу	5	2
144	и более	2	2
145	если не	2	2
146	при этом	5	2
147	быть и	2	2
148	что с	2	2
149	она не	2	2
150	несмотря на	3	2
151	но для	2	2
152	и потому	3	2
153	если в	6	2
154	конечно не	5	2
155	отношения к	2	2
156	и тогда	2	2
157	целый ряд	2	2
158	для этого	3	2
159	а потому	5	2
160	тем самым	2	2
161	он должен	5	2
162	в других	2	2
163	и те	2	2
164	на которой	2	2
165	в своих	6	2
166	их в	2	2
167	у него	2	2
168	он не	5	2
169	в себе	9	2
170	в сознании	3	2
171	говорить о	3	2
172	о котором	3	2
173	его в	4	2
174	к нему	2	2
175	только с	2	2
176	отметить что	2	2
