N	2gram	Vygotskiy__6	Formalny
1	и в	28	24
2	в его	3	23
3	прежде всего	2	22
4	и не	11	20
5	так и	6	18
6	не может	19	16
7	точки зрения	13	16
8	в этом	27	15
9	в нем	7	14
10	может быть	13	14
11	с точки	10	13
12	таким образом	18	13
13	в своем	7	11
14	не менее	2	11
15	как и	6	11
16	в своей	2	11
17	в их	3	11
18	то же	7	10
19	а не	3	10
20	и его	3	10
21	в процессе	9	9
22	все это	2	9
23	в то	6	9
24	именно в	4	8
25	то что	28	8
26	как в	3	8
27	и на	5	8
28	не в	4	8
29	и от	2	7
30	до конца	3	7
31	не только	16	7
32	но и	10	7
33	и все	5	6
34	и здесь	3	6
35	было бы	9	6
36	в том	28	6
37	в этой	5	6
38	самом деле	2	6
39	до сих	3	6
40	в пределах	5	6
41	она не	2	6
42	еще не	8	6
43	как бы	11	6
44	сих пор	3	6
45	в целом	3	6
46	а в	2	6
47	отношения к	3	6
48	все эти	2	6
49	форм и	2	6
50	на основе	4	6
51	как это	3	6
52	по себе	3	5
53	у нас	2	5
54	при этом	3	5
55	только на	2	5
56	и др	2	5
57	не могло	2	5
58	во всех	4	5
59	в самом	8	5
60	как мы	10	5
61	того что	24	5
62	с другой	2	5
63	но в	5	5
64	с его	3	4
65	независимо от	3	4
66	в частности	4	4
67	никогда не	8	4
68	с другими	2	4
69	и к	6	4
70	для этого	2	4
71	если бы	7	4
72	оно не	4	4
73	отношению к	10	4
74	так же	15	4
75	по отношению	10	4
76	в связи	2	4
77	что в	17	4
78	друг друга	4	4
79	как на	3	4
80	в которой	7	4
81	не из	2	4
82	с этой	2	4
83	но не	10	3
84	в отношении	10	3
85	связи с	3	3
86	в них	3	3
87	он должен	4	3
88	ясно что	4	3
89	что он	18	3
90	с помощью	13	3
91	к тому	10	3
92	для него	6	3
93	это и	3	3
94	и как	6	3
95	но это	2	3
96	зависимости от	5	3
97	и непосредственно	2	3
98	в каждом	3	3
99	не по	3	3
100	он не	7	3
101	если он	2	3
102	один из	3	3
103	все же	2	3
104	отношение к	7	3
105	когда он	2	3
106	каждой из	2	3
107	отличается от	3	3
108	на фоне	3	3
109	и других	7	3
110	мы не	6	3
111	тем самым	8	3
112	и наконец	2	3
113	между ними	7	3
114	его в	6	3
115	целый ряд	4	3
116	у них	2	3
117	более того	2	3
118	в основе	3	3
119	они не	4	3
120	в себе	4	3
121	этого слова	2	3
122	бы в	3	3
123	в области	6	3
124	всю свою	2	2
125	и более	2	2
126	же как	6	2
127	с тем	5	2
128	в другой	3	2
129	в нашем	4	2
130	в зависимости	5	2
131	в структуру	4	2
132	иначе как	5	2
133	это не	5	2
134	и развития	6	2
135	с этим	4	2
136	в одном	2	2
137	в системе	3	2
138	предполагает уже	2	2
139	вопрос о	5	2
140	а только	2	2
141	остановиться на	3	2
142	все время	3	2
143	по существу	2	2
144	мы видели	8	2
145	перейти к	2	2
146	совершается в	3	2
147	самое понятие	2	2
148	в ряду	2	2
149	если мы	2	2
150	только в	18	2
151	все более	2	2
152	как таковое	2	2
153	к другим	11	2
154	от того	10	2
155	как раз	6	2
156	и является	2	2
157	только не	3	2
158	еще в	2	2
159	была бы	2	2
160	не с	2	2
161	что и	4	2
162	вместе с	7	2
163	и развитие	4	2
164	всем этим	2	2
165	не на	2	2
166	и что	6	2
167	приводит к	6	2
168	бы оно	2	2
169	ко всем	4	2
170	раз и	2	2
171	исследования и	3	2
172	значение для	3	2
173	от этого	3	2
174	в своих	3	2
175	на его	3	2
176	к которому	2	2
177	отношении к	3	2
178	с ним	2	2
179	мысли в	4	2
180	как с	2	2
181	что такое	3	2
