N	2gram	Bakhtin_Pr_1	Freidism
1	таким образом	11	24
2	и не	34	23
3	не может	11	20
4	точки зрения	21	19
5	прежде всего	7	18
6	в этом	25	15
7	в его	24	15
8	может быть	21	13
9	и его	13	12
10	как и	8	11
11	как бы	28	11
12	то что	18	11
13	все эти	8	11
14	с точки	15	11
15	и потому	3	10
16	так и	10	10
17	как мы	5	10
18	самом деле	5	10
19	его в	4	10
20	с ним	6	10
21	но в	4	10
22	с его	6	9
23	и в	23	9
24	во всех	5	9
25	по отношению	11	9
26	все что	3	8
27	что он	10	8
28	отношению к	11	8
29	еще не	5	8
30	в своей	11	8
31	он не	4	8
32	не только	13	8
33	все это	7	8
34	то же	10	8
35	только в	8	8
36	и все	3	8
37	так как	7	8
38	ни в	3	7
39	тот же	2	7
40	к нему	3	7
41	во всяком	4	7
42	один из	2	7
43	в самом	8	7
44	и наконец	5	7
45	сказать что	5	7
46	мы уже	2	7
47	всяком случае	3	7
48	никогда не	5	6
49	точку зрения	4	6
50	вовсе не	8	6
51	для него	15	6
52	за пределы	6	6
53	того что	2	6
54	так сказать	3	6
55	хотя бы	2	6
56	и с	4	6
57	и к	4	5
58	он сам	3	5
59	можно сказать	2	5
60	не в	6	5
61	в этой	4	5
62	в то	10	5
63	в большинстве	2	5
64	что в	8	5
65	но и	11	5
66	на самом	4	5
67	в себя	3	5
68	для того	2	5
69	а в	7	5
70	и на	10	5
71	мы должны	2	5
72	большинстве случаев	2	5
73	но не	8	4
74	я не	3	4
75	в котором	2	4
76	сознания и	3	4
77	в этих	2	4
78	сознания с	2	4
79	то ни	3	4
80	из этих	2	4
81	в пределах	9	4
82	в жизни	6	4
83	не дает	3	4
84	с другими	7	4
85	всех этих	3	4
86	же время	7	4
87	при этом	3	4
88	и о	3	4
89	от того	2	4
90	как раз	4	4
91	в основе	5	4
92	в зависимости	3	4
93	в нем	20	4
94	все же	5	4
95	данном случае	2	4
96	не было	3	4
97	между ними	2	4
98	уже не	8	4
99	того чтобы	4	4
100	с самого	2	4
101	и для	3	4
102	в которой	4	4
103	той же	6	4
104	мы не	2	4
105	с их	5	4
106	в данном	2	4
107	этот вопрос	2	4
108	потому что	12	4
109	себя и	2	4
110	говорить о	2	4
111	зависимости от	3	4
112	в мир	3	4
113	не могут	6	3
114	самого начала	3	3
115	нисколько не	2	3
116	если бы	10	3
117	и есть	5	3
118	тому что	2	3
119	в них	3	3
120	о себе	9	3
121	на себя	3	3
122	к себе	2	3
123	что все	3	3
124	в объективном	2	3
125	в себе	5	3
126	и как	8	3
127	но это	5	3
128	она не	5	3
129	было бы	6	3
130	что может	2	3
131	ни на	2	3
132	с ее	2	3
133	себя в	3	3
134	бы то	3	3
135	только то	3	3
136	жизни и	6	3
137	на него	2	3
138	вместе с	2	3
139	со стороны	2	3
140	приводит к	3	3
141	как в	6	3
142	мысли и	2	3
143	и вот	2	3
144	именно и	2	3
145	и т.п	3	3
146	на этот	2	3
147	и по	2	3
148	у него	6	3
149	в искусстве	2	3
150	зрения на	8	3
151	и этим	2	3
152	одна из	2	3
153	в сознании	2	3
154	из тех	2	2
155	художественной формы	5	2
156	не исчерпывается	2	2
157	в отношении	2	2
158	уже в	5	2
159	человека в	5	2
160	его целом	5	2
161	но все	4	2
162	и другие	2	2
163	всей его	2	2
164	для себя	2	2
165	с другой	2	2
166	это не	10	2
167	оно не	2	2
168	же что	2	2
169	в конце	5	2
170	к этому	2	2
171	для понимания	3	2
172	не позволяет	2	2
173	и уже	3	2
174	для нас	3	2
175	до конца	5	2
176	да и	2	2
177	ни было	4	2
178	в основном	2	2
179	это и	9	2
180	том что	9	2
181	более того	3	2
182	из всего	2	2
183	мы остановимся	3	2
184	а не	20	2
185	социальной жизни	2	2
186	в прошлое	2	2
187	из них	2	2
188	внешнего мира	3	2
189	но для	2	2
190	в процессе	4	2
191	конце концов	4	2
192	о нем	11	2
193	в своем	8	2
194	со всею	3	2
195	себе и	3	2
196	в этот	2	2
197	точка зрения	7	2
198	как не	4	2
199	выражение в	4	2
200	сих пор	2	2
201	что она	2	2
202	в их	3	2
203	во всей	2	2
204	отличается от	2	2
205	отношения к	2	2
206	в совершенно	2	2
207	для своего	2	2
208	этом отношении	5	2
209	сознания в	2	2
210	а потому	2	2
211	в отличие	2	2
212	заметить что	2	2
213	и у	4	2
214	другого человека	4	2
215	и даже	3	2
216	и притом	2	2
217	так же	6	2
218	как на	2	2
219	рядом с	13	2
220	отличие от	2	2
221	роль в	2	2
222	мы видим	3	2
223	ибо не	2	2
224	мир в	2	2
225	их в	2	2
226	они не	3	2
227	в своих	2	2
228	сознание и	3	2
229	что и	5	2
230	но как	3	2
231	все то	4	2
232	которые он	2	2
233	в первом	2	2
234	до сих	2	2
235	и самое	2	2
236	только с	2	2
237	в области	3	2
238	выйти за	2	2
