N	2gram	Bakhtin_Fr_6	DiskursI
1	в себе	5	19
2	при этом	3	17
3	и в	41	16
4	может быть	2	16
5	как и	7	16
6	в этом	12	16
7	и не	3	15
8	а не	2	14
9	в частности	2	12
10	и т.п	19	12
11	то есть	24	12
12	но и	13	11
13	но в	8	11
14	том что	7	10
15	не только	10	10
16	так и	5	9
17	не может	4	9
18	в том	2	8
19	а также	5	8
20	как в	4	8
21	прежде всего	10	7
22	в нем	16	7
23	но не	2	7
24	в данном	3	7
25	с его	5	6
26	себя в	2	6
27	все же	4	6
28	в своей	2	6
29	данном случае	2	6
30	то же	5	6
31	что в	7	5
32	в своем	5	5
33	с другой	4	5
34	нового времени	4	5
35	же время	5	5
36	то что	10	5
37	и на	9	5
38	в то	6	5
39	в одном	5	4
40	одной стороны	4	4
41	как бы	7	4
42	этом отношении	3	4
43	с одной	4	4
44	роль в	4	4
45	потому что	3	4
46	в основе	4	4
47	точки зрения	2	4
48	в этой	8	4
49	и то	2	4
50	о том	9	4
51	мира и	2	4
52	перед нами	3	3
53	в этих	2	3
54	в них	7	3
55	из этих	2	3
56	и все	9	3
57	в пределе	2	3
58	и как	4	3
59	не в	4	3
60	здесь в	9	3
61	например в	6	3
62	он не	2	3
63	в его	7	3
64	еще в	5	3
65	в котором	4	3
66	из них	5	3
67	жизни и	3	3
68	все эти	11	3
69	и наконец	4	3
70	также и	6	3
71	и его	13	3
72	но это	3	3
73	одного и	2	3
74	в другом	4	3
75	только в	3	3
76	мира в	2	3
77	никогда не	8	2
78	в большинстве	4	2
79	стороны и	2	2
80	на первый	3	2
81	в той	5	2
82	что он	6	2
83	есть в	3	2
84	времени и	2	2
85	того же	4	2
86	должна быть	2	2
87	в ней	4	2
88	с точки	2	2
89	но уже	2	2
90	вместе с	6	2
91	и прежде	2	2
92	не на	2	2
93	именно в	4	2
94	на языке	3	2
95	все это	11	2
96	другой стороны	2	2
97	и для	3	2
98	а в	4	2
99	той же	5	2
100	в результате	4	2
101	их в	2	2
102	и с	16	2
103	говорить о	2	2
104	но здесь	2	2
105	в области	2	2
106	между тем	2	2
