N	2gram	Bakhtin_fo_1	Freidism
1	таким образом	11	24
2	и не	14	23
3	не может	6	20
4	точки зрения	5	19
5	прежде всего	15	18
6	в этом	25	15
7	в его	13	15
8	с помощью	2	14
9	может быть	11	13
10	и его	16	12
11	как и	8	11
12	как бы	2	11
13	то что	6	11
14	все эти	9	11
15	с точки	2	11
16	и потому	3	10
17	так и	12	10
18	как мы	14	10
19	его в	3	10
20	с ним	2	10
21	но в	10	10
22	с его	9	9
23	и в	50	9
24	во всех	6	9
25	по отношению	3	9
26	отношению к	5	8
27	еще не	5	8
28	в своей	2	8
29	он не	5	8
30	не только	9	8
31	все это	4	8
32	то же	11	8
33	только в	4	8
34	и все	6	8
35	так как	6	8
36	ни в	8	7
37	во всяком	3	7
38	один из	3	7
39	отношение к	2	7
40	в самом	8	7
41	те же	2	7
42	сказать что	3	7
43	мы уже	11	7
44	никогда не	2	6
45	точку зрения	2	6
46	вовсе не	13	6
47	и ее	3	6
48	для него	2	6
49	того что	2	6
50	в ней	4	6
51	так сказать	7	6
52	совершенно не	2	6
53	хотя бы	2	6
54	и с	4	6
55	и к	2	5
56	в свою	2	5
57	не в	5	5
58	в чем	2	5
59	в то	9	5
60	его жизни	8	5
61	что в	5	5
62	но и	8	5
63	и прежде	2	5
64	для того	5	5
65	а в	3	5
66	и на	8	5
67	могут быть	5	5
68	с этим	6	5
69	в каком	2	5
70	мы должны	2	5
71	но не	5	4
72	в котором	4	4
73	и др	9	4
74	в этих	3	4
75	в пределах	5	4
76	в жизни	6	4
77	если мы	2	4
78	с другими	3	4
79	к тому	3	4
80	об этом	2	4
81	всех этих	5	4
82	же время	9	4
83	смысле слова	2	4
84	при этом	3	4
85	конечно не	4	4
86	как раз	13	4
87	в основе	5	4
88	в нем	24	4
89	все же	6	4
90	не было	7	4
91	между ними	3	4
92	мы находим	2	4
93	уже не	2	4
94	того чтобы	5	4
95	с самого	2	4
96	и для	4	4
97	совсем не	2	4
98	в которой	2	4
99	той же	2	4
100	мы не	3	4
101	в таком	3	4
102	с их	2	4
103	характер и	7	4
104	в данном	2	4
105	потому что	4	4
106	в более	2	4
107	себя и	3	4
108	всей жизни	2	4
109	не могут	3	3
110	самого начала	2	3
111	если бы	5	3
112	в них	4	3
113	во втором	2	3
114	на себя	2	3
115	к себе	4	3
116	что все	2	3
117	а только	2	3
118	в себе	3	3
119	и как	10	3
120	со всеми	3	3
121	и может	2	3
122	было бы	2	3
123	ее в	2	3
124	с ее	6	3
125	жизни и	8	3
126	вместе с	3	3
127	этот процесс	5	3
128	всем этим	3	3
129	и те	3	3
130	не знает	3	3
131	как в	6	3
132	чем не	3	3
133	и т.п	4	3
134	и по	2	3
135	между двумя	6	3
136	у него	6	3
137	слова и	2	3
138	одна из	2	3
139	подхода к	3	3
140	не является	2	3
141	человека и	11	3
142	в отношении	3	2
143	уже в	2	2
144	человека в	17	2
145	его целом	2	2
146	но все	5	2
147	и другие	5	2
148	для всех	2	2
149	быть и	2	2
150	в нашем	2	2
151	его и	2	2
152	между собой	4	2
153	всей его	2	2
154	для себя	7	2
155	того же	8	2
156	с другой	2	2
157	это не	6	2
158	оно не	2	2
159	формы и	3	2
160	же что	2	2
161	в конце	9	2
162	к этому	3	2
163	большую роль	3	2
164	и уже	3	2
165	не меняется	3	2
166	для нас	2	2
167	жизни по	2	2
168	в ее	6	2
169	до конца	4	2
170	да и	3	2
171	влияние на	4	2
172	в основном	5	2
173	том что	4	2
174	более того	3	2
175	на этой	4	2
176	всего этого	2	2
177	в глаза	2	2
178	а не	3	2
179	с этими	2	2
180	поэтому все	2	2
181	одной стороны	2	2
182	лежат в	2	2
183	отсюда и	2	2
184	и всей	2	2
185	на один	2	2
186	мы говорили	3	2
187	вполне понятно	4	2
188	что мы	2	2
189	но для	2	2
190	так называемый	2	2
191	в процессе	4	2
192	в своем	4	2
193	себе и	3	2
194	в этот	2	2
195	на почве	2	2
196	человека так	2	2
197	и до	5	2
198	выражение в	2	2
199	сих пор	3	2
200	в их	6	2
201	только на	3	2
202	жизни то	2	2
203	во всей	3	2
204	отношения к	3	2
205	этом отношении	3	2
206	с одной	3	2
207	в отличие	2	2
208	и у	5	2
209	и даже	2	2
210	так же	6	2
211	рядом с	2	2
212	отличие от	2	2
213	роль в	9	2
214	на основе	2	2
215	мы видим	3	2
216	не без	2	2
217	мир в	2	2
218	и то	4	2
219	здесь в	2	2
220	их в	3	2
221	от этого	2	2
222	единства и	2	2
223	и тех	2	2
224	они не	3	2
225	что и	3	2
226	и вообще	2	2
227	все то	2	2
228	жизни но	5	2
229	до сих	3	2
230	тех же	2	2
231	уже указывали	4	2
232	ее целом	2	2
233	в виду	3	2
