N	2gram	Bakhtin_fo_2	Myshleni
1	точки зрения	10	26
2	таким образом	3	26
3	в том	10	24
4	и в	46	23
5	том что	4	21
6	с точки	8	18
7	того чтобы	8	17
8	то что	7	17
9	в этом	22	17
10	так же	2	16
11	не только	11	16
12	того что	3	15
13	для того	8	15
14	что в	5	14
15	может быть	7	14
16	но и	9	14
17	как и	8	14
18	в его	8	14
19	с помощью	3	13
20	не может	2	12
21	как бы	10	11
22	с другой	2	10
23	прежде всего	14	10
24	в отношении	2	10
25	в качестве	3	9
26	не является	3	9
27	и не	9	9
28	и с	6	9
29	вместе с	9	9
30	с одной	2	8
31	и на	7	8
32	в основе	6	8
33	то же	8	8
34	как уже	3	7
35	в этой	2	7
36	в то	5	7
37	так как	6	7
38	с тем	2	7
39	что он	3	7
40	в другом	3	7
41	с этой	4	6
42	все это	6	6
43	именно в	2	6
44	лишь в	2	6
45	потому что	8	6
46	с этим	5	6
47	о том	4	6
48	в сущности	2	6
49	и его	12	6
50	другом месте	2	6
51	тем что	3	6
52	в себе	4	6
53	только в	11	6
54	можно сказать	2	5
55	и как	3	5
56	по себе	2	5
57	и все	6	5
58	но в	10	5
59	и более	2	5
60	а затем	3	5
61	он не	5	5
62	слова и	3	5
63	так и	7	5
64	как мы	6	5
65	тем более	3	5
66	но не	5	4
67	что все	2	4
68	не в	9	4
69	при этом	6	4
70	друг с	4	4
71	в котором	4	4
72	целый ряд	3	4
73	все эти	5	4
74	этом отношении	2	4
75	их в	4	4
76	в одном	7	4
77	к этому	3	4
78	и к	2	4
79	по существу	5	4
80	было бы	2	4
81	к тому	3	4
82	сих пор	2	4
83	как в	4	4
84	мы видим	2	4
85	как на	2	4
86	с другом	4	4
87	до сих	2	4
88	только для	2	3
89	уже в	4	3
90	связи между	2	3
91	в своем	5	3
92	и от	2	3
93	из этих	4	3
94	что они	4	3
95	смысле слова	2	3
96	друг другу	2	3
97	в их	3	3
98	отношения к	4	3
99	и других	2	3
100	в которых	3	3
101	вовсе не	13	3
102	в одной	2	3
103	же самое	3	3
104	как он	2	3
105	во всех	11	3
106	друг от	2	3
107	она не	2	3
108	от друга	2	3
109	человека и	4	3
110	все же	6	3
111	если не	2	3
112	а не	4	3
113	во всяком	2	3
114	могут быть	2	3
115	связи с	8	3
116	и это	2	3
117	все основные	2	2
118	в частности	5	2
119	никогда не	6	2
120	в конце	2	2
121	представление о	2	2
122	первый план	2	2
123	в смысле	5	2
124	словом и	2	2
125	на этом	2	2
126	же время	4	2
127	для него	3	2
128	о чем	3	2
129	хотя и	3	2
130	один из	2	2
131	мы видели	2	2
132	жизни и	8	2
133	и до	2	2
134	и вот	2	2
135	и наконец	6	2
136	и даже	3	2
137	должно быть	5	2
138	а в	3	2
139	говорить о	2	2
140	в этих	3	2
141	как это	2	2
142	от этого	2	2
143	всех этих	7	2
144	в них	7	2
145	в море	3	2
146	лежит в	2	2
147	на первый	3	2
148	к вопросу	3	2
149	со всеми	2	2
150	как явление	2	2
151	наконец в	2	2
152	том же	4	2
153	и потому	2	2
154	строго говоря	2	2
155	всего в	3	2
156	ее в	3	2
157	в двух	2	2
158	уже не	3	2
159	и пр	2	2
160	между ними	2	2
161	почти всегда	2	2
162	в данном	2	2
163	там где	2	2
164	не могли	3	2
165	одном из	2	2
