N	2gram	Bakhtin_Pr_2	SlovoVZh
1	не может	18	16
2	точки зрения	13	14
3	может быть	23	14
4	и его	8	13
5	как бы	22	13
6	таким образом	5	12
7	и в	43	12
8	отношению к	5	11
9	по отношению	5	11
10	и не	29	10
11	если бы	3	9
12	так как	4	9
13	прежде всего	10	8
14	для нас	2	7
15	сказать что	2	7
16	в нем	12	6
17	в процессе	2	6
18	при этом	6	6
19	в том	6	6
20	только в	4	6
21	слова и	12	6
22	и др	2	5
23	в жизни	3	5
24	то что	7	5
25	должна быть	3	5
26	никогда не	9	5
27	а не	7	5
28	то же	8	5
29	хотя бы	2	5
30	как и	14	5
31	том что	2	5
32	как в	2	5
33	героя и	5	5
34	и следовательно	3	5
35	но в	10	5
36	в виду	3	5
37	и к	3	4
38	ни было	2	4
39	все же	3	4
40	отношение к	2	4
41	так и	3	4
42	с другой	4	4
43	уже не	3	4
44	что не	2	4
45	как если	2	4
46	не в	11	4
47	в этом	13	4
48	и на	10	4
49	его в	3	4
50	дело в	2	4
51	в самом	7	4
52	к нему	5	4
53	за пределы	3	4
54	и является	2	4
55	не только	11	4
56	в котором	6	3
57	в них	4	3
58	отношении к	2	3
59	не менее	3	3
60	когда он	3	3
61	в художественном	3	3
62	в своей	4	3
63	быть и	2	3
64	сих пор	7	3
65	все это	5	3
66	не должна	3	3
67	все эти	5	3
68	в такой	2	3
69	по себе	11	3
70	слово в	8	3
71	но и	14	3
72	и пр	2	3
73	того что	2	3
74	и наконец	6	3
75	и герой	2	3
76	точек зрения	4	3
77	тем не	2	3
78	ни в	2	3
79	да и	5	3
80	так же	2	3
81	самом деле	5	3
82	мы не	4	3
83	ведь и	7	3
84	и с	5	3
85	о том	5	3
86	художественного творчества	2	3
87	и ее	3	3
88	в себе	5	3
89	для него	8	3
90	до сих	7	3
91	в пределах	16	3
92	еще не	9	3
93	в поэзии	2	3
94	только на	3	3
95	и для	3	3
96	конечно не	2	3
97	внутренней речи	2	3
98	здесь не	6	3
99	в творчестве	2	3
100	с ним	3	3
101	но для	3	3
102	между тем	3	3
103	автора и	2	2
104	уже в	2	2
105	с его	4	2
106	что и	3	2
107	в настоящее	2	2
108	но все	2	2
109	что в	4	2
110	себя и	3	2
111	и так	2	2
112	в этих	6	2
113	на него	3	2
114	между собой	2	2
115	в форме	2	2
116	в своем	4	2
117	но конечно	2	2
118	в отношении	3	2
119	другой стороны	3	2
120	это не	3	2
121	и все	6	2
122	бы не	2	2
123	тому же	3	2
124	была бы	2	2
125	на материале	2	2
126	в себя	3	2
127	конечно в	2	2
128	его к	2	2
129	и что	5	2
130	слова но	2	2
131	не есть	2	2
132	словом и	2	2
133	но зато	3	2
134	с точки	8	2
135	и здесь	3	2
136	как же	2	2
137	высказывания и	2	2
138	сливается с	2	2
139	стороны и	3	2
140	но это	4	2
141	более того	4	2
142	такой же	3	2
143	и то	2	2
144	мы можем	2	2
145	но не	5	2
146	могут быть	3	2
147	одно и	2	2
148	в формах	3	2
149	кроме того	3	2
150	до конца	4	2
151	она не	3	2
152	в то	7	2
153	настоящее время	2	2
154	ни на	3	2
155	может стать	4	2
156	но этот	2	2
157	если же	4	2
158	и самое	2	2
159	и та	2	2
160	там где	4	2
161	ничего не	3	2
162	он не	9	2
163	в его	10	2
164	между ними	4	2
