N	3gram	Vygotskiy__5	Myslijsy
1	заключает в себе	4	8
2	в том что	14	7
3	до тех пор	2	6
4	само по себе	2	5
5	о том что	6	5
6	в этом случае	2	5
7	не может быть	2	5
8	можно сказать что	2	4
9	то же самое	3	4
10	с тем что	3	4
11	до сих пор	5	4
12	сам по себе	3	4
13	и то что	3	4
14	и т п	3	4
15	для того чтобы	19	4
16	на то что	16	4
17	не только не	4	3
18	с точки зрения	2	3
19	вместе с тем	3	3
20	и т д	3	3
21	на самом деле	2	3
22	и таким образом	2	3
23	потому что в	2	3
24	сами по себе	2	2
25	то что в	2	2
26	и как бы	4	2
27	в данном случае	2	2
28	таким образом что	3	2
29	не что иное	2	2
30	тех пор пока	2	2
31	обратить внимание на	2	2
32	в том и	2	2
33	таким образом мы	2	2
34	вопрос о том	2	2
35	на этот вопрос	3	2
36	мы могли бы	4	2
37	не в состоянии	3	2
38	что иное как	2	2
